#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   0.80000
    0.719171E+00    0.164805E+02    0.303389E-01   -0.836582E+01    0.147903E+02
    0.376071E+01    0.164727E+02    0.303532E-01   -0.835613E+01    0.147806E+02
    0.911723E+01    0.164337E+02    0.304252E-01   -0.830994E+01    0.147344E+02
    0.165964E+02    0.163239E+02    0.306299E-01   -0.818450E+01    0.146089E+02
    0.259280E+02    0.160986E+02    0.310585E-01   -0.792847E+01    0.143529E+02
    0.367748E+02    0.157146E+02    0.318175E-01   -0.749165E+01    0.139161E+02
    0.487449E+02    0.151343E+02    0.330375E-01   -0.683791E+01    0.132623E+02
    0.614055E+02    0.143423E+02    0.348619E-01   -0.596584E+01    0.123903E+02
    0.742991E+02    0.133491E+02    0.374556E-01   -0.491124E+01    0.113357E+02
    0.869598E+02    0.121895E+02    0.410191E-01   -0.373450E+01    0.101590E+02
    0.989298E+02    0.109252E+02    0.457659E-01   -0.251398E+01    0.893867E+01
    0.109777E+03    0.963651E+01    0.518860E-01   -0.132804E+01    0.775344E+01
    0.119108E+03    0.842154E+01    0.593715E-01   -0.246828E+00    0.667446E+01
    0.126587E+03    0.737866E+01    0.677630E-01    0.661377E+00    0.577164E+01
    0.131944E+03    0.659705E+01    0.757915E-01    0.133676E+01    0.510531E+01
    0.134985E+03    0.614284E+01    0.813956E-01    0.172974E+01    0.472132E+01
    0.135777E+03    0.602373E+01    0.830051E-01    0.183309E+01    0.462099E+01
    0.136084E+03    0.597741E+01    0.836483E-01    0.187329E+01    0.458205E+01
    0.136631E+03    0.589484E+01    0.848199E-01    0.194508E+01    0.451263E+01
    0.137408E+03    0.577737E+01    0.865445E-01    0.204759E+01    0.441382E+01
    0.138405E+03    0.562633E+01    0.888678E-01    0.217953E+01    0.428724E+01
    0.139603E+03    0.544470E+01    0.918324E-01    0.233920E+01    0.413502E+01
    0.140983E+03    0.523530E+01    0.955055E-01    0.252454E+01    0.395991E+01
    0.142523E+03    0.500190E+01    0.999621E-01    0.273309E+01    0.376525E+01
    0.144198E+03    0.474932E+01    0.105278E+00    0.296200E+01    0.355502E+01
    0.145979E+03    0.448326E+01    0.111526E+00    0.320805E+01    0.333393E+01
    0.147838E+03    0.421004E+01    0.118764E+00    0.346767E+01    0.310730E+01
    0.149744E+03    0.393684E+01    0.127005E+00    0.373693E+01    0.288105E+01
    0.151665E+03    0.367123E+01    0.136194E+00    0.401163E+01    0.266142E+01
    0.153571E+03    0.342067E+01    0.146170E+00    0.428737E+01    0.245463E+01
    0.155430E+03    0.319216E+01    0.156634E+00    0.455963E+01    0.226635E+01
    0.157212E+03    0.299149E+01    0.167141E+00    0.482377E+01    0.210125E+01
    0.158886E+03    0.282253E+01    0.177146E+00    0.507513E+01    0.196245E+01
    0.160426E+03    0.268704E+01    0.186079E+00    0.530902E+01    0.185117E+01
    0.161806E+03    0.258480E+01    0.193439E+00    0.552090E+01    0.176657E+01
    0.163005E+03    0.251229E+01    0.199022E+00    0.570654E+01    0.170596E+01
    0.164001E+03    0.245921E+01    0.203318E+00    0.586212E+01    0.166534E+01
    0.164779E+03    0.243343E+01    0.205471E+00    0.598439E+01    0.164014E+01
    0.165326E+03    0.241141E+01    0.207348E+00    0.607076E+01    0.162598E+01
    0.165632E+03    0.240124E+01    0.208225E+00    0.611938E+01    0.161934E+01
    0.165777E+03    0.239878E+01    0.208439E+00    0.614230E+01    0.161655E+01
    0.166084E+03    0.239809E+01    0.208499E+00    0.619108E+01    0.161133E+01
    0.166631E+03    0.239282E+01    0.208958E+00    0.627828E+01    0.160445E+01
    0.167408E+03    0.236187E+01    0.211697E+00    0.640293E+01    0.160010E+01
    0.168405E+03    0.237975E+01    0.210106E+00    0.656363E+01    0.160403E+01
    0.169603E+03    0.239955E+01    0.208372E+00    0.675852E+01    0.162319E+01
    0.170983E+03    0.244984E+01    0.204095E+00    0.698529E+01    0.166500E+01
    0.172523E+03    0.253311E+01    0.197386E+00    0.724117E+01    0.173661E+01
    0.174198E+03    0.265676E+01    0.188199E+00    0.752291E+01    0.184382E+01
    0.175979E+03    0.282498E+01    0.176992E+00    0.782677E+01    0.199014E+01
    0.177838E+03    0.303771E+01    0.164598E+00    0.814849E+01    0.217606E+01
    0.179744E+03    0.329115E+01    0.151923E+00    0.848336E+01    0.239886E+01
    0.181665E+03    0.357876E+01    0.139713E+00    0.882618E+01    0.265285E+01
    0.183571E+03    0.389132E+01    0.128491E+00    0.917141E+01    0.293016E+01
    0.185430E+03    0.421844E+01    0.118527E+00    0.951322E+01    0.322160E+01
    0.187212E+03    0.454909E+01    0.109912E+00    0.984557E+01    0.351753E+01
    0.188886E+03    0.487271E+01    0.102612E+00    0.101623E+02    0.380845E+01
    0.190426E+03    0.517979E+01    0.965289E-01    0.104574E+02    0.408547E+01
    0.191806E+03    0.546158E+01    0.915485E-01    0.107250E+02    0.434051E+01
    0.193005E+03    0.571053E+01    0.875576E-01    0.109595E+02    0.456650E+01
    0.194001E+03    0.592031E+01    0.844551E-01    0.111562E+02    0.475738E+01
    0.194779E+03    0.608578E+01    0.821587E-01    0.113108E+02    0.490819E+01
    0.195326E+03    0.620276E+01    0.806093E-01    0.114201E+02    0.501508E+01
    0.195632E+03    0.626874E+01    0.797609E-01    0.114816E+02    0.507537E+01
    0.196031E+03    0.635469E+01    0.786821E-01    0.115616E+02    0.515392E+01
    0.197420E+03    0.665667E+01    0.751127E-01    0.118427E+02    0.543066E+01
    0.199909E+03    0.720591E+01    0.693875E-01    0.123534E+02    0.593615E+01
    0.203480E+03    0.800995E+01    0.624224E-01    0.131023E+02    0.668099E+01
    0.208110E+03    0.907622E+01    0.550890E-01    0.141006E+02    0.767719E+01
    0.213770E+03    0.104127E+02    0.480185E-01    0.153622E+02    0.893805E+01
