
#   rho [fm-3]      T [MeV]      kf [fm-1]      Gap(kf) [MeV]
    9.267511E-02    1.000000E-04    1.400000E+00    5.343966E-01
    9.267511E-02    1.001000E-01    1.400000E+00    5.316202E-01
    9.267511E-02    2.001000E-01    1.400000E+00    4.623314E-01
    9.267511E-02    4.001000E-01    1.400000E+00    1.231651E-06
    9.267511E-02    5.001000E-01    1.400000E+00    6.706874E-07
    9.267511E-02    6.001000E-01    1.400000E+00    4.885924E-07
    9.267511E-02    7.001000E-01    1.400000E+00    3.939372E-07
    9.267511E-02    8.001000E-01    1.400000E+00    3.396929E-07
    9.267511E-02    9.001000E-01    1.400000E+00    3.031310E-07
    9.267511E-02    1.000100E+00    1.400000E+00    2.707195E-07
    9.267511E-02    1.100100E+00    1.400000E+00    2.524210E-07
    9.267511E-02    1.200100E+00    1.400000E+00    2.349498E-07
    9.267511E-02    1.300100E+00    1.400000E+00    2.230215E-07
    9.267511E-02    1.400100E+00    1.400000E+00    2.103051E-07
    9.267511E-02    1.500100E+00    1.400000E+00    2.003945E-07
