#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.03000 temp=   0.40000
    0.846253E+00    0.210535E+02    0.237490E-01   -0.111157E+02    0.191324E+02
    0.442525E+01    0.210425E+02    0.237615E-01   -0.111042E+02    0.191209E+02
    0.107283E+02    0.209876E+02    0.238236E-01   -0.110444E+02    0.190611E+02
    0.195291E+02    0.208345E+02    0.239986E-01   -0.108743E+02    0.188910E+02
    0.305096E+02    0.205210E+02    0.243653E-01   -0.105133E+02    0.185299E+02
    0.432731E+02    0.199859E+02    0.250177E-01   -0.989736E+01    0.179140E+02
    0.573584E+02    0.191816E+02    0.260667E-01   -0.899841E+01    0.170151E+02
    0.722562E+02    0.180870E+02    0.276442E-01   -0.782638E+01    0.158431E+02
    0.874282E+02    0.167134E+02    0.299161E-01   -0.640696E+01    0.144236E+02
    0.102326E+03    0.151093E+02    0.330923E-01   -0.480260E+01    0.128193E+02
    0.116411E+03    0.133583E+02    0.374299E-01   -0.311447E+01    0.111312E+02
    0.129175E+03    0.115735E+02    0.432022E-01   -0.146183E+01    0.947851E+01
    0.140155E+03    0.988366E+01    0.505885E-01    0.453122E-01    0.797137E+01
    0.148956E+03    0.842311E+01    0.593605E-01    0.131053E+01    0.670615E+01
    0.155259E+03    0.731673E+01    0.683366E-01    0.225046E+01    0.576623E+01
    0.158838E+03    0.666575E+01    0.750103E-01    0.279718E+01    0.521953E+01
    0.159757E+03    0.649599E+01    0.769706E-01    0.293905E+01    0.507767E+01
    0.160064E+03    0.643913E+01    0.776502E-01    0.298660E+01    0.503012E+01
    0.160610E+03    0.633749E+01    0.788955E-01    0.307150E+01    0.494522E+01
    0.161388E+03    0.619212E+01    0.807478E-01    0.319270E+01    0.482404E+01
    0.162384E+03    0.600512E+01    0.832623E-01    0.334862E+01    0.466815E+01
    0.163583E+03    0.577858E+01    0.865265E-01    0.353720E+01    0.447960E+01
    0.164963E+03    0.551538E+01    0.906556E-01    0.375595E+01    0.426094E+01
    0.166503E+03    0.521908E+01    0.958024E-01    0.400185E+01    0.401519E+01
    0.168178E+03    0.489380E+01    0.102170E+00    0.427146E+01    0.374587E+01
    0.169959E+03    0.454429E+01    0.110028E+00    0.456090E+01    0.345701E+01
    0.171818E+03    0.417616E+01    0.119727E+00    0.486590E+01    0.315318E+01
    0.173724E+03    0.379609E+01    0.131715E+00    0.518182E+01    0.283961E+01
    0.175645E+03    0.341194E+01    0.146544E+00    0.550372E+01    0.252237E+01
    0.177551E+03    0.303304E+01    0.164851E+00    0.582642E+01    0.220869E+01
    0.179410E+03    0.267007E+01    0.187261E+00    0.614454E+01    0.190720E+01
    0.181191E+03    0.233550E+01    0.214087E+00    0.645261E+01    0.162803E+01
    0.182866E+03    0.204195E+01    0.244864E+00    0.674514E+01    0.138202E+01
    0.184406E+03    0.180026E+01    0.277737E+00    0.701675E+01    0.117881E+01
    0.185786E+03    0.161717E+01    0.309183E+00    0.726229E+01    0.102417E+01
    0.186984E+03    0.149167E+01    0.335194E+00    0.747701E+01    0.917825E+00
    0.187981E+03    0.140671E+01    0.355439E+00    0.765668E+01    0.853285E+00
    0.188759E+03    0.138057E+01    0.362169E+00    0.779771E+01    0.819880E+00
    0.189305E+03    0.133938E+01    0.373306E+00    0.789723E+01    0.805937E+00
    0.189612E+03    0.137121E+01    0.364642E+00    0.795321E+01    0.801678E+00
    0.189757E+03    0.144758E+01    0.345403E+00    0.797959E+01    0.800573E+00
    0.190064E+03    0.111643E+01    0.447858E+00    0.803573E+01    0.800151E+00
    0.190610E+03    0.134306E+01    0.372283E+00    0.813601E+01    0.805924E+00
    0.191388E+03    0.133864E+01    0.373512E+00    0.827923E+01    0.828516E+00
    0.192384E+03    0.140976E+01    0.354671E+00    0.846361E+01    0.881545E+00
    0.193583E+03    0.151810E+01    0.329359E+00    0.868684E+01    0.978919E+00
    0.194963E+03    0.168564E+01    0.296623E+00    0.894604E+01    0.113116E+01
    0.196503E+03    0.192159E+01    0.260201E+00    0.923779E+01    0.134216E+01
    0.198178E+03    0.222393E+01    0.224827E+00    0.955812E+01    0.160822E+01
    0.199959E+03    0.258273E+01    0.193593E+00    0.990246E+01    0.191989E+01
    0.201818E+03    0.298220E+01    0.167661E+00    0.102657E+02    0.226532E+01
    0.203724E+03    0.340894E+01    0.146673E+00    0.106422E+02    0.263295E+01
    0.205645E+03    0.385022E+01    0.129863E+00    0.110260E+02    0.301262E+01
    0.207551E+03    0.429518E+01    0.116410E+00    0.114109E+02    0.339565E+01
    0.209410E+03    0.473425E+01    0.105613E+00    0.117904E+02    0.377432E+01
    0.211191E+03    0.515891E+01    0.969198E-01    0.121579E+02    0.414147E+01
    0.212866E+03    0.556112E+01    0.899099E-01    0.125068E+02    0.449026E+01
    0.214406E+03    0.593393E+01    0.842612E-01    0.128308E+02    0.481420E+01
    0.215786E+03    0.627043E+01    0.797393E-01    0.131238E+02    0.510713E+01
    0.216984E+03    0.656427E+01    0.761699E-01    0.133800E+02    0.536336E+01
    0.217981E+03    0.680974E+01    0.734242E-01    0.135945E+02    0.557783E+01
    0.218759E+03    0.700208E+01    0.714073E-01    0.137629E+02    0.574619E+01
    0.219305E+03    0.713776E+01    0.700500E-01    0.138817E+02    0.586502E+01
    0.219612E+03    0.721397E+01    0.693100E-01    0.139486E+02    0.593189E+01
    0.220059E+03    0.732503E+01    0.682591E-01    0.140461E+02    0.602943E+01
    0.221654E+03    0.772365E+01    0.647363E-01    0.143968E+02    0.638008E+01
    0.224513E+03    0.844412E+01    0.592128E-01    0.150338E+02    0.701708E+01
    0.228615E+03    0.949316E+01    0.526695E-01    0.159686E+02    0.795195E+01
    0.233933E+03    0.108808E+02    0.459523E-01    0.172196E+02    0.920293E+01
    0.240434E+03    0.126201E+02    0.396193E-01    0.188117E+02    0.107950E+02
    0.248081E+03    0.147262E+02    0.339530E-01    0.207774E+02    0.127607E+02
    0.256837E+03    0.172172E+02    0.290406E-01    0.231564E+02    0.151397E+02
    0.266663E+03    0.201154E+02    0.248566E-01    0.259893E+02    0.179726E+02
    0.277523E+03    0.234464E+02    0.213252E-01    0.292963E+02    0.212796E+02
    0.289387E+03    0.272386E+02    0.183563E-01    0.331019E+02    0.250852E+02
    0.302228E+03    0.315222E+02    0.158618E-01    0.374629E+02    0.294462E+02
    0.316029E+03    0.363331E+02    0.137616E-01    0.423652E+02    0.343485E+02
    0.330782E+03    0.417117E+02    0.119871E-01    0.478220E+02    0.398053E+02
    0.346489E+03    0.477035E+02    0.104814E-01    0.538857E+02    0.458690E+02
    0.363164E+03    0.543619E+02    0.919762E-02    0.605795E+02    0.525628E+02
