
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    9.612745E-01    0.000000E+00    1.842395E+00
    9.612745E-01    4.000000E-01    1.563514E+00
    9.612745E-01    6.000000E-01    1.103437E+00
    9.612745E-01    7.000000E-01    6.440764E-01
    9.612745E-01    8.000000E-01    4.371938E-06
    9.612745E-01    9.000000E-01    1.610584E-06
    9.612745E-01    1.000000E+00    1.027499E-06
