
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    6.665105E-01    0.000000E+00    2.197152E+00
    6.665105E-01    2.000000E-01    2.039882E+00
    6.665105E-01    4.000000E-01    1.980556E+00
    6.665105E-01    6.000000E-01    1.656131E+00
    6.665105E-01    7.000000E-01    1.368758E+00
    6.665105E-01    8.000000E-01    9.227466E-01
    6.665105E-01    9.000000E-01    4.978658E-01
    6.665105E-01    1.000000E+00    2.280661E-06
