
#   rho [fm-3]      T [MeV]      kf [fm-1]      Gap(kf) [MeV]
    5.136562E-02    1.000000E-04    1.150000E+00    2.036761E+00
    5.136562E-02    1.001000E-01    1.150000E+00    2.036761E+00
    5.136562E-02    2.001000E-01    1.150000E+00    2.036700E+00
    5.136562E-02    3.001000E-01    1.150000E+00    2.034552E+00
    5.136562E-02    4.001000E-01    1.150000E+00    2.022692E+00
    5.136562E-02    5.001000E-01    1.150000E+00    1.991633E+00
    5.136562E-02    6.001000E-01    1.150000E+00    1.933547E+00
    5.136562E-02    7.001000E-01    1.150000E+00    1.841494E+00
    5.136562E-02    8.001000E-01    1.150000E+00    1.707281E+00
    5.136562E-02    9.001000E-01    1.150000E+00    1.518103E+00
    5.136562E-02    1.000100E+00    1.150000E+00    1.248243E+00
    5.136562E-02    1.100100E+00    1.150000E+00    8.212714E-01
    5.136562E-02    1.300100E+00    1.150000E+00    2.127934E-06
    5.136562E-02    1.400100E+00    1.150000E+00    1.258169E-06
    5.136562E-02    1.500100E+00    1.150000E+00    9.095035E-07
