#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.50000
    0.947423E+00    0.252906E+02    0.197702E-01   -0.131742E+02    0.224018E+02
    0.495429E+01    0.252767E+02    0.197811E-01   -0.131585E+02    0.223861E+02
    0.120109E+02    0.252088E+02    0.198344E-01   -0.130760E+02    0.223037E+02
    0.218638E+02    0.250212E+02    0.199830E-01   -0.128458E+02    0.220734E+02
    0.341570E+02    0.246369E+02    0.202947E-01   -0.123785E+02    0.216061E+02
    0.484465E+02    0.239761E+02    0.208541E-01   -0.116094E+02    0.208370E+02
    0.642156E+02    0.229730E+02    0.217647E-01   -0.105063E+02    0.197339E+02
    0.808945E+02    0.216015E+02    0.231465E-01   -0.906947E+01    0.182971E+02
    0.978803E+02    0.198761E+02    0.251559E-01   -0.734917E+01    0.165768E+02
    0.114559E+03    0.178542E+02    0.280045E-01   -0.541964E+01    0.146473E+02
    0.130328E+03    0.156409E+02    0.319675E-01   -0.339008E+01    0.126177E+02
    0.144618E+03    0.133790E+02    0.373720E-01   -0.140409E+01    0.106317E+02
    0.156911E+03    0.112356E+02    0.445014E-01    0.404479E+00    0.882314E+01
    0.166764E+03    0.938166E+01    0.532955E-01    0.192560E+01    0.730203E+01
    0.173820E+03    0.797811E+01    0.626715E-01    0.305858E+01    0.616909E+01
    0.177827E+03    0.715232E+01    0.699074E-01    0.372029E+01    0.550751E+01
    0.178847E+03    0.693904E+01    0.720560E-01    0.389088E+01    0.533699E+01
    0.179154E+03    0.687453E+01    0.727323E-01    0.394240E+01    0.528549E+01
    0.179701E+03    0.675950E+01    0.739699E-01    0.403440E+01    0.519354E+01
    0.180479E+03    0.659499E+01    0.758152E-01    0.416575E+01    0.506228E+01
    0.181475E+03    0.638343E+01    0.783279E-01    0.433476E+01    0.489341E+01
    0.182673E+03    0.612729E+01    0.816021E-01    0.453926E+01    0.468915E+01
    0.184053E+03    0.583006E+01    0.857624E-01    0.477658E+01    0.445225E+01
    0.185593E+03    0.549593E+01    0.909764E-01    0.504356E+01    0.418601E+01
    0.187268E+03    0.512974E+01    0.974707E-01    0.533655E+01    0.389432E+01
    0.189049E+03    0.473733E+01    0.105545E+00    0.565142E+01    0.358181E+01
    0.190908E+03    0.432572E+01    0.115588E+00    0.598355E+01    0.325395E+01
    0.192814E+03    0.390345E+01    0.128092E+00    0.632791E+01    0.291733E+01
    0.194736E+03    0.348051E+01    0.143657E+00    0.667906E+01    0.257991E+01
    0.196642E+03    0.306896E+01    0.162922E+00    0.703129E+01    0.225134E+01
    0.198500E+03    0.268189E+01    0.186436E+00    0.737869E+01    0.194288E+01
    0.200282E+03    0.233794E+01    0.213864E+00    0.771522E+01    0.166680E+01
    0.201956E+03    0.204894E+01    0.244029E+00    0.803489E+01    0.143457E+01
    0.203496E+03    0.181842E+01    0.274964E+00    0.833177E+01    0.125422E+01
    0.204877E+03    0.165373E+01    0.302346E+00    0.860023E+01    0.112789E+01
    0.206075E+03    0.156812E+01    0.318854E+00    0.883506E+01    0.105085E+01
    0.207071E+03    0.158091E+01    0.316274E+00    0.903159E+01    0.101278E+01
    0.207849E+03    0.125076E+01    0.399757E+00    0.918587E+01    0.100058E+01
    0.208396E+03    0.127926E+01    0.390852E+00    0.929474E+01    0.100150E+01
    0.208703E+03    0.146111E+01    0.342205E+00    0.935600E+01    0.100549E+01
    0.208847E+03    0.153587E+01    0.325549E+00    0.938486E+01    0.100823E+01
    0.209154E+03    0.155081E+01    0.322411E+00    0.944628E+01    0.101589E+01
    0.209701E+03    0.147022E+01    0.340084E+00    0.955601E+01    0.103569E+01
    0.210479E+03    0.158232E+01    0.315991E+00    0.971271E+01    0.107724E+01
    0.211475E+03    0.166422E+01    0.300441E+00    0.991445E+01    0.115251E+01
    0.212673E+03    0.179676E+01    0.278279E+00    0.101587E+02    0.127352E+01
    0.214053E+03    0.200248E+01    0.249691E+00    0.104422E+02    0.144928E+01
    0.215593E+03    0.227223E+01    0.220048E+00    0.107612E+02    0.168333E+01
    0.217268E+03    0.261143E+01    0.191466E+00    0.111113E+02    0.197283E+01
    0.219049E+03    0.301286E+01    0.165955E+00    0.114876E+02    0.230978E+01
    0.220908E+03    0.345258E+01    0.144819E+00    0.118847E+02    0.268335E+01
