#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.05000 temp=   0.30000
    0.103286E+01    0.297225E+02    0.168223E-01   -0.153845E+02    0.262651E+02
    0.540105E+01    0.297067E+02    0.168312E-01   -0.153694E+02    0.262501E+02
    0.130940E+02    0.296271E+02    0.168764E-01   -0.152833E+02    0.261640E+02
    0.238353E+02    0.294042E+02    0.170044E-01   -0.150413E+02    0.259220E+02
    0.372372E+02    0.289411E+02    0.172764E-01   -0.145306E+02    0.254113E+02
    0.528151E+02    0.281444E+02    0.177655E-01   -0.136533E+02    0.245340E+02
    0.700062E+02    0.269466E+02    0.185552E-01   -0.123608E+02    0.232415E+02
    0.881891E+02    0.253088E+02    0.197559E-01   -0.106742E+02    0.215549E+02
    0.106707E+03    0.232445E+02    0.215105E-01   -0.867440E+01    0.195551E+02
    0.124890E+03    0.208267E+02    0.240076E-01   -0.645340E+01    0.173341E+02
    0.142081E+03    0.181791E+02    0.275042E-01   -0.409441E+01    0.149751E+02
    0.157659E+03    0.154735E+02    0.323132E-01   -0.174548E+01    0.126262E+02
    0.171060E+03    0.129073E+02    0.387379E-01    0.432787E+00    0.104479E+02
    0.181802E+03    0.106884E+02    0.467797E-01    0.229187E+01    0.858880E+01
    0.189495E+03    0.900710E+01    0.555118E-01    0.369198E+01    0.718869E+01
    0.193863E+03    0.801722E+01    0.623657E-01    0.451168E+01    0.636899E+01
    0.194968E+03    0.776271E+01    0.644105E-01    0.472176E+01    0.615891E+01
    0.195275E+03    0.769179E+01    0.650043E-01    0.478029E+01    0.610038E+01
    0.195822E+03    0.756500E+01    0.660938E-01    0.488480E+01    0.599587E+01
    0.196600E+03    0.738387E+01    0.677152E-01    0.503393E+01    0.584675E+01
    0.197596E+03    0.715055E+01    0.699247E-01    0.522570E+01    0.565497E+01
    0.198794E+03    0.686812E+01    0.728002E-01    0.545755E+01    0.542312E+01
    0.200174E+03    0.654036E+01    0.764484E-01    0.572629E+01    0.515439E+01
    0.201714E+03    0.617202E+01    0.810108E-01    0.602816E+01    0.485252E+01
    0.203389E+03    0.576826E+01    0.866813E-01    0.635884E+01    0.452184E+01
    0.205170E+03    0.533424E+01    0.937341E-01    0.671347E+01    0.416721E+01
    0.207029E+03    0.487627E+01    0.102537E+00    0.708673E+01    0.379397E+01
    0.208935E+03    0.440115E+01    0.113607E+00    0.747284E+01    0.340791E+01
    0.210857E+03    0.391688E+01    0.127653E+00    0.786573E+01    0.301520E+01
    0.212763E+03    0.343178E+01    0.145697E+00    0.825905E+01    0.262246E+01
    0.214621E+03    0.295548E+01    0.169177E+00    0.864628E+01    0.223700E+01
    0.216403E+03    0.249947E+01    0.200042E+00    0.902081E+01    0.186743E+01
    0.218077E+03    0.207699E+01    0.240733E+00    0.937608E+01    0.152469E+01
    0.219617E+03    0.170624E+01    0.293041E+00    0.970564E+01    0.122276E+01
    0.220998E+03    0.140968E+01    0.354690E+00    0.100033E+02    0.976889E+00
    0.222196E+03    0.119596E+01    0.418075E+00    0.102635E+02    0.798031E+00
    0.223192E+03    0.104241E+01    0.479658E+00    0.104811E+02    0.686174E+00
    0.223970E+03    0.963427E+00    0.518981E+00    0.106518E+02    0.628814E+00
    0.224517E+03    0.990727E+00    0.504680E+00    0.107723E+02    0.606515E+00
    0.224824E+03    0.156449E+01    0.319592E+00    0.108400E+02    0.600919E+00
    0.224968E+03   -0.127769E+02   -0.391331E-01    0.108719E+02    0.600043E+00
    0.225275E+03    0.121243E+01    0.412394E+00    0.109398E+02    0.601942E+00
    0.225822E+03    0.902429E+00    0.554060E+00    0.110611E+02    0.617975E+00
    0.226600E+03    0.104845E+01    0.476896E+00    0.112342E+02    0.667886E+00
    0.227596E+03    0.115688E+01    0.432197E+00    0.114570E+02    0.774087E+00
    0.228794E+03    0.135924E+01    0.367854E+00    0.117265E+02    0.953116E+00
    0.230174E+03    0.165557E+01    0.302010E+00    0.120392E+02    0.120826E+01
    0.231714E+03    0.203878E+01    0.245245E+00    0.123907E+02    0.152982E+01
    0.233389E+03    0.248806E+01    0.200960E+00    0.127761E+02    0.190232E+01
    0.235170E+03    0.298005E+01    0.167783E+00    0.131899E+02    0.231133E+01
    0.237029E+03    0.350194E+01    0.142778E+00    0.136257E+02    0.274564E+01
    0.238935E+03    0.404187E+01    0.123705E+00    0.140768E+02    0.319631E+01
    0.240857E+03    0.458981E+01    0.108937E+00    0.145360E+02    0.365540E+01
    0.242763E+03    0.513633E+01    0.973458E-01    0.149959E+02    0.411527E+01
    0.244621E+03    0.567217E+01    0.881497E-01    0.154489E+02    0.456825E+01
    0.246403E+03    0.618861E+01    0.807935E-01    0.158873E+02    0.500658E+01
    0.248077E+03    0.667753E+01    0.748780E-01    0.163032E+02    0.542251E+01
    0.249617E+03    0.712987E+01    0.701275E-01    0.166891E+02    0.580844E+01
    0.250998E+03    0.753678E+01    0.663413E-01    0.170378E+02    0.615714E+01
    0.252196E+03    0.789141E+01    0.633601E-01    0.173426E+02    0.646194E+01
    0.253192E+03    0.818737E+01    0.610697E-01    0.175976E+02    0.671691E+01
    0.253970E+03    0.841914E+01    0.593885E-01    0.177977E+02    0.691699E+01
    0.254517E+03    0.858242E+01    0.582587E-01    0.179388E+02    0.705816E+01
    0.254824E+03    0.867414E+01    0.576426E-01    0.180183E+02    0.713758E+01
    0.255341E+03    0.882906E+01    0.566312E-01    0.181526E+02    0.727190E+01
    0.257240E+03    0.939949E+01    0.531943E-01    0.186486E+02    0.776791E+01
    0.260641E+03    0.104308E+02    0.479348E-01    0.195514E+02    0.867069E+01
    0.265522E+03    0.119316E+02    0.419055E-01    0.208808E+02    0.100001E+02
    0.271850E+03    0.139158E+02    0.359303E-01    0.226669E+02    0.117862E+02
    0.279586E+03    0.164012E+02    0.304856E-01    0.249466E+02    0.140659E+02
    0.288686E+03    0.194101E+02    0.257598E-01    0.277489E+02    0.168682E+02
    0.299105E+03    0.229696E+02    0.217679E-01    0.310923E+02    0.202116E+02
    0.310797E+03    0.271119E+02    0.184421E-01    0.350285E+02    0.241478E+02
    0.323719E+03    0.318720E+02    0.156877E-01    0.396244E+02    0.287437E+02
    0.337836E+03    0.372886E+02    0.134089E-01    0.449262E+02    0.340455E+02
    0.353116E+03    0.434051E+02    0.115194E-01    0.510103E+02    0.401296E+02
    0.369539E+03    0.502710E+02    0.994610E-02    0.578335E+02    0.469529E+02
    0.387094E+03    0.579421E+02    0.862930E-02    0.654552E+02    0.545745E+02
    0.405784E+03    0.664815E+02    0.752089E-02    0.739070E+02    0.630263E+02
    0.425626E+03    0.759628E+02    0.658217E-02    0.832572E+02    0.723765E+02
    0.446652E+03    0.864726E+02    0.578218E-02    0.935836E+02    0.827030E+02
    0.468915E+03    0.981129E+02    0.509617E-02    0.104992E+03    0.941111E+02
    0.492487E+03    0.111006E+03    0.450426E-02    0.117610E+03    0.106729E+03
    0.517465E+03    0.125302E+03    0.399036E-02    0.131586E+03    0.120705E+03
    0.543977E+03    0.141185E+03    0.354146E-02    0.147120E+03    0.136240E+03
    0.572185E+03    0.158882E+03    0.314698E-02    0.164462E+03    0.153581E+03
    0.602296E+03    0.178677E+03    0.279835E-02    0.183907E+03    0.173026E+03
    0.634572E+03    0.200913E+03    0.248864E-02    0.205824E+03    0.194943E+03
    0.669350E+03    0.226018E+03    0.221222E-02    0.230475E+03    0.219594E+03
    0.707063E+03    0.254529E+03    0.196442E-02    0.258530E+03    0.247650E+03
    0.748280E+03    0.287134E+03    0.174135E-02    0.290521E+03    0.279641E+03
    0.793761E+03    0.324768E+03    0.153956E-02    0.327844E+03    0.316963E+03
    0.844549E+03    0.368835E+03    0.135562E-02    0.371623E+03    0.360742E+03
    0.902128E+03    0.421541E+03    0.118612E-02    0.425238E+03    0.414357E+03
    0.968702E+03    0.486553E+03    0.102764E-02    0.491445E+03    0.480564E+03
    0.104775E+04    0.570206E+03    0.876876E-03    0.577720E+03    0.566839E+03
    0.114524E+04    0.683819E+03    0.731188E-03    0.695168E+03    0.684287E+03
    0.127273E+04    0.849314E+03    0.588711E-03    0.862663E+03    0.851782E+03
    0.145770E+04    0.111957E+04    0.446598E-03    0.113173E+04    0.112085E+04
    0.179917E+04    0.171173E+04    0.292103E-03    0.172261E+04    0.171173E+04
