#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   0.40000
    0.123500E+01    0.417017E+02    0.119899E-01   -0.238952E+02    0.367557E+02
    0.645811E+01    0.416778E+02    0.119968E-01   -0.238755E+02    0.367361E+02
    0.156566E+02    0.415598E+02    0.120309E-01   -0.237637E+02    0.366243E+02
    0.285002E+02    0.412301E+02    0.121271E-01   -0.234582E+02    0.363188E+02
    0.445250E+02    0.405517E+02    0.123299E-01   -0.227914E+02    0.356520E+02
    0.631518E+02    0.393917E+02    0.126930E-01   -0.216192E+02    0.344798E+02
    0.837074E+02    0.376416E+02    0.132832E-01   -0.198618E+02    0.327224E+02
    0.105449E+03    0.352484E+02    0.141850E-01   -0.174737E+02    0.303343E+02
    0.127591E+03    0.322348E+02    0.155112E-01   -0.145355E+02    0.273961E+02
    0.149332E+03    0.286983E+02    0.174226E-01   -0.112120E+02    0.240726E+02
    0.169888E+03    0.248218E+02    0.201436E-01   -0.773399E+01    0.205946E+02
    0.188515E+03    0.208522E+02    0.239783E-01   -0.427470E+01    0.171353E+02
    0.204539E+03    0.170803E+02    0.292734E-01   -0.104597E+01    0.139065E+02
    0.217383E+03    0.138135E+02    0.361965E-01    0.171390E+01    0.111467E+02
    0.226582E+03    0.113350E+02    0.441110E-01    0.378911E+01    0.907146E+01
    0.231805E+03    0.987363E+01    0.506399E-01    0.500588E+01    0.785469E+01
    0.233112E+03    0.950176E+01    0.526218E-01    0.531465E+01    0.754592E+01
    0.233419E+03    0.941409E+01    0.531119E-01    0.538737E+01    0.747320E+01
    0.233966E+03    0.925749E+01    0.540103E-01    0.551719E+01    0.734338E+01
    0.234743E+03    0.903399E+01    0.553465E-01    0.570236E+01    0.715821E+01
    0.235740E+03    0.874642E+01    0.571663E-01    0.594036E+01    0.692021E+01
    0.236938E+03    0.839849E+01    0.595345E-01    0.622789E+01    0.663268E+01
    0.238318E+03    0.799490E+01    0.625399E-01    0.656093E+01    0.629964E+01
    0.239858E+03    0.754100E+01    0.663042E-01    0.693472E+01    0.592585E+01
    0.241533E+03    0.704302E+01    0.709923E-01    0.734386E+01    0.551672E+01
    0.243314E+03    0.650842E+01    0.768235E-01    0.778224E+01    0.507836E+01
    0.245173E+03    0.594599E+01    0.840903E-01    0.824313E+01    0.461753E+01
    0.247079E+03    0.536436E+01    0.932077E-01    0.871926E+01    0.414157E+01
