
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    1.211130E+00    0.000000E+00    4.411055E-01
    1.211130E+00    1.000000E-01    1.244422E-01
    1.211130E+00    2.000000E-01    3.482634E-02
    1.211130E+00    3.000000E-01    6.235564E-07
    1.211130E+00    4.000000E-01    4.338089E-07
    1.211130E+00    5.000000E-01    4.168139E-07
    1.211130E+00    6.000000E-01    3.570926E-07
    1.211130E+00    7.000000E-01    2.731831E-07
