#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.70000
    0.947423E+00    0.252833E+02    0.197759E-01   -0.131932E+02    0.224081E+02
    0.495429E+01    0.252693E+02    0.197868E-01   -0.131775E+02    0.223924E+02
    0.120109E+02    0.252015E+02    0.198401E-01   -0.130951E+02    0.223099E+02
    0.218638E+02    0.250140E+02    0.199888E-01   -0.128650E+02    0.220799E+02
    0.341570E+02    0.246298E+02    0.203006E-01   -0.123978E+02    0.216127E+02
    0.484465E+02    0.239690E+02    0.208602E-01   -0.116288E+02    0.208436E+02
    0.642156E+02    0.229662E+02    0.217712E-01   -0.105254E+02    0.197403E+02
    0.808945E+02    0.215950E+02    0.231535E-01   -0.908819E+01    0.183030E+02
    0.978803E+02    0.198701E+02    0.251634E-01   -0.736729E+01    0.165821E+02
    0.114559E+03    0.178491E+02    0.280126E-01   -0.543690E+01    0.146518E+02
    0.130328E+03    0.156368E+02    0.319758E-01   -0.340605E+01    0.126209E+02
    0.144618E+03    0.133764E+02    0.373792E-01   -0.141842E+01    0.106333E+02
    0.156911E+03    0.112350E+02    0.445038E-01    0.391864E+00    0.882305E+01
    0.166764E+03    0.938406E+01    0.532818E-01    0.191447E+01    0.730081E+01
    0.173820E+03    0.798518E+01    0.626160E-01    0.304856E+01    0.616814E+01
    0.177827E+03    0.716462E+01    0.697874E-01    0.371089E+01    0.550820E+01
    0.178847E+03    0.695321E+01    0.719092E-01    0.388163E+01    0.533846E+01
    0.179154E+03    0.688931E+01    0.725762E-01    0.393320E+01    0.528724E+01
    0.179701E+03    0.677542E+01    0.737961E-01    0.402529E+01    0.519583E+01
    0.180479E+03    0.661274E+01    0.756117E-01    0.415676E+01    0.506546E+01
    0.181475E+03    0.640381E+01    0.780785E-01    0.432593E+01    0.489800E+01
    0.182673E+03    0.615141E+01    0.812821E-01    0.453061E+01    0.469588E+01
    0.184053E+03    0.585945E+01    0.853323E-01    0.476814E+01    0.446224E+01
    0.185593E+03    0.553279E+01    0.903703E-01    0.503535E+01    0.420089E+01
    0.187268E+03    0.517721E+01    0.965771E-01    0.532859E+01    0.391654E+01
    0.189049E+03    0.479976E+01    0.104172E+00    0.564373E+01    0.361487E+01
    0.190908E+03    0.440901E+01    0.113404E+00    0.597614E+01    0.330274E+01
    0.192814E+03    0.401501E+01    0.124533E+00    0.632078E+01    0.298827E+01
    0.194736E+03    0.362956E+01    0.137758E+00    0.667221E+01    0.268083E+01
    0.196642E+03    0.326520E+01    0.153130E+00    0.702471E+01    0.239065E+01
    0.198500E+03    0.293252E+01    0.170502E+00    0.737236E+01    0.212807E+01
    0.200282E+03    0.264934E+01    0.188726E+00    0.770915E+01    0.190228E+01
    0.201956E+03    0.242092E+01    0.206533E+00    0.802904E+01    0.171981E+01
    0.203496E+03    0.224234E+01    0.222982E+00    0.832614E+01    0.158319E+01
    0.204877E+03    0.211796E+01    0.236076E+00    0.859479E+01    0.149037E+01
    0.206075E+03    0.206093E+01    0.242609E+00    0.882977E+01    0.143513E+01
    0.207071E+03    0.208353E+01    0.239977E+00    0.902643E+01    0.140844E+01
    0.207849E+03    0.168700E+01    0.296384E+00    0.918081E+01    0.140028E+01
    0.208396E+03    0.179238E+01    0.278958E+00    0.928976E+01    0.140134E+01
    0.208703E+03    0.195094E+01    0.256287E+00    0.935106E+01    0.140441E+01
    0.208847E+03    0.202446E+01    0.246979E+00    0.937994E+01    0.140648E+01
