
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    1.211130E+00    0.000000E+00    9.692896E-01
    1.211130E+00    2.000000E-01    8.119812E-01
    1.211130E+00    3.000000E-01    5.988872E-01
    1.211130E+00    4.000000E-01    1.259566E-05
    1.211130E+00    5.000000E-01    1.380348E-06
    1.211130E+00    6.000000E-01    7.983566E-07
