
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    1.058019E+00    0.000000E+00    1.324366E+00
    1.058019E+00    1.000000E-01    1.241359E+00
    1.058019E+00    2.000000E-01    1.150843E+00
    1.058019E+00    3.000000E-01    9.867267E-01
    1.058019E+00    4.000000E-01    7.007997E-01
    1.058019E+00    6.000000E-01    1.717547E-06
    1.058019E+00    7.000000E-01    9.798882E-07
    1.058019E+00    8.000000E-01    7.543462E-07
    1.058019E+00    9.000000E-01    5.751477E-07
