#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   0.70000
    0.123500E+01    0.416949E+02    0.119919E-01   -0.239049E+02    0.367583E+02
    0.645811E+01    0.416710E+02    0.119987E-01   -0.238853E+02    0.367387E+02
    0.156566E+02    0.415531E+02    0.120328E-01   -0.237734E+02    0.366268E+02
    0.285002E+02    0.412235E+02    0.121290E-01   -0.234677E+02    0.363211E+02
    0.445250E+02    0.405453E+02    0.123319E-01   -0.228009E+02    0.356543E+02
    0.631518E+02    0.393852E+02    0.126951E-01   -0.216288E+02    0.344822E+02
    0.837074E+02    0.376355E+02    0.132853E-01   -0.198715E+02    0.327249E+02
    0.105449E+03    0.352424E+02    0.141875E-01   -0.174832E+02    0.303366E+02
    0.127591E+03    0.322292E+02    0.155139E-01   -0.145445E+02    0.273979E+02
    0.149332E+03    0.286933E+02    0.174257E-01   -0.112201E+02    0.240735E+02
    0.169888E+03    0.248176E+02    0.201470E-01   -0.774089E+01    0.205943E+02
    0.188515E+03    0.208490E+02    0.239820E-01   -0.428036E+01    0.171338E+02
    0.204539E+03    0.170787E+02    0.292763E-01   -0.105052E+01    0.139039E+02
    0.217383E+03    0.138137E+02    0.361960E-01    0.171026E+01    0.111431E+02
    0.226582E+03    0.113374E+02    0.441017E-01    0.378613E+01    0.906731E+01
    0.231805E+03    0.987830E+01    0.506160E-01    0.500328E+01    0.785034E+01
    0.233112E+03    0.950719E+01    0.525918E-01    0.531214E+01    0.754158E+01
    0.233419E+03    0.941972E+01    0.530801E-01    0.538489E+01    0.746886E+01
    0.233966E+03    0.926348E+01    0.539754E-01    0.551474E+01    0.733907E+01
    0.234743E+03    0.904059E+01    0.553061E-01    0.569997E+01    0.715396E+01
    0.235740E+03    0.875391E+01    0.571174E-01    0.593804E+01    0.691607E+01
    0.236938E+03    0.840729E+01    0.594722E-01    0.622567E+01    0.662876E+01
    0.238318E+03    0.800558E+01    0.624564E-01    0.655880E+01    0.629617E+01
    0.239858E+03    0.755454E+01    0.661853E-01    0.693271E+01    0.592321E+01
    0.241533E+03    0.706103E+01    0.708112E-01    0.734198E+01    0.551563E+01
    0.243314E+03    0.653313E+01    0.765330E-01    0.778049E+01    0.508015E+01
    0.245173E+03    0.598049E+01    0.836052E-01    0.824151E+01    0.462460E+01
    0.247079E+03    0.541420E+01    0.923497E-01    0.871779E+01    0.415815E+01
    0.249001E+03    0.484731E+01    0.103150E+00    0.920163E+01    0.369161E+01
    0.250906E+03    0.429512E+01    0.116411E+00    0.968511E+01    0.323762E+01
    0.252765E+03    0.377509E+01    0.132447E+00    0.101601E+02    0.281068E+01
