#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   0.50000
    0.719171E+00    0.160716E+02    0.311107E-01   -0.860159E+01    0.148990E+02
    0.376071E+01    0.160642E+02    0.311251E-01   -0.858896E+01    0.148863E+02
    0.911723E+01    0.160253E+02    0.312006E-01   -0.853159E+01    0.148290E+02
    0.165964E+02    0.159157E+02    0.314155E-01   -0.837814E+01    0.146755E+02
    0.259280E+02    0.156910E+02    0.318654E-01   -0.807003E+01    0.143674E+02
    0.367748E+02    0.153051E+02    0.326688E-01   -0.755090E+01    0.138483E+02
    0.487449E+02    0.147213E+02    0.339645E-01   -0.677351E+01    0.130709E+02
    0.614055E+02    0.139246E+02    0.359077E-01   -0.573818E+01    0.120356E+02
    0.742991E+02    0.129256E+02    0.386828E-01   -0.450817E+01    0.108055E+02
    0.869598E+02    0.117617E+02    0.425110E-01   -0.319608E+01    0.949346E+01
    0.989298E+02    0.104941E+02    0.476457E-01   -0.190900E+01    0.820639E+01
    0.109777E+03    0.920396E+01    0.543244E-01   -0.714903E+00    0.701230E+01
    0.119108E+03    0.798145E+01    0.626453E-01    0.342972E+00    0.595449E+01
    0.126587E+03    0.692633E+01    0.721883E-01    0.121605E+01    0.508172E+01
    0.131944E+03    0.612942E+01    0.815738E-01    0.185890E+01    0.443972E+01
    0.134985E+03    0.566211E+01    0.883062E-01    0.223113E+01    0.406864E+01
    0.135777E+03    0.553885E+01    0.902715E-01    0.232887E+01    0.397135E+01
    0.136084E+03    0.549078E+01    0.910617E-01    0.236687E+01    0.393355E+01
    0.136631E+03    0.540493E+01    0.925082E-01    0.243472E+01    0.386608E+01
    0.137408E+03    0.528270E+01    0.946485E-01    0.253155E+01    0.376987E+01
    0.138405E+03    0.512475E+01    0.975658E-01    0.265611E+01    0.364628E+01
    0.139603E+03    0.493407E+01    0.101336E+00    0.280676E+01    0.349711E+01
    0.140983E+03    0.471261E+01    0.106098E+00    0.298148E+01    0.332465E+01
    0.142523E+03    0.446413E+01    0.112004E+00    0.317791E+01    0.313168E+01
    0.144198E+03    0.419307E+01    0.119244E+00    0.339334E+01    0.292154E+01
    0.145979E+03    0.390433E+01    0.128063E+00    0.362477E+01    0.269823E+01
    0.147838E+03    0.360411E+01    0.138731E+00    0.386889E+01    0.246655E+01
    0.149744E+03    0.329973E+01    0.151528E+00    0.412207E+01    0.223216E+01
    0.151665E+03    0.299970E+01    0.166683E+00    0.438047E+01    0.200165E+01
    0.153571E+03    0.271347E+01    0.184266E+00    0.464007E+01    0.178234E+01
    0.155430E+03    0.245087E+01    0.204009E+00    0.489666E+01    0.158183E+01
    0.157212E+03    0.222103E+01    0.225120E+00    0.514589E+01    0.140727E+01
    0.158886E+03    0.203049E+01    0.246246E+00    0.538332E+01    0.126413E+01
    0.160426E+03    0.188158E+01    0.265733E+00    0.560448E+01    0.115514E+01
    0.161806E+03    0.177815E+01    0.281191E+00    0.580500E+01    0.107954E+01
    0.163005E+03    0.172877E+01    0.289223E+00    0.598081E+01    0.103319E+01
    0.164001E+03    0.166301E+01    0.300659E+00    0.612825E+01    0.100952E+01
    0.164779E+03    0.175995E+01    0.284099E+00    0.624417E+01    0.100094E+01
    0.165326E+03    0.173956E+01    0.287429E+00    0.632608E+01    0.100027E+01
    0.165632E+03    0.171162E+01    0.292121E+00    0.637220E+01    0.100187E+01
    0.165777E+03    0.168829E+01    0.296157E+00    0.639394E+01    0.100311E+01
    0.166084E+03    0.164938E+01    0.303144E+00    0.644023E+01    0.100679E+01
    0.166631E+03    0.165594E+01    0.301944E+00    0.652298E+01    0.101691E+01
    0.167408E+03    0.170559E+01    0.293155E+00    0.664133E+01    0.103913E+01
    0.168405E+03    0.173727E+01    0.287808E+00    0.679398E+01    0.108088E+01
    0.169603E+03    0.181715E+01    0.275156E+00    0.697924E+01    0.115038E+01
    0.170983E+03    0.194408E+01    0.257191E+00    0.719502E+01    0.125518E+01
    0.172523E+03    0.211578E+01    0.236319E+00    0.743877E+01    0.140068E+01
    0.174198E+03    0.233741E+01    0.213912E+00    0.770755E+01    0.158887E+01
    0.175979E+03    0.260744E+01    0.191759E+00    0.799791E+01    0.181783E+01
    0.177838E+03    0.291929E+01    0.171275E+00    0.830593E+01    0.208220E+01
    0.179744E+03    0.326274E+01    0.153246E+00    0.862715E+01    0.237432E+01
    0.181665E+03    0.362694E+01    0.137857E+00    0.895669E+01    0.268549E+01
    0.183571E+03    0.400128E+01    0.124960E+00    0.928925E+01    0.300698E+01
