#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.90000
    0.947423E+00    0.253785E+02    0.197017E-01   -0.133131E+02    0.227950E+02
    0.495429E+01    0.253648E+02    0.197123E-01   -0.132997E+02    0.227816E+02
    0.120109E+02    0.252974E+02    0.197649E-01   -0.132231E+02    0.227051E+02
    0.218638E+02    0.251105E+02    0.199120E-01   -0.130033E+02    0.224853E+02
    0.341570E+02    0.247263E+02    0.202214E-01   -0.125493E+02    0.220312E+02
    0.484465E+02    0.240658E+02    0.207764E-01   -0.117892E+02    0.212711E+02
    0.642156E+02    0.230652E+02    0.216777E-01   -0.106890E+02    0.201709E+02
    0.808945E+02    0.216972E+02    0.230444E-01   -0.925262E+01    0.187345E+02
    0.978803E+02    0.199757E+02    0.250304E-01   -0.752571E+01    0.170076E+02
    0.114559E+03    0.179601E+02    0.278395E-01   -0.558337E+01    0.150653E+02
    0.130328E+03    0.157554E+02    0.317352E-01   -0.353009E+01    0.130120E+02
    0.144618E+03    0.135049E+02    0.370236E-01   -0.150833E+01    0.109904E+02
    0.156911E+03    0.113762E+02    0.439513E-01    0.346861E+00    0.913577E+01
    0.166764E+03    0.954206E+01    0.523996E-01    0.191586E+01    0.756944E+01
    0.173820E+03    0.816399E+01    0.612446E-01    0.308698E+01    0.640545E+01
    0.177827E+03    0.736173E+01    0.679188E-01    0.377132E+01    0.573068E+01
    0.178847E+03    0.715593E+01    0.698721E-01    0.394772E+01    0.555788E+01
    0.179154E+03    0.709395E+01    0.704826E-01    0.400099E+01    0.550582E+01
    0.179701E+03    0.698342E+01    0.715982E-01    0.409612E+01    0.541299E+01
    0.180479E+03    0.682586E+01    0.732508E-01    0.423192E+01    0.528084E+01
    0.181475E+03    0.662406E+01    0.754825E-01    0.440663E+01    0.511151E+01
    0.182673E+03    0.638126E+01    0.783545E-01    0.461797E+01    0.490789E+01
    0.184053E+03    0.610179E+01    0.819431E-01    0.486314E+01    0.467365E+01
    0.185593E+03    0.579106E+01    0.863400E-01    0.513882E+01    0.441334E+01
    0.187268E+03    0.545559E+01    0.916491E-01    0.544118E+01    0.413248E+01
    0.189049E+03    0.510322E+01    0.979773E-01    0.576584E+01    0.383769E+01
    0.190908E+03    0.474311E+01    0.105416E+00    0.610794E+01    0.353669E+01
    0.192814E+03    0.438518E+01    0.114020E+00    0.646215E+01    0.323817E+01
    0.194736E+03    0.404054E+01    0.123746E+00    0.682279E+01    0.295144E+01
    0.196642E+03    0.372010E+01    0.134405E+00    0.718396E+01    0.268582E+01
    0.198500E+03    0.343382E+01    0.145610E+00    0.753958E+01    0.244980E+01
    0.200282E+03    0.318975E+01    0.156752E+00    0.788352E+01    0.224999E+01
    0.201956E+03    0.299301E+01    0.167056E+00    0.820969E+01    0.209020E+01
    0.203496E+03    0.284449E+01    0.175779E+00    0.851217E+01    0.197087E+01
    0.204877E+03    0.274105E+01    0.182412E+00    0.878534E+01    0.188897E+01
    0.206075E+03    0.267725E+01    0.186759E+00    0.902400E+01    0.183867E+01
    0.207071E+03    0.264308E+01    0.189173E+00    0.922355E+01    0.181234E+01
    0.207849E+03    0.264067E+01    0.189346E+00    0.938008E+01    0.180192E+01
    0.208396E+03    0.224111E+01    0.223104E+00    0.949049E+01    0.180001E+01
    0.208703E+03    0.254053E+01    0.196809E+00    0.955259E+01    0.180092E+01
    0.208847E+03    0.256268E+01    0.195108E+00    0.958184E+01    0.180185E+01
    0.209154E+03    0.259018E+01    0.193037E+00    0.964408E+01    0.180487E+01
    0.209701E+03    0.259862E+01    0.192410E+00    0.975523E+01    0.181381E+01
    0.210479E+03    0.262611E+01    0.190396E+00    0.991389E+01    0.183442E+01
    0.211475E+03    0.266513E+01    0.187608E+00    0.101180E+02    0.187431E+01
    0.212673E+03    0.273752E+01    0.182647E+00    0.103649E+02    0.194213E+01
    0.214053E+03    0.285227E+01    0.175299E+00    0.106514E+02    0.204640E+01
    0.215593E+03    0.301658E+01    0.165751E+00    0.109734E+02    0.219422E+01
    0.217268E+03    0.323450E+01    0.154583E+00    0.113265E+02    0.238995E+01
    0.219049E+03    0.351137E+01    0.142395E+00    0.117057E+02    0.263433E+01
    0.220908E+03    0.383996E+01    0.130210E+00    0.121055E+02    0.292423E+01
    0.222814E+03    0.421485E+01    0.118628E+00    0.125198E+02    0.325304E+01
    0.224736E+03    0.462383E+01    0.108136E+00    0.129422E+02    0.361158E+01
    0.226642E+03    0.505493E+01    0.989134E-01    0.133659E+02    0.398918E+01
    0.228500E+03    0.549500E+01    0.909919E-01    0.137838E+02    0.437471E+01
    0.230282E+03    0.593137E+01    0.842976E-01    0.141885E+02    0.475728E+01
    0.231956E+03    0.635219E+01    0.787130E-01    0.145729E+02    0.512670E+01
    0.233496E+03    0.674691E+01    0.741080E-01    0.149299E+02    0.547365E+01
    0.234877E+03    0.710589E+01    0.703642E-01    0.152527E+02    0.578978E+01
    0.236075E+03    0.742103E+01    0.673761E-01    0.155351E+02    0.606772E+01
    0.237071E+03    0.768531E+01    0.650592E-01    0.157714E+02    0.630113E+01
    0.237849E+03    0.789304E+01    0.633470E-01    0.159570E+02    0.648478E+01
    0.238396E+03    0.803961E+01    0.621920E-01    0.160879E+02    0.661457E+01
    0.238703E+03    0.812218E+01    0.615599E-01    0.161616E+02    0.668766E+01
    0.239188E+03    0.825292E+01    0.605846E-01    0.162783E+02    0.680357E+01
    0.240948E+03    0.873052E+01    0.572703E-01    0.167047E+02    0.722748E+01
    0.244100E+03    0.959737E+01    0.520976E-01    0.174796E+02    0.799991E+01
    0.248624E+03    0.108641E+02    0.460232E-01    0.186170E+02    0.913584E+01
    0.254490E+03    0.125436E+02    0.398610E-01    0.201374E+02    0.106556E+02
    0.261661E+03    0.146520E+02    0.341251E-01    0.220688E+02    0.125869E+02
    0.270096E+03    0.172088E+02    0.290548E-01    0.244471E+02    0.149652E+02
    0.279753E+03    0.202373E+02    0.247068E-01    0.273131E+02    0.178312E+02
    0.290591E+03    0.237646E+02    0.210397E-01    0.307050E+02    0.212231E+02
    0.302569E+03    0.278218E+02    0.179715E-01    0.346788E+02    0.251969E+02
    0.315654E+03    0.324432E+02    0.154115E-01    0.392814E+02    0.297995E+02
    0.329818E+03    0.376661E+02    0.132745E-01    0.445035E+02    0.350216E+02
    0.345040E+03    0.435335E+02    0.114854E-01    0.504066E+02    0.409247E+02
    0.361312E+03    0.500931E+02    0.998141E-02    0.569850E+02    0.475031E+02
    0.378637E+03    0.574002E+02    0.871077E-02    0.642958E+02    0.548139E+02
    0.397028E+03    0.655185E+02    0.763143E-02    0.723707E+02    0.628888E+02
    0.416518E+03    0.745230E+02    0.670934E-02    0.812835E+02    0.718016E+02
    0.437154E+03    0.845024E+02    0.591699E-02    0.911204E+02    0.816385E+02
    0.459004E+03    0.955631E+02    0.523214E-02    0.101993E+03    0.925108E+02
    0.482157E+03    0.107834E+03    0.463674E-02    0.114037E+03    0.104555E+03
    0.506731E+03    0.121475E+03    0.411607E-02    0.127413E+03    0.117932E+03
    0.532878E+03    0.136683E+03    0.365810E-02    0.142323E+03    0.132841E+03
    0.560788E+03    0.153705E+03    0.325298E-02    0.159028E+03    0.149546E+03
    0.590706E+03    0.172855E+03    0.289259E-02    0.177855E+03    0.168373E+03
    0.622943E+03    0.194525E+03    0.257037E-02    0.199232E+03    0.189750E+03
    0.657900E+03    0.219215E+03    0.228087E-02    0.223593E+03    0.214111E+03
    0.696105E+03    0.247570E+03    0.201963E-02    0.251601E+03    0.242119E+03
    0.738263E+03    0.280451E+03    0.178284E-02    0.283953E+03    0.274471E+03
    0.785339E+03    0.319040E+03    0.156720E-02    0.322086E+03    0.312604E+03
    0.838710E+03    0.365113E+03    0.136944E-02    0.367612E+03    0.358130E+03
    0.900420E+03    0.421549E+03    0.118610E-02    0.424409E+03    0.414927E+03
    0.973693E+03    0.493410E+03    0.101336E-02    0.497507E+03    0.488025E+03
    0.106406E+04    0.590310E+03    0.847012E-03    0.597415E+03    0.587933E+03
    0.118224E+04    0.731834E+03    0.683215E-03    0.742876E+03    0.733394E+03
    0.135368E+04    0.964886E+03    0.518196E-03    0.976569E+03    0.967088E+03
    0.167020E+04    0.147498E+04    0.338988E-03    0.148460E+04    0.147511E+04
