#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   0.80000
    0.719171E+00    0.161499E+02    0.309600E-01   -0.808902E+01    0.141052E+02
    0.376071E+01    0.161420E+02    0.309752E-01   -0.807988E+01    0.140960E+02
    0.911723E+01    0.161024E+02    0.310513E-01   -0.803792E+01    0.140541E+02
    0.165964E+02    0.159917E+02    0.312663E-01   -0.792455E+01    0.139407E+02
    0.259280E+02    0.157651E+02    0.317156E-01   -0.768944E+01    0.137056E+02
    0.367748E+02    0.153771E+02    0.325159E-01   -0.728377E+01    0.132999E+02
    0.487449E+02    0.147908E+02    0.338048E-01   -0.666843E+01    0.126846E+02
    0.614055E+02    0.139913E+02    0.357366E-01   -0.583416E+01    0.118503E+02
    0.742991E+02    0.129869E+02    0.385004E-01   -0.480718E+01    0.108234E+02
    0.869598E+02    0.118133E+02    0.423251E-01   -0.364981E+01    0.966607E+01
    0.989298E+02    0.105331E+02    0.474693E-01   -0.244377E+01    0.846035E+01
    0.109777E+03    0.922903E+01    0.541769E-01   -0.126790E+01    0.728566E+01
    0.119108E+03    0.799861E+01    0.625108E-01   -0.195592E+00    0.621701E+01
    0.126587E+03    0.694421E+01    0.720024E-01    0.705420E+00    0.532465E+01
    0.131944E+03    0.615720E+01    0.812057E-01    0.137446E+01    0.466982E+01
    0.134985E+03    0.570197E+01    0.876891E-01    0.176359E+01    0.429455E+01
    0.135777E+03    0.558272E+01    0.895621E-01    0.186597E+01    0.419679E+01
    0.136084E+03    0.553642E+01    0.903111E-01    0.190580E+01    0.415888E+01
    0.136631E+03    0.545409E+01    0.916744E-01    0.197695E+01    0.409136E+01
    0.137408E+03    0.533672E+01    0.936905E-01    0.207856E+01    0.399538E+01
    0.138405E+03    0.518632E+01    0.964075E-01    0.220937E+01    0.387266E+01
    0.139603E+03    0.500571E+01    0.998860E-01    0.236773E+01    0.372552E+01
    0.140983E+03    0.479829E+01    0.104204E+00    0.255161E+01    0.355693E+01
    0.142523E+03    0.456822E+01    0.109452E+00    0.275858E+01    0.337053E+01
    0.144198E+03    0.432079E+01    0.115720E+00    0.298585E+01    0.317071E+01
    0.145979E+03    0.406230E+01    0.123083E+00    0.323021E+01    0.296261E+01
    0.147838E+03    0.379992E+01    0.131582E+00    0.348812E+01    0.275203E+01
    0.149744E+03    0.354143E+01    0.141186E+00    0.375568E+01    0.254532E+01
    0.151665E+03    0.329488E+01    0.151751E+00    0.402873E+01    0.234902E+01
    0.153571E+03    0.306816E+01    0.162964E+00    0.430288E+01    0.216935E+01
    0.155430E+03    0.286824E+01    0.174323E+00    0.457361E+01    0.201171E+01
    0.157212E+03    0.270025E+01    0.185168E+00    0.483630E+01    0.188001E+01
    0.158886E+03    0.256650E+01    0.194818E+00    0.508625E+01    0.177622E+01
    0.160426E+03    0.246754E+01    0.202631E+00    0.531881E+01    0.170005E+01
    0.161806E+03    0.240735E+01    0.207697E+00    0.552948E+01    0.164904E+01
    0.163005E+03    0.238441E+01    0.209696E+00    0.571406E+01    0.161897E+01
    0.164001E+03    0.232730E+01    0.214841E+00    0.586876E+01    0.160452E+01
    0.164779E+03    0.262451E+01    0.190512E+00    0.599036E+01    0.160014E+01
    0.165326E+03    0.235341E+01    0.212457E+00    0.607626E+01    0.160075E+01
    0.165632E+03    0.235678E+01    0.212153E+00    0.612462E+01    0.160245E+01
    0.165777E+03    0.234207E+01    0.213486E+00    0.614741E+01    0.160359E+01
    0.166084E+03    0.231521E+01    0.215963E+00    0.619593E+01    0.160673E+01
    0.166631E+03    0.233293E+01    0.214322E+00    0.628267E+01    0.161477E+01
    0.167408E+03    0.236787E+01    0.211160E+00    0.640668E+01    0.163165E+01
    0.168405E+03    0.239976E+01    0.208355E+00    0.656658E+01    0.166263E+01
    0.169603E+03    0.245414E+01    0.203737E+00    0.676052E+01    0.171380E+01
    0.170983E+03    0.254759E+01    0.196264E+00    0.698623E+01    0.179141E+01
    0.172523E+03    0.267746E+01    0.186744E+00    0.724094E+01    0.190096E+01
    0.174198E+03    0.284847E+01    0.175533E+00    0.752144E+01    0.204637E+01
    0.175979E+03    0.306299E+01    0.163239E+00    0.782398E+01    0.222919E+01
    0.177838E+03    0.331843E+01    0.150674E+00    0.814431E+01    0.244821E+01
    0.179744E+03    0.360917E+01    0.138536E+00    0.847771E+01    0.269949E+01
    0.181665E+03    0.392821E+01    0.127285E+00    0.881898E+01    0.297674E+01
    0.183571E+03    0.426640E+01    0.117195E+00    0.916259E+01    0.327215E+01
    0.185430E+03    0.461357E+01    0.108376E+00    0.950273E+01    0.357700E+01
    0.187212E+03    0.495951E+01    0.100816E+00    0.983337E+01    0.388242E+01
    0.188886E+03    0.529450E+01    0.944377E-01    0.101484E+02    0.417976E+01
    0.190426E+03    0.560988E+01    0.891285E-01    0.104419E+02    0.446091E+01
    0.191806E+03    0.589764E+01    0.847797E-01    0.107079E+02    0.471848E+01
    0.193005E+03    0.615083E+01    0.812898E-01    0.109411E+02    0.494592E+01
    0.194001E+03    0.636359E+01    0.785720E-01    0.111367E+02    0.513756E+01
    0.194779E+03    0.653095E+01    0.765585E-01    0.112904E+02    0.528872E+01
    0.195326E+03    0.664920E+01    0.751970E-01    0.113990E+02    0.539574E+01
    0.195632E+03    0.671576E+01    0.744518E-01    0.114601E+02    0.545607E+01
    0.196031E+03    0.680248E+01    0.735027E-01    0.115397E+02    0.553464E+01
    0.197420E+03    0.710672E+01    0.703559E-01    0.118191E+02    0.581115E+01
    0.199909E+03    0.765870E+01    0.652853E-01    0.123268E+02    0.631542E+01
    0.203480E+03    0.846475E+01    0.590685E-01    0.130716E+02    0.705750E+01
    0.208110E+03    0.953179E+01    0.524561E-01    0.140649E+02    0.804942E+01
    0.213770E+03    0.108677E+02    0.460079E-01    0.153209E+02    0.930493E+01
    0.220429E+03    0.124824E+02    0.400565E-01    0.168572E+02    0.108411E+02
    0.228052E+03    0.143886E+02    0.347498E-01    0.186961E+02    0.126800E+02
    0.236607E+03    0.166017E+02    0.301173E-01    0.208673E+02    0.148512E+02
    0.246062E+03    0.191396E+02    0.261238E-01    0.234082E+02    0.173920E+02
    0.256391E+03    0.220239E+02    0.227026E-01    0.263538E+02    0.203376E+02
    0.267572E+03    0.252770E+02    0.197808E-01    0.297051E+02    0.236890E+02
    0.279588E+03    0.289269E+02    0.172849E-01    0.334653E+02    0.274491E+02
    0.292433E+03    0.330047E+02    0.151493E-01    0.376761E+02    0.316600E+02
    0.306108E+03    0.375465E+02    0.133168E-01    0.423439E+02    0.363278E+02
    0.320626E+03    0.425941E+02    0.117387E-01    0.474764E+02    0.414602E+02
    0.336011E+03    0.481967E+02    0.103742E-01    0.531424E+02    0.471262E+02
    0.352301E+03    0.544124E+02    0.918909E-02    0.593786E+02    0.533625E+02
    0.369548E+03    0.613102E+02    0.815525E-02    0.662625E+02    0.602464E+02
    0.387825E+03    0.689735E+02    0.724916E-02    0.738637E+02    0.678476E+02
    0.407223E+03    0.775036E+02    0.645131E-02    0.822856E+02    0.762694E+02
    0.427863E+03    0.870257E+02    0.574543E-02    0.916570E+02    0.856408E+02
    0.449895E+03    0.976955E+02    0.511794E-02    0.102144E+03    0.961283E+02
    0.473511E+03    0.109710E+03    0.455747E-02    0.113954E+03    0.107938E+03
    0.498958E+03    0.123322E+03    0.405443E-02    0.127341E+03    0.121324E+03
    0.526553E+03    0.138861E+03    0.360072E-02    0.142636E+03    0.136620E+03
    0.556711E+03    0.156767E+03    0.318944E-02    0.160283E+03    0.154267E+03
    0.589989E+03    0.177642E+03    0.281466E-02    0.180875E+03    0.174859E+03
    0.627150E+03    0.202333E+03    0.247117E-02    0.205248E+03    0.199232E+03
    0.669280E+03    0.232090E+03    0.215434E-02    0.234640E+03    0.228624E+03
    0.717992E+03    0.268830E+03    0.185991E-02    0.270991E+03    0.264975E+03
    0.775832E+03    0.315703E+03    0.158377E-02    0.317443E+03    0.311426E+03
    0.847164E+03    0.378375E+03    0.132144E-02    0.379624E+03    0.373608E+03
    0.940450E+03    0.468472E+03    0.106730E-02    0.469017E+03    0.463001E+03
    0.107579E+04    0.615706E+03    0.812076E-03    0.615079E+03    0.609063E+03
    0.132564E+04    0.939509E+03    0.532193E-03    0.936892E+03    0.930876E+03
