#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.10000
    0.947423E+00    0.254044E+02    0.196817E-01   -0.132770E+02    0.227926E+02
    0.495429E+01    0.253906E+02    0.196923E-01   -0.132637E+02    0.227793E+02
    0.120109E+02    0.253231E+02    0.197448E-01   -0.131872E+02    0.227028E+02
    0.218638E+02    0.251361E+02    0.198917E-01   -0.129674E+02    0.224830E+02
    0.341570E+02    0.247518E+02    0.202005E-01   -0.125133E+02    0.220289E+02
    0.484465E+02    0.240912E+02    0.207544E-01   -0.117533E+02    0.212689E+02
    0.642156E+02    0.230904E+02    0.216540E-01   -0.106536E+02    0.201692E+02
    0.808945E+02    0.217216E+02    0.230186E-01   -0.921819E+01    0.187338E+02
    0.978803E+02    0.199985E+02    0.250019E-01   -0.749246E+01    0.170080E+02
    0.114559E+03    0.179800E+02    0.278086E-01   -0.555193E+01    0.150675E+02
    0.130328E+03    0.157713E+02    0.317032E-01   -0.350136E+01    0.130169E+02
    0.144618E+03    0.135152E+02    0.369955E-01   -0.148308E+01    0.109987E+02
    0.156911E+03    0.113782E+02    0.439437E-01    0.368541E+00    0.914704E+01
    0.166764E+03    0.953041E+01    0.524637E-01    0.193446E+01    0.758112E+01
    0.173820E+03    0.813220E+01    0.614839E-01    0.310327E+01    0.641231E+01
    0.177827E+03    0.730953E+01    0.684039E-01    0.378629E+01    0.572928E+01
    0.178847E+03    0.709614E+01    0.704608E-01    0.396236E+01    0.555322E+01
    0.179154E+03    0.703169E+01    0.711067E-01    0.401553E+01    0.550005E+01
    0.179701E+03    0.691642E+01    0.722917E-01    0.411047E+01    0.540510E+01
    0.180479E+03    0.675173E+01    0.740551E-01    0.424601E+01    0.526957E+01
    0.181475E+03    0.654001E+01    0.764525E-01    0.442038E+01    0.509520E+01
    0.182673E+03    0.628433E+01    0.795630E-01    0.463132E+01    0.488426E+01
    0.184053E+03    0.598810E+01    0.834989E-01    0.487603E+01    0.463955E+01
    0.185593E+03    0.565473E+01    0.884216E-01    0.515119E+01    0.436439E+01
    0.187268E+03    0.528811E+01    0.945518E-01    0.545298E+01    0.406260E+01
    0.189049E+03    0.489325E+01    0.102182E+00    0.577704E+01    0.373854E+01
    0.190908E+03    0.447617E+01    0.111703E+00    0.611851E+01    0.339707E+01
    0.192814E+03    0.404341E+01    0.123658E+00    0.647207E+01    0.304351E+01
    0.194736E+03    0.360217E+01    0.138805E+00    0.683205E+01    0.268353E+01
    0.196642E+03    0.315957E+01    0.158249E+00    0.719256E+01    0.232302E+01
    0.198500E+03    0.272333E+01    0.183599E+00    0.754753E+01    0.196805E+01
    0.200282E+03    0.230160E+01    0.217240E+00    0.789084E+01    0.162474E+01
    0.201956E+03    0.190277E+01    0.262775E+00    0.821643E+01    0.129916E+01
    0.203496E+03    0.153696E+01    0.325317E+00    0.851837E+01    0.997307E+00
    0.204877E+03    0.121776E+01    0.410591E+00    0.879104E+01    0.725572E+00
    0.206075E+03    0.963797E+00    0.518781E+00    0.902928E+01    0.493873E+00
    0.207071E+03    0.795162E+00    0.628803E+00    0.922848E+01    0.321577E+00
    0.207849E+03    0.702254E+00    0.711993E+00    0.938473E+01    0.227752E+00
    0.208396E+03    0.839173E+00    0.595825E+00    0.949495E+01    0.200709E+00
    0.208703E+03    0.585401E+00    0.854115E+00    0.955693E+01    0.202842E+00
    0.208847E+03    0.627165E+00    0.797238E+00    0.958613E+01    0.208229E+00
    0.209154E+03    0.679966E+00    0.735331E+00    0.964827E+01    0.228517E+00
    0.209701E+03    0.740275E+00    0.675425E+00    0.975922E+01    0.290353E+00
    0.210479E+03    0.854832E+00    0.584911E+00    0.991761E+01    0.416723E+00
    0.211475E+03    0.104954E+01    0.476397E+00    0.101214E+02    0.608641E+00
    0.212673E+03    0.131920E+01    0.379019E+00    0.103679E+02    0.852627E+00
    0.214053E+03    0.164960E+01    0.303104E+00    0.106538E+02    0.113823E+01
    0.215593E+03    0.202794E+01    0.246555E+00    0.109752E+02    0.145965E+01
    0.217268E+03    0.244466E+01    0.204527E+00    0.113277E+02    0.181217E+01
    0.219049E+03    0.289196E+01    0.172893E+00    0.117063E+02    0.219074E+01
    0.220908E+03    0.336265E+01    0.148692E+00    0.121054E+02    0.258987E+01
    0.222814E+03    0.384899E+01    0.129904E+00    0.125191E+02    0.300353E+01
    0.224736E+03    0.434332E+01    0.115119E+00    0.129409E+02    0.342531E+01
    0.226642E+03    0.483730E+01    0.103363E+00    0.133639E+02    0.384837E+01
    0.228500E+03    0.532209E+01    0.939481E-01    0.137812E+02    0.426560E+01
    0.230282E+03    0.578893E+01    0.863718E-01    0.141853E+02    0.466976E+01
    0.231956E+03    0.623018E+01    0.802545E-01    0.145692E+02    0.505362E+01
    0.233496E+03    0.664218E+01    0.752764E-01    0.149257E+02    0.541012E+01
    0.234877E+03    0.701453E+01    0.712806E-01    0.152481E+02    0.573252E+01
    0.236075E+03    0.733740E+01    0.681440E-01    0.155301E+02    0.601453E+01
    0.237071E+03    0.760583E+01    0.657390E-01    0.157662E+02    0.625057E+01
    0.237849E+03    0.781665E+01    0.639660E-01    0.159515E+02    0.643588E+01
    0.238396E+03    0.796558E+01    0.627700E-01    0.160822E+02    0.656666E+01
    0.238703E+03    0.804952E+01    0.621155E-01    0.161558E+02    0.664025E+01
