
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    7.629641E-01    0.000000E+00    2.124653E+00
    7.629641E-01    1.000000E-01    2.136678E+00
    7.629641E-01    2.000000E-01    2.984280E+00
    7.629641E-01    3.000000E-01    2.059671E+00
    7.629641E-01    4.000000E-01    1.963808E+00
    7.629641E-01    6.000000E-01    1.629587E+00
    7.629641E-01    8.000000E-01    9.619821E-01
    7.629641E-01    9.000000E-01    2.284623E-05
    7.629641E-01    1.000000E+00    2.446592E-06
