#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.80000
    0.947423E+00    0.252788E+02    0.197794E-01   -0.132050E+02    0.224119E+02
    0.495429E+01    0.252649E+02    0.197903E-01   -0.131893E+02    0.223962E+02
    0.120109E+02    0.251971E+02    0.198436E-01   -0.131069E+02    0.223138E+02
    0.218638E+02    0.250097E+02    0.199923E-01   -0.128769E+02    0.220838E+02
    0.341570E+02    0.246255E+02    0.203042E-01   -0.124098E+02    0.216167E+02
    0.484465E+02    0.239648E+02    0.208640E-01   -0.116408E+02    0.208477E+02
    0.642156E+02    0.229620E+02    0.217751E-01   -0.105373E+02    0.197442E+02
    0.808945E+02    0.215911E+02    0.231577E-01   -0.909983E+01    0.183067E+02
    0.978803E+02    0.198665E+02    0.251679E-01   -0.737856E+01    0.165854E+02
    0.114559E+03    0.178461E+02    0.280173E-01   -0.544764E+01    0.146545E+02
    0.130328E+03    0.156346E+02    0.319804E-01   -0.341599E+01    0.126229E+02
    0.144618E+03    0.133753E+02    0.373823E-01   -0.142735E+01    0.106343E+02
    0.156911E+03    0.112355E+02    0.445017E-01    0.384002E+00    0.882317E+01
    0.166764E+03    0.938759E+01    0.532618E-01    0.190754E+01    0.730093E+01
    0.173820E+03    0.799368E+01    0.625494E-01    0.304231E+01    0.617012E+01
    0.177827E+03    0.717848E+01    0.696526E-01    0.370503E+01    0.551321E+01
    0.178847E+03    0.696893E+01    0.717470E-01    0.387587E+01    0.534464E+01
    0.179154E+03    0.690563E+01    0.724047E-01    0.392747E+01    0.529381E+01
    0.179701E+03    0.679287E+01    0.736066E-01    0.401961E+01    0.520314E+01
    0.180479E+03    0.663196E+01    0.753925E-01    0.415115E+01    0.507397E+01
    0.181475E+03    0.642555E+01    0.778143E-01    0.432042E+01    0.490826E+01
    0.182673E+03    0.617663E+01    0.809503E-01    0.452522E+01    0.470865E+01
    0.184053E+03    0.588940E+01    0.848983E-01    0.476288E+01    0.447852E+01
    0.185593E+03    0.556911E+01    0.897809E-01    0.503023E+01    0.422203E+01
    0.187268E+03    0.522198E+01    0.957491E-01    0.532363E+01    0.394428E+01
    0.189049E+03    0.485558E+01    0.102974E+00    0.563893E+01    0.365143E+01
    0.190908E+03    0.447898E+01    0.111632E+00    0.597151E+01    0.335078E+01
    0.192814E+03    0.410249E+01    0.121877E+00    0.631633E+01    0.305077E+01
    0.194736E+03    0.373798E+01    0.133762E+00    0.666793E+01    0.276074E+01
    0.196642E+03    0.339753E+01    0.147166E+00    0.702060E+01    0.249042E+01
    0.198500E+03    0.308989E+01    0.161818E+00    0.736842E+01    0.224906E+01
    0.200282E+03    0.283159E+01    0.176579E+00    0.770537E+01    0.204425E+01
    0.201956E+03    0.262627E+01    0.190384E+00    0.802540E+01    0.188076E+01
    0.203496E+03    0.246680E+01    0.202692E+00    0.832262E+01    0.175967E+01
    0.204877E+03    0.235663E+01    0.212167E+00    0.859139E+01    0.167815E+01
    0.206075E+03    0.230855E+01    0.216586E+00    0.882648E+01    0.163003E+01
    0.207071E+03    0.233026E+01    0.214568E+00    0.902322E+01    0.160702E+01
    0.207849E+03    0.190145E+01    0.262958E+00    0.917766E+01    0.160018E+01
    0.208396E+03    0.205954E+01    0.242772E+00    0.928665E+01    0.160133E+01
    0.208703E+03    0.219592E+01    0.227695E+00    0.934798E+01    0.160415E+01
    0.208847E+03    0.226491E+01    0.220760E+00    0.937687E+01    0.160602E+01
    0.209154E+03    0.229872E+01    0.217513E+00    0.943836E+01    0.161115E+01
    0.209701E+03    0.221127E+01    0.226114E+00    0.954820E+01    0.162420E+01
    0.210479E+03    0.230811E+01    0.216627E+00    0.970507E+01    0.165137E+01
    0.211475E+03    0.235478E+01    0.212334E+00    0.990701E+01    0.170084E+01
    0.212673E+03    0.243897E+01    0.205005E+00    0.101515E+02    0.178171E+01
    0.214053E+03    0.258061E+01    0.193753E+00    0.104353E+02    0.190266E+01
    0.215593E+03    0.276845E+01    0.180606E+00    0.107546E+02    0.207045E+01
    0.217268E+03    0.301663E+01    0.165748E+00    0.111051E+02    0.228849E+01
    0.219049E+03    0.333704E+01    0.149833E+00    0.114817E+02    0.255610E+01
    0.220908E+03    0.369860E+01    0.135186E+00    0.118791E+02    0.286854E+01
    0.222814E+03    0.410832E+01    0.121704E+00    0.122913E+02    0.321780E+01
    0.224736E+03    0.454622E+01    0.109981E+00    0.127118E+02    0.359375E+01
    0.226642E+03    0.500050E+01    0.999901E-01    0.131339E+02    0.398540E+01
    0.228500E+03    0.545923E+01    0.915880E-01    0.135504E+02    0.438178E+01
    0.230282E+03    0.590936E+01    0.846115E-01    0.139542E+02    0.477248E+01
    0.231956E+03    0.634035E+01    0.788601E-01    0.143379E+02    0.514787E+01
    0.233496E+03    0.674224E+01    0.741594E-01    0.146945E+02    0.549916E+01
    0.234877E+03    0.710622E+01    0.703609E-01    0.150172E+02    0.581844E+01
    0.236075E+03    0.742478E+01    0.673420E-01    0.152995E+02    0.609867E+01
    0.237071E+03    0.769132E+01    0.650084E-01    0.155360E+02    0.633374E+01
    0.237849E+03    0.790050E+01    0.632871E-01    0.157216E+02    0.651855E+01
    0.238396E+03    0.804797E+01    0.621275E-01    0.158527E+02    0.664910E+01
    0.238703E+03    0.813096E+01    0.614933E-01    0.159265E+02    0.672259E+01
    0.239188E+03    0.826232E+01    0.605157E-01    0.160434E+02    0.683913E+01
    0.240948E+03    0.874156E+01    0.571980E-01    0.164704E+02    0.726514E+01
    0.244100E+03    0.960943E+01    0.520322E-01    0.172472E+02    0.804100E+01
    0.248624E+03    0.108749E+02    0.459774E-01    0.183887E+02    0.918199E+01
    0.254490E+03    0.125502E+02    0.398402E-01    0.199163E+02    0.107095E+02
    0.261661E+03    0.146512E+02    0.341269E-01    0.218581E+02    0.126513E+02
    0.270096E+03    0.171983E+02    0.290727E-01    0.242487E+02    0.150418E+02
    0.279753E+03    0.202155E+02    0.247335E-01    0.271282E+02    0.179214E+02
    0.290591E+03    0.237305E+02    0.210699E-01    0.305392E+02    0.213323E+02
    0.302569E+03    0.277751E+02    0.180017E-01    0.345396E+02    0.253327E+02
    0.315654E+03    0.323843E+02    0.154396E-01    0.391737E+02    0.299668E+02
    0.329818E+03    0.375966E+02    0.132991E-01    0.444314E+02    0.352245E+02
    0.345040E+03    0.434552E+02    0.115061E-01    0.503682E+02    0.411613E+02
    0.361312E+03    0.500088E+02    0.999824E-02    0.569830E+02    0.477761E+02
    0.378637E+03    0.573128E+02    0.872405E-02    0.643283E+02    0.551215E+02
    0.397028E+03    0.654312E+02    0.764161E-02    0.724365E+02    0.632296E+02
    0.416518E+03    0.744394E+02    0.671688E-02    0.813851E+02    0.721782E+02
    0.437154E+03    0.844265E+02    0.592231E-02    0.912614E+02    0.820545E+02
    0.459004E+03    0.954998E+02    0.523561E-02    0.102171E+03    0.929643E+02
    0.482157E+03    0.107789E+03    0.463868E-02    0.114244E+03    0.105037E+03
    0.506731E+03    0.121455E+03    0.411675E-02    0.127634E+03    0.118427E+03
    0.532878E+03    0.136696E+03    0.365776E-02    0.142543E+03    0.133336E+03
    0.560788E+03    0.153758E+03    0.325186E-02    0.159250E+03    0.150043E+03
    0.590706E+03    0.172953E+03    0.289095E-02    0.178100E+03    0.168893E+03
    0.622943E+03    0.194672E+03    0.256842E-02    0.199534E+03    0.190327E+03
    0.657900E+03    0.219413E+03    0.227881E-02    0.223976E+03    0.214770E+03
    0.696105E+03    0.247820E+03    0.201759E-02    0.252116E+03    0.242909E+03
    0.738263E+03    0.280751E+03    0.178094E-02    0.284621E+03    0.275414E+03
    0.785339E+03    0.319387E+03    0.156550E-02    0.322913E+03    0.313706E+03
    0.838710E+03    0.365503E+03    0.136798E-02    0.368555E+03    0.359348E+03
    0.900420E+03    0.421961E+03    0.118494E-02    0.425352E+03    0.416145E+03
    0.973693E+03    0.493821E+03    0.101251E-02    0.498302E+03    0.489095E+03
    0.106406E+04    0.590697E+03    0.846457E-03    0.597948E+03    0.588741E+03
    0.118224E+04    0.732171E+03    0.682900E-03    0.742975E+03    0.733768E+03
    0.135368E+04    0.965175E+03    0.518041E-03    0.976410E+03    0.967203E+03
    0.167020E+04    0.147524E+04    0.338929E-03    0.148457E+04    0.147536E+04
