
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    1.058019E+00    0.000000E+00    1.685126E+00
    1.058019E+00    2.000000E-01    1.579022E+00
    1.058019E+00    4.000000E-01    1.300387E+00
    1.058019E+00    6.000000E-01    4.740229E-01
    1.058019E+00    7.000000E-01    4.831735E-06
