#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   0.30000
    0.123500E+01    0.422144E+02    0.118443E-01   -0.219438E+02    0.372550E+02
    0.645811E+01    0.421896E+02    0.118513E-01   -0.219209E+02    0.372321E+02
    0.156566E+02    0.420689E+02    0.118853E-01   -0.217983E+02    0.371095E+02
    0.285002E+02    0.417324E+02    0.119811E-01   -0.214648E+02    0.367760E+02
    0.445250E+02    0.410434E+02    0.121822E-01   -0.207667E+02    0.360779E+02
    0.631518E+02    0.398628E+02    0.125430E-01   -0.195549E+02    0.348661E+02
    0.837074E+02    0.380775E+02    0.131311E-01   -0.177057E+02    0.330169E+02
    0.105449E+03    0.356376E+02    0.140301E-01   -0.152019E+02    0.305130E+02
    0.127591E+03    0.325625E+02    0.153551E-01   -0.121541E+02    0.274653E+02
    0.149332E+03    0.289568E+02    0.172671E-01   -0.880175E+01    0.241129E+02
    0.169888E+03    0.250081E+02    0.199936E-01   -0.532355E+01    0.206347E+02
    0.188515E+03    0.209673E+02    0.238467E-01   -0.184604E+01    0.171572E+02
    0.204539E+03    0.171332E+02    0.291830E-01    0.139269E+01    0.139185E+02
    0.217383E+03    0.138145E+02    0.361938E-01    0.417039E+01    0.111408E+02
    0.226582E+03    0.112993E+02    0.442504E-01    0.626555E+01    0.904564E+01
    0.231805E+03    0.981696E+01    0.509323E-01    0.749443E+01    0.781676E+01
    0.233112E+03    0.943993E+01    0.529665E-01    0.780599E+01    0.750520E+01
    0.233419E+03    0.935111E+01    0.534696E-01    0.787935E+01    0.743183E+01
    0.233966E+03    0.919238E+01    0.543929E-01    0.801027E+01    0.730091E+01
    0.234743E+03    0.896587E+01    0.557670E-01    0.819698E+01    0.711420E+01
    0.235740E+03    0.867439E+01    0.576410E-01    0.843690E+01    0.687429E+01
    0.236938E+03    0.832181E+01    0.600831E-01    0.872666E+01    0.658453E+01
    0.238318E+03    0.791303E+01    0.631869E-01    0.906218E+01    0.624900E+01
    0.239858E+03    0.745344E+01    0.670831E-01    0.943869E+01    0.587250E+01
    0.241533E+03    0.694886E+01    0.719542E-01    0.985072E+01    0.546046E+01
    0.243314E+03    0.640755E+01    0.780329E-01    0.102922E+02    0.501898E+01
    0.245173E+03    0.583843E+01    0.856395E-01    0.107565E+02    0.455471E+01
    0.247079E+03    0.524931E+01    0.952507E-01    0.112363E+02    0.407486E+01
    0.249001E+03    0.464886E+01    0.107553E+00    0.117242E+02    0.358706E+01
    0.250906E+03    0.404734E+01    0.123538E+00    0.122120E+02    0.309942E+01
    0.252765E+03    0.345603E+01    0.144675E+00    0.126915E+02    0.262050E+01
    0.254547E+03    0.288779E+01    0.173143E+00    0.131546E+02    0.215982E+01
    0.256221E+03    0.235896E+01    0.211958E+00    0.135931E+02    0.172930E+01
    0.257761E+03    0.189024E+01    0.264516E+00    0.139992E+02    0.134552E+01
    0.259142E+03    0.151262E+01    0.330551E+00    0.143654E+02    0.103025E+01
    0.260340E+03    0.124451E+01    0.401766E+00    0.146850E+02    0.803515E+00
    0.261336E+03    0.109039E+01    0.458549E+00    0.149519E+02    0.670047E+00
    0.262114E+03    0.107309E+01    0.465945E+00    0.151612E+02    0.612453E+00
    0.262661E+03    0.250007E+00    0.199995E+01    0.153086E+02    0.600004E+00
    0.262968E+03    0.917769E+00    0.544799E+00    0.153916E+02    0.603585E+00
    0.263112E+03    0.922359E+00    0.542088E+00    0.154306E+02    0.607904E+00
    0.263419E+03    0.103161E+01    0.484679E+00    0.155137E+02    0.622614E+00
    0.263966E+03    0.104166E+01    0.480002E+00    0.156620E+02    0.666866E+00
    0.264743E+03    0.117402E+01    0.425888E+00    0.158736E+02    0.766209E+00
    0.265740E+03    0.137699E+01    0.363112E+00    0.161455E+02    0.944568E+00
    0.266938E+03    0.168988E+01    0.295880E+00    0.164741E+02    0.121212E+01
    0.268318E+03    0.210823E+01    0.237165E+00    0.168546E+02    0.156155E+01
    0.269858E+03    0.260583E+01    0.191877E+00    0.172817E+02    0.197606E+01
    0.271533E+03    0.316529E+01    0.157963E+00    0.177490E+02    0.243923E+01
    0.273314E+03    0.376907E+01    0.132659E+00    0.182494E+02    0.293857E+01
    0.275173E+03    0.440388E+01    0.113536E+00    0.187754E+02    0.346426E+01
    0.277079E+03    0.505804E+01    0.988525E-01    0.193186E+02    0.400739E+01
    0.279001E+03    0.572027E+01    0.874084E-01    0.198703E+02    0.455913E+01
    0.280906E+03    0.638061E+01    0.783624E-01    0.204218E+02    0.511057E+01
    0.282765E+03    0.702945E+01    0.711293E-01    0.209638E+02    0.565265E+01
    0.284547E+03    0.765364E+01    0.653284E-01    0.214874E+02    0.617625E+01
