#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.90000
    0.947423E+00    0.252739E+02    0.197833E-01   -0.132183E+02    0.224162E+02
    0.495429E+01    0.252600E+02    0.197942E-01   -0.132026E+02    0.224005E+02
    0.120109E+02    0.251922E+02    0.198474E-01   -0.131203E+02    0.223181E+02
    0.218638E+02    0.250048E+02    0.199961E-01   -0.128903E+02    0.220882E+02
    0.341570E+02    0.246207E+02    0.203081E-01   -0.124234E+02    0.216213E+02
    0.484465E+02    0.239601E+02    0.208681E-01   -0.116544E+02    0.208523E+02
    0.642156E+02    0.229575E+02    0.217794E-01   -0.105507E+02    0.197486E+02
    0.808945E+02    0.215868E+02    0.231623E-01   -0.911297E+01    0.183108E+02
    0.978803E+02    0.198627E+02    0.251728E-01   -0.739129E+01    0.165891E+02
    0.114559E+03    0.178430E+02    0.280222E-01   -0.545977E+01    0.146576E+02
    0.130328E+03    0.156324E+02    0.319848E-01   -0.342723E+01    0.126251E+02
    0.144618E+03    0.133746E+02    0.373843E-01   -0.143744E+01    0.106354E+02
    0.156911E+03    0.112373E+02    0.444948E-01    0.375111E+00    0.882371E+01
    0.166764E+03    0.939397E+01    0.532256E-01    0.189970E+01    0.730254E+01
    0.173820E+03    0.800759E+01    0.624408E-01    0.303524E+01    0.617571E+01
    0.177827E+03    0.720008E+01    0.694437E-01    0.369840E+01    0.552392E+01
    0.178847E+03    0.699310E+01    0.714991E-01    0.386935E+01    0.535718E+01
    0.179154E+03    0.693062E+01    0.721436E-01    0.392098E+01    0.530695E+01
    0.179701E+03    0.681939E+01    0.733203E-01    0.401319E+01    0.521742E+01
    0.180479E+03    0.666088E+01    0.750652E-01    0.414481E+01    0.509000E+01
    0.181475E+03    0.645781E+01    0.774256E-01    0.431419E+01    0.492682E+01
    0.182673E+03    0.621340E+01    0.804712E-01    0.451912E+01    0.473071E+01
    0.184053E+03    0.593217E+01    0.842861E-01    0.475693E+01    0.450529E+01
    0.185593E+03    0.561968E+01    0.889730E-01    0.502445E+01    0.425504E+01
    0.187268E+03    0.528255E+01    0.946513E-01    0.531803E+01    0.398539E+01
    0.189049E+03    0.492867E+01    0.101447E+00    0.563351E+01    0.370282E+01
    0.190908E+03    0.456742E+01    0.109471E+00    0.596629E+01    0.341488E+01
    0.192814E+03    0.420907E+01    0.118791E+00    0.631130E+01    0.313002E+01
    0.194736E+03    0.386522E+01    0.129359E+00    0.666309E+01    0.285732E+01
    0.196642E+03    0.354729E+01    0.140953E+00    0.701596E+01    0.260578E+01
    0.198500E+03    0.326240E+01    0.153262E+00    0.736397E+01    0.238356E+01
    0.200282E+03    0.302545E+01    0.165265E+00    0.770108E+01    0.219693E+01
    0.201956E+03    0.283937E+01    0.176096E+00    0.802128E+01    0.204934E+01
    0.203496E+03    0.269585E+01    0.185470E+00    0.831866E+01    0.194092E+01
    0.204877E+03    0.259737E+01    0.192503E+00    0.858755E+01    0.186845E+01
    0.206075E+03    0.255589E+01    0.195626E+00    0.882275E+01    0.182598E+01
    0.207071E+03    0.257422E+01    0.194234E+00    0.901959E+01    0.180588E+01
    0.207849E+03    0.210828E+01    0.237160E+00    0.917410E+01    0.180010E+01
    0.208396E+03    0.233110E+01    0.214491E+00    0.928315E+01    0.180135E+01
    0.208703E+03    0.244188E+01    0.204760E+00    0.934450E+01    0.180398E+01
    0.208847E+03    0.250424E+01    0.199661E+00    0.937340E+01    0.180570E+01
    0.209154E+03    0.254295E+01    0.196622E+00    0.943492E+01    0.181040E+01
    0.209701E+03    0.246233E+01    0.203059E+00    0.954481E+01    0.182224E+01
    0.210479E+03    0.255137E+01    0.195973E+00    0.970175E+01    0.184678E+01
    0.211475E+03    0.259057E+01    0.193008E+00    0.990379E+01    0.189135E+01
    0.212673E+03    0.266574E+01    0.187565E+00    0.101484E+02    0.196428E+01
    0.214053E+03    0.279397E+01    0.178957E+00    0.104323E+02    0.207372E+01
    0.215593E+03    0.296417E+01    0.168681E+00    0.107517E+02    0.222639E+01
    0.217268E+03    0.318958E+01    0.156760E+00    0.111023E+02    0.242636E+01
    0.219049E+03    0.348629E+01    0.143419E+00    0.114792E+02    0.267418E+01
    0.220908E+03    0.382303E+01    0.130786E+00    0.118767E+02    0.296663E+01
    0.222814E+03    0.421029E+01    0.118757E+00    0.122891E+02    0.329714E+01
    0.224736E+03    0.462815E+01    0.108035E+00    0.127097E+02    0.365668E+01
    0.226642E+03    0.506579E+01    0.987013E-01    0.131319E+02    0.403477E+01
    0.228500E+03    0.551155E+01    0.907186E-01    0.135486E+02    0.442050E+01
    0.230282E+03    0.595166E+01    0.840102E-01    0.139525E+02    0.480316E+01
    0.231956E+03    0.637524E+01    0.784284E-01    0.143363E+02    0.517267E+01
    0.233496E+03    0.677171E+01    0.738366E-01    0.146931E+02    0.551977E+01
    0.234877E+03    0.713180E+01    0.701085E-01    0.150158E+02    0.583611E+01
    0.236075E+03    0.744760E+01    0.671357E-01    0.152983E+02    0.611431E+01
    0.237071E+03    0.771221E+01    0.648323E-01    0.155347E+02    0.634799E+01
    0.237849E+03    0.792008E+01    0.631306E-01    0.157204E+02    0.653190E+01
    0.238396E+03    0.806673E+01    0.619830E-01    0.158515E+02    0.666189E+01
    0.238703E+03    0.814930E+01    0.613550E-01    0.159253E+02    0.673510E+01
    0.239188E+03    0.828001E+01    0.603864E-01    0.160422E+02    0.685121E+01
    0.240948E+03    0.875733E+01    0.570950E-01    0.164694E+02    0.727601E+01
    0.244100E+03    0.962288E+01    0.519595E-01    0.172463E+02    0.805058E+01
    0.248624E+03    0.108865E+02    0.459284E-01    0.183880E+02    0.919085E+01
    0.254490E+03    0.125606E+02    0.398071E-01    0.199159E+02    0.107181E+02
    0.261661E+03    0.146609E+02    0.341044E-01    0.218579E+02    0.126600E+02
    0.270096E+03    0.172075E+02    0.290571E-01    0.242485E+02    0.150507E+02
    0.279753E+03    0.202244E+02    0.247226E-01    0.271282E+02    0.179303E+02
    0.290591E+03    0.237392E+02    0.210622E-01    0.305391E+02    0.213412E+02
    0.302569E+03    0.277835E+02    0.179963E-01    0.345393E+02    0.253414E+02
    0.315654E+03    0.323927E+02    0.154356E-01    0.391731E+02    0.299752E+02
    0.329818E+03    0.376049E+02    0.132961E-01    0.444304E+02    0.352325E+02
    0.345040E+03    0.434635E+02    0.115039E-01    0.503669E+02    0.411690E+02
    0.361312E+03    0.500170E+02    0.999660E-02    0.569814E+02    0.477836E+02
    0.378637E+03    0.573210E+02    0.872280E-02    0.643265E+02    0.551287E+02
    0.397028E+03    0.654394E+02    0.764065E-02    0.724345E+02    0.632367E+02
    0.416518E+03    0.744476E+02    0.671614E-02    0.813830E+02    0.721851E+02
    0.437154E+03    0.844347E+02    0.592174E-02    0.912591E+02    0.820612E+02
    0.459004E+03    0.955080E+02    0.523517E-02    0.102169E+03    0.929709E+02
    0.482157E+03    0.107797E+03    0.463833E-02    0.114241E+03    0.105043E+03
    0.506731E+03    0.121463E+03    0.411647E-02    0.127631E+03    0.118433E+03
    0.532878E+03    0.136704E+03    0.365754E-02    0.142541E+03    0.133343E+03
    0.560788E+03    0.153766E+03    0.325169E-02    0.159248E+03    0.150050E+03
    0.590706E+03    0.172962E+03    0.289082E-02    0.178098E+03    0.168900E+03
    0.622943E+03    0.194680E+03    0.256832E-02    0.199532E+03    0.190334E+03
    0.657900E+03    0.219421E+03    0.227873E-02    0.223973E+03    0.214775E+03
    0.696105E+03    0.247828E+03    0.201753E-02    0.252111E+03    0.242913E+03
    0.738263E+03    0.280758E+03    0.178089E-02    0.284616E+03    0.275418E+03
    0.785339E+03    0.319394E+03    0.156546E-02    0.322908E+03    0.313710E+03
    0.838710E+03    0.365510E+03    0.136795E-02    0.368551E+03    0.359353E+03
    0.900420E+03    0.421968E+03    0.118492E-02    0.425349E+03    0.416151E+03
    0.973693E+03    0.493830E+03    0.101250E-02    0.498301E+03    0.489103E+03
    0.106406E+04    0.590707E+03    0.846444E-03    0.597948E+03    0.588750E+03
    0.118224E+04    0.732181E+03    0.682892E-03    0.742974E+03    0.733776E+03
    0.135368E+04    0.965183E+03    0.518036E-03    0.976410E+03    0.967212E+03
    0.167020E+04    0.147525E+04    0.338926E-03    0.148457E+04    0.147537E+04
