
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    1.333021E+00    0.000000E+00    2.473186E-01
    1.333021E+00    1.000000E-01    5.685694E-07
    1.333021E+00    2.000000E-01    3.635577E-07
    1.333021E+00    3.000000E-01    2.858025E-07
