#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.01000 temp=   0.40000
    0.538008E+00    0.103152E+02    0.484723E-01   -0.463989E+01    0.885694E+01
    0.281337E+01    0.103108E+02    0.484929E-01   -0.463555E+01    0.885260E+01
    0.682055E+01    0.102889E+02    0.485961E-01   -0.461221E+01    0.882927E+01
    0.124157E+02    0.102274E+02    0.488884E-01   -0.454617E+01    0.876323E+01
    0.193966E+02    0.100992E+02    0.495089E-01   -0.440827E+01    0.862533E+01
    0.275110E+02    0.987918E+01    0.506115E-01   -0.417064E+01    0.838770E+01
    0.364658E+02    0.954866E+01    0.523634E-01   -0.381811E+01    0.803516E+01
    0.459371E+02    0.909740E+01    0.549608E-01   -0.334928E+01    0.756634E+01
    0.555828E+02    0.853173E+01    0.586048E-01   -0.278019E+01    0.699725E+01
    0.650541E+02    0.787179E+01    0.635179E-01   -0.214095E+01    0.635801E+01
    0.740088E+02    0.715199E+01    0.699106E-01   -0.146918E+01    0.568624E+01
    0.821233E+02    0.641772E+01    0.779093E-01   -0.806477E+00    0.502357E+01
    0.891042E+02    0.572323E+01    0.873632E-01   -0.196516E+00    0.441371E+01
    0.946993E+02    0.512405E+01    0.975790E-01    0.317359E+00    0.390015E+01
    0.987065E+02    0.467162E+01    0.107029E+00    0.698537E+00    0.351958E+01
    0.100982E+03    0.440626E+01    0.113475E+00    0.919718E+00    0.329907E+01
    0.101592E+03    0.433441E+01    0.115356E+00    0.979609E+00    0.323942E+01
    0.101899E+03    0.429801E+01    0.116333E+00    0.100982E+01    0.320935E+01
    0.102446E+03    0.423283E+01    0.118124E+00    0.106381E+01    0.315563E+01
    0.103224E+03    0.413949E+01    0.120788E+00    0.114095E+01    0.307892E+01
    0.104220E+03    0.401945E+01    0.124395E+00    0.124033E+01    0.298022E+01
    0.105418E+03    0.387337E+01    0.129086E+00    0.136075E+01    0.286083E+01
    0.106798E+03    0.370369E+01    0.135001E+00    0.150071E+01    0.272246E+01
    0.108339E+03    0.351206E+01    0.142367E+00    0.165843E+01    0.256717E+01
    0.110013E+03    0.330211E+01    0.151418E+00    0.183180E+01    0.239755E+01
    0.111794E+03    0.307693E+01    0.162500E+00    0.201842E+01    0.221674E+01
    0.113653E+03    0.284105E+01    0.175992E+00    0.221554E+01    0.202857E+01
    0.115559E+03    0.260059E+01    0.192264E+00    0.242021E+01    0.183754E+01
    0.117481E+03    0.236202E+01    0.211683E+00    0.262924E+01    0.164893E+01
    0.119387E+03    0.213096E+01    0.234636E+00    0.283931E+01    0.146862E+01
    0.121245E+03    0.191403E+01    0.261229E+00    0.304697E+01    0.130276E+01
    0.123027E+03    0.172535E+01    0.289797E+00    0.324866E+01    0.115722E+01
    0.124701E+03    0.158490E+01    0.315478E+00    0.344073E+01    0.103664E+01
    0.126241E+03    0.145615E+01    0.343370E+00    0.361956E+01    0.943499E+00
    0.127622E+03    0.133455E+01    0.374658E+00    0.378163E+01    0.877481E+00
    0.128820E+03    0.138268E+01    0.361617E+00    0.392368E+01    0.835544E+00
    0.129816E+03    0.119833E+01    0.417248E+00    0.404278E+01    0.812615E+00
