#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.40000
    0.947423E+00    0.253994E+02    0.196855E-01   -0.132838E+02    0.227931E+02
    0.495429E+01    0.253856E+02    0.196962E-01   -0.132705E+02    0.227798E+02
    0.120109E+02    0.253181E+02    0.197487E-01   -0.131940E+02    0.227033E+02
    0.218638E+02    0.251311E+02    0.198957E-01   -0.129742E+02    0.224835E+02
    0.341570E+02    0.247468E+02    0.202046E-01   -0.125201E+02    0.220294E+02
    0.484465E+02    0.240863E+02    0.207587E-01   -0.117601E+02    0.212694E+02
    0.642156E+02    0.230855E+02    0.216586E-01   -0.106603E+02    0.201696E+02
    0.808945E+02    0.217168E+02    0.230236E-01   -0.922469E+01    0.187340E+02
    0.978803E+02    0.199939E+02    0.250076E-01   -0.749873E+01    0.170080E+02
    0.114559E+03    0.179760E+02    0.278148E-01   -0.555785E+01    0.150671E+02
    0.130328E+03    0.157679E+02    0.317099E-01   -0.350677E+01    0.130160E+02
    0.144618E+03    0.135127E+02    0.370022E-01   -0.148783E+01    0.109971E+02
    0.156911E+03    0.113767E+02    0.439495E-01    0.364462E+00    0.914481E+01
    0.166764E+03    0.953037E+01    0.524639E-01    0.193096E+01    0.757831E+01
    0.173820E+03    0.813369E+01    0.614727E-01    0.310021E+01    0.640907E+01
    0.177827E+03    0.731197E+01    0.683811E-01    0.378348E+01    0.572580E+01
    0.178847E+03    0.709948E+01    0.704277E-01    0.395960E+01    0.554968E+01
    0.179154E+03    0.703534E+01    0.710698E-01    0.401279E+01    0.549649E+01
    0.179701E+03    0.692069E+01    0.722471E-01    0.410777E+01    0.540151E+01
    0.180479E+03    0.675687E+01    0.739987E-01    0.424336E+01    0.526594E+01
    0.181475E+03    0.654611E+01    0.763812E-01    0.441779E+01    0.509151E+01
    0.182673E+03    0.629108E+01    0.794776E-01    0.462881E+01    0.488051E+01
    0.184053E+03    0.599516E+01    0.834007E-01    0.487360E+01    0.463575E+01
    0.185593E+03    0.566236E+01    0.883024E-01    0.514886E+01    0.436057E+01
    0.187268E+03    0.529731E+01    0.943875E-01    0.545076E+01    0.405883E+01
    0.189049E+03    0.490540E+01    0.101928E+00    0.577493E+01    0.373500E+01
    0.190908E+03    0.449296E+01    0.111285E+00    0.611652E+01    0.339416E+01
    0.192814E+03    0.406717E+01    0.122936E+00    0.647020E+01    0.304212E+01
    0.194736E+03    0.363695E+01    0.137478E+00    0.683031E+01    0.268558E+01
    0.196642E+03    0.321246E+01    0.155644E+00    0.719094E+01    0.233247E+01
    0.198500E+03    0.280602E+01    0.178188E+00    0.754603E+01    0.199246E+01
    0.200282E+03    0.243205E+01    0.205588E+00    0.788947E+01    0.167728E+01
    0.201956E+03    0.210575E+01    0.237445E+00    0.821516E+01    0.140013E+01
    0.203496E+03    0.184055E+01    0.271658E+00    0.851720E+01    0.117338E+01
    0.204877E+03    0.164398E+01    0.304140E+00    0.878997E+01    0.100479E+01
    0.206075E+03    0.151559E+01    0.329905E+00    0.902829E+01    0.894149E+00
    0.207071E+03    0.144283E+01    0.346541E+00    0.922755E+01    0.832799E+00
