#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   0.50000
    0.123500E+01    0.422111E+02    0.118452E-01   -0.219478E+02    0.372563E+02
    0.645811E+01    0.421863E+02    0.118522E-01   -0.219250E+02    0.372334E+02
    0.156566E+02    0.420656E+02    0.118862E-01   -0.218024E+02    0.371109E+02
    0.285002E+02    0.417291E+02    0.119820E-01   -0.214690E+02    0.367774E+02
    0.445250E+02    0.410401E+02    0.121832E-01   -0.207709E+02    0.360794E+02
    0.631518E+02    0.398595E+02    0.125440E-01   -0.195593E+02    0.348678E+02
    0.837074E+02    0.380743E+02    0.131322E-01   -0.177104E+02    0.330189E+02
    0.105449E+03    0.356344E+02    0.140314E-01   -0.152069E+02    0.305154E+02
    0.127591E+03    0.325594E+02    0.153565E-01   -0.121592E+02    0.274676E+02
    0.149332E+03    0.289540E+02    0.172688E-01   -0.880619E+01    0.241146E+02
    0.169888E+03    0.250056E+02    0.199955E-01   -0.532703E+01    0.206355E+02
    0.188515E+03    0.209652E+02    0.238490E-01   -0.184865E+01    0.171571E+02
    0.204539E+03    0.171318E+02    0.291855E-01    0.139084E+01    0.139176E+02
    0.217383E+03    0.138138E+02    0.361956E-01    0.416908E+01    0.111394E+02
    0.226582E+03    0.112994E+02    0.442500E-01    0.626460E+01    0.904384E+01
    0.231805E+03    0.981783E+01    0.509278E-01    0.749368E+01    0.781476E+01
    0.233112E+03    0.944092E+01    0.529609E-01    0.780529E+01    0.750316E+01
    0.233419E+03    0.935214E+01    0.534637E-01    0.787866E+01    0.742978E+01
    0.233966E+03    0.919348E+01    0.543863E-01    0.800961E+01    0.729884E+01
    0.234743E+03    0.896712E+01    0.557592E-01    0.819635E+01    0.711210E+01
    0.235740E+03    0.867591E+01    0.576309E-01    0.843630E+01    0.687216E+01
    0.236938E+03    0.832369E+01    0.600695E-01    0.872611E+01    0.658236E+01
    0.238318E+03    0.791523E+01    0.631693E-01    0.906168E+01    0.624680E+01
    0.239858E+03    0.745623E+01    0.670580E-01    0.943825E+01    0.587029E+01
    0.241533E+03    0.695303E+01    0.719111E-01    0.985035E+01    0.545829E+01
    0.243314E+03    0.641343E+01    0.779614E-01    0.102919E+02    0.501697E+01
    0.245173E+03    0.584603E+01    0.855281E-01    0.107562E+02    0.455321E+01
    0.247079E+03    0.526018E+01    0.950537E-01    0.112362E+02    0.407462E+01
    0.249001E+03    0.466645E+01    0.107148E+00    0.117241E+02    0.358988E+01
    0.250906E+03    0.407757E+01    0.122622E+00    0.122120E+02    0.310916E+01
    0.252765E+03    0.350928E+01    0.142479E+00    0.126916E+02    0.264491E+01
    0.254547E+03    0.298118E+01    0.167719E+00    0.131548E+02    0.221250E+01
    0.256221E+03    0.251511E+01    0.198799E+00    0.135933E+02    0.182991E+01
    0.257761E+03    0.212834E+01    0.234925E+00    0.139994E+02    0.151502E+01
    0.259142E+03    0.184867E+01    0.270465E+00    0.143657E+02    0.128007E+01
    0.260340E+03    0.166525E+01    0.300255E+00    0.146853E+02    0.112619E+01
    0.261336E+03    0.156706E+01    0.319069E+00    0.149523E+02    0.104192E+01
    0.262114E+03    0.158612E+01    0.315235E+00    0.151616E+02    0.100718E+01
    0.262661E+03   -0.179891E+00   -0.277947E+01    0.153091E+02    0.100000E+01
    0.262968E+03    0.139665E+01    0.357998E+00    0.153920E+02    0.100233E+01
    0.263112E+03    0.140194E+01    0.356648E+00    0.154311E+02    0.100501E+01
    0.263419E+03    0.153016E+01    0.326763E+00    0.155142E+02    0.101407E+01
    0.263966E+03    0.150500E+01    0.332226E+00    0.156625E+02    0.104144E+01
    0.264743E+03    0.160427E+01    0.311669E+00    0.158741E+02    0.110444E+01
    0.265740E+03    0.173840E+01    0.287621E+00    0.161461E+02    0.122362E+01
    0.266938E+03    0.196306E+01    0.254704E+00    0.164747E+02    0.141695E+01
    0.268318E+03    0.229832E+01    0.217550E+00    0.168553E+02    0.169376E+01
    0.269858E+03    0.272106E+01    0.183752E+00    0.172824E+02    0.205164E+01
    0.271533E+03    0.323070E+01    0.154765E+00    0.177497E+02    0.247858E+01
    0.273314E+03    0.380607E+01    0.131369E+00    0.182503E+02    0.295825E+01
    0.275173E+03    0.442590E+01    0.112971E+00    0.187763E+02    0.347459E+01
    0.277079E+03    0.507266E+01    0.985677E-01    0.193195E+02    0.401373E+01
    0.279001E+03    0.573171E+01    0.872341E-01    0.198714E+02    0.456391E+01
    0.280906E+03    0.639064E+01    0.782394E-01    0.204229E+02    0.511480E+01
    0.282765E+03    0.703772E+01    0.710457E-01    0.209650E+02    0.565672E+01
    0.284547E+03    0.766123E+01    0.652637E-01    0.214887E+02    0.618030E+01
    0.286221E+03    0.825023E+01    0.606043E-01    0.219848E+02    0.667637E+01
    0.287761E+03    0.879446E+01    0.568540E-01    0.224444E+02    0.713600E+01
    0.289142E+03    0.928433E+01    0.538542E-01    0.228592E+02    0.755073E+01
    0.290340E+03    0.971101E+01    0.514879E-01    0.232212E+02    0.791279E+01
    0.291336E+03    0.100669E+02    0.496676E-01    0.235238E+02    0.821531E+01
    0.292114E+03    0.103455E+02    0.483301E-01    0.237609E+02    0.845248E+01
    0.292661E+03    0.105417E+02    0.474305E-01    0.239281E+02    0.861968E+01
    0.292968E+03    0.106520E+02    0.469396E-01    0.240221E+02    0.871370E+01
    0.293562E+03    0.108659E+02    0.460153E-01    0.242047E+02    0.889630E+01
    0.295789E+03    0.116702E+02    0.428440E-01    0.248926E+02    0.958419E+01
    0.299778E+03    0.131241E+02    0.380980E-01    0.261418E+02    0.108334E+02
    0.305503E+03    0.152403E+02    0.328078E-01    0.279707E+02    0.126622E+02
    0.312925E+03    0.180369E+02    0.277209E-01    0.304019E+02    0.150935E+02
    0.321999E+03    0.215389E+02    0.232139E-01    0.334724E+02    0.181639E+02
    0.332672E+03    0.257748E+02    0.193988E-01    0.372416E+02    0.219332E+02
    0.344892E+03    0.307796E+02    0.162445E-01    0.417777E+02    0.264693E+02
    0.358606E+03    0.365936E+02    0.136636E-01    0.471780E+02    0.318695E+02
    0.373763E+03    0.432640E+02    0.115569E-01    0.534731E+02    0.381647E+02
    0.390320E+03    0.508410E+02    0.983458E-02    0.607073E+02    0.453989E+02
    0.408242E+03    0.593813E+02    0.842016E-02    0.689235E+02    0.536151E+02
    0.427505E+03    0.689498E+02    0.725165E-02    0.781744E+02    0.628660E+02
    0.448095E+03    0.796197E+02    0.627985E-02    0.885082E+02    0.731997E+02
    0.470017E+03    0.914752E+02    0.546596E-02    0.999888E+02    0.846803E+02
    0.493289E+03    0.104614E+03    0.477947E-02    0.112708E+03    0.974000E+02
    0.517951E+03    0.119151E+03    0.419637E-02    0.126788E+03    0.111479E+03
    0.544063E+03    0.135218E+03    0.369773E-02    0.142374E+03    0.127065E+03
    0.571711E+03    0.152973E+03    0.326854E-02    0.159649E+03    0.144340E+03
    0.601008E+03    0.172602E+03    0.289683E-02    0.178802E+03    0.163493E+03
    0.632104E+03    0.194319E+03    0.257308E-02    0.200028E+03    0.184720E+03
    0.665189E+03    0.218379E+03    0.228959E-02    0.223446E+03    0.208138E+03
    0.700506E+03    0.245085E+03    0.204011E-02    0.249387E+03    0.234079E+03
    0.738363E+03    0.274821E+03    0.181937E-02    0.278455E+03    0.263146E+03
    0.779154E+03    0.308077E+03    0.162297E-02    0.311371E+03    0.296062E+03
    0.823388E+03    0.345563E+03    0.144692E-02    0.349486E+03    0.334177E+03
    0.871732E+03    0.388358E+03    0.128747E-02    0.393780E+03    0.378472E+03
    0.925076E+03    0.438061E+03    0.114139E-02    0.446462E+03    0.431154E+03
    0.984645E+03    0.497069E+03    0.100590E-02    0.509109E+03    0.493801E+03
    0.105218E+04    0.568974E+03    0.878775E-03    0.585501E+03    0.570192E+03
    0.113026E+04    0.659206E+03    0.758488E-03    0.681062E+03    0.665753E+03
    0.122298E+04    0.776292E+03    0.644087E-03    0.800501E+03    0.785193E+03
