#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.06000 temp=   0.60000
    0.110754E+01    0.336532E+02    0.148574E-01   -0.186635E+02    0.296602E+02
    0.579156E+01    0.336346E+02    0.148656E-01   -0.186463E+02    0.296430E+02
    0.140407E+02    0.335436E+02    0.149060E-01   -0.185519E+02    0.295487E+02
    0.255587E+02    0.332905E+02    0.150193E-01   -0.182961E+02    0.292928E+02
    0.399295E+02    0.327614E+02    0.152619E-01   -0.177439E+02    0.287406E+02
    0.566338E+02    0.318476E+02    0.156998E-01   -0.167741E+02    0.277708E+02
    0.750679E+02    0.304707E+02    0.164092E-01   -0.152919E+02    0.262886E+02
    0.945655E+02    0.285873E+02    0.174903E-01   -0.132988E+02    0.242956E+02
    0.114422E+03    0.262126E+02    0.190748E-01   -0.109245E+02    0.219212E+02
    0.133920E+03    0.234272E+02    0.213428E-01   -0.832671E+01    0.193234E+02
    0.152354E+03    0.203729E+02    0.245424E-01   -0.562485E+01    0.166216E+02
    0.169058E+03    0.172484E+02    0.289881E-01   -0.293360E+01    0.139303E+02
    0.183429E+03    0.142832E+02    0.350063E-01   -0.435760E+00    0.114325E+02
    0.194947E+03    0.117160E+02    0.426768E-01    0.168875E+01    0.930797E+01
    0.203196E+03    0.977002E+01    0.511770E-01    0.328520E+01    0.771156E+01
    0.207880E+03    0.862365E+01    0.579801E-01    0.422148E+01    0.677541E+01
    0.209060E+03    0.833020E+01    0.600226E-01    0.446068E+01    0.653628E+01
    0.209367E+03    0.825360E+01    0.605796E-01    0.452313E+01    0.647386E+01
    0.209913E+03    0.811671E+01    0.616013E-01    0.463462E+01    0.636241E+01
    0.210691E+03    0.792129E+01    0.631210E-01    0.479374E+01    0.620338E+01
    0.211687E+03    0.766974E+01    0.651913E-01    0.499839E+01    0.599888E+01
    0.212886E+03    0.736551E+01    0.678840E-01    0.524581E+01    0.575170E+01
    0.214266E+03    0.701271E+01    0.712992E-01    0.553264E+01    0.546530E+01
    0.215806E+03    0.661632E+01    0.755707E-01    0.585486E+01    0.514381E+01
    0.217481E+03    0.618218E+01    0.808776E-01    0.620790E+01    0.479210E+01
    0.219262E+03    0.571740E+01    0.874523E-01    0.658658E+01    0.441581E+01
    0.221121E+03    0.522977E+01    0.956065E-01    0.698525E+01    0.402150E+01
    0.223027E+03    0.472886E+01    0.105734E+00    0.739774E+01    0.361689E+01
    0.224948E+03    0.422576E+01    0.118322E+00    0.781754E+01    0.321113E+01
    0.226854E+03    0.373425E+01    0.133896E+00    0.823777E+01    0.281508E+01
    0.228713E+03    0.326827E+01    0.152986E+00    0.865139E+01    0.244137E+01
    0.230494E+03    0.284952E+01    0.175468E+00    0.905126E+01    0.210365E+01
    0.232169E+03    0.248213E+01    0.201440E+00    0.943034E+01    0.181486E+01
    0.233709E+03    0.220351E+01    0.226911E+00    0.978180E+01    0.158447E+01
    0.235089E+03    0.199204E+01    0.250999E+00    0.100992E+02    0.141585E+01
    0.236287E+03    0.184332E+01    0.271249E+00    0.103764E+02    0.130502E+01
    0.237284E+03    0.179645E+01    0.278327E+00    0.106083E+02    0.124162E+01
    0.238062E+03    0.178575E+01    0.279995E+00    0.107902E+02    0.121183E+01
    0.238608E+03    0.154160E+01    0.324339E+00    0.109184E+02    0.120170E+01
    0.238915E+03    0.730077E+00    0.684860E+00    0.109906E+02    0.120001E+01
    0.239060E+03    0.156795E+01    0.318888E+00    0.110246E+02    0.120022E+01
    0.239367E+03    0.146681E+01    0.340876E+00    0.110969E+02    0.120279E+01
    0.239913E+03    0.180487E+01    0.277028E+00    0.112261E+02    0.121458E+01
    0.240691E+03    0.174597E+01    0.286374E+00    0.114104E+02    0.124717E+01
    0.241687E+03    0.180377E+01    0.277197E+00    0.116476E+02    0.131544E+01
    0.242886E+03    0.196931E+01    0.253896E+00    0.119345E+02    0.143486E+01
    0.244266E+03    0.218689E+01    0.228635E+00    0.122671E+02    0.161801E+01
    0.245806E+03    0.247234E+01    0.202238E+00    0.126409E+02    0.187109E+01
    0.247481E+03    0.286808E+01    0.174333E+00    0.130506E+02    0.219231E+01
    0.249262E+03    0.332570E+01    0.150344E+00    0.134901E+02    0.257279E+01
    0.251121E+03    0.383535E+01    0.130366E+00    0.139529E+02    0.299937E+01
    0.253027E+03    0.438408E+01    0.114049E+00    0.144319E+02    0.345766E+01
    0.254948E+03    0.495324E+01    0.100944E+00    0.149194E+02    0.393409E+01
    0.256854E+03    0.552761E+01    0.904549E-01    0.154076E+02    0.441659E+01
    0.258713E+03    0.609449E+01    0.820413E-01    0.158884E+02    0.489450E+01
    0.260494E+03    0.664256E+01    0.752722E-01    0.163535E+02    0.535819E+01
    0.262169E+03    0.716143E+01    0.698184E-01    0.167947E+02    0.579872E+01
    0.263709E+03    0.764157E+01    0.654316E-01    0.172040E+02    0.620772E+01
    0.265089E+03    0.807394E+01    0.619276E-01    0.175739E+02    0.657737E+01
    0.266287E+03    0.845090E+01    0.591653E-01    0.178971E+02    0.690054E+01
    0.267284E+03    0.876542E+01    0.570423E-01    0.181675E+02    0.717089E+01
    0.268062E+03    0.901169E+01    0.554835E-01    0.183797E+02    0.738304E+01
    0.268608E+03    0.918525E+01    0.544351E-01    0.185294E+02    0.753272E+01
    0.268915E+03    0.928270E+01    0.538636E-01    0.186136E+02    0.761693E+01
    0.269461E+03    0.945659E+01    0.528732E-01    0.187639E+02    0.776717E+01
    0.271481E+03    0.101020E+02    0.494952E-01    0.193235E+02    0.832677E+01
    0.275100E+03    0.112690E+02    0.443694E-01    0.203425E+02    0.934573E+01
    0.280292E+03    0.129683E+02    0.385557E-01    0.218437E+02    0.108470E+02
    0.287025E+03    0.152153E+02    0.328618E-01    0.238608E+02    0.128641E+02
    0.295255E+03    0.180315E+02    0.277292E-01    0.264318E+02    0.154351E+02
    0.304936E+03    0.214442E+02    0.233164E-01    0.295851E+02    0.185884E+02
    0.316020E+03    0.254859E+02    0.196187E-01    0.333632E+02    0.223664E+02
    0.328459E+03    0.301926E+02    0.165603E-01    0.378496E+02    0.268529E+02
    0.342207E+03    0.356056E+02    0.140427E-01    0.431049E+02    0.321081E+02
    0.357225E+03    0.417703E+02    0.119702E-01    0.492120E+02    0.382153E+02
    0.373482E+03    0.487359E+02    0.102594E-01    0.561462E+02    0.451495E+02
    0.390953E+03    0.565582E+02    0.884045E-02    0.639371E+02    0.529404E+02
    0.409630E+03    0.653006E+02    0.765690E-02    0.726179E+02    0.616212E+02
    0.429514E+03    0.750340E+02    0.666365E-02    0.822334E+02    0.712367E+02
    0.450623E+03    0.858416E+02    0.582468E-02    0.928565E+02    0.818598E+02
    0.472992E+03    0.978210E+02    0.511138E-02    0.104590E+03    0.935937E+02
    0.496677E+03    0.111087E+03    0.450096E-02    0.117556E+03    0.106560E+03
    0.521755E+03    0.125778E+03    0.397525E-02    0.131895E+03    0.120899E+03
    0.548329E+03    0.142059E+03    0.351966E-02    0.147778E+03    0.136781E+03
    0.576534E+03    0.160132E+03    0.312243E-02    0.165412E+03    0.154415E+03
    0.606544E+03    0.180242E+03    0.277405E-02    0.185039E+03    0.174042E+03
    0.638578E+03    0.202684E+03    0.246690E-02    0.206992E+03    0.195995E+03
    0.672916E+03    0.227817E+03    0.219474E-02    0.231467E+03    0.220470E+03
    0.709915E+03    0.256088E+03    0.195245E-02    0.259109E+03    0.248112E+03
    0.750038E+03    0.288055E+03    0.173578E-02    0.290493E+03    0.279496E+03
    0.793887E+03    0.324456E+03    0.154104E-02    0.326696E+03    0.315699E+03
    0.842273E+03    0.366395E+03    0.136465E-02    0.369113E+03    0.358117E+03
    0.896305E+03    0.415586E+03    0.120312E-02    0.419791E+03    0.408795E+03
    0.957562E+03    0.474757E+03    0.105317E-02    0.480850E+03    0.469853E+03
    0.102839E+04    0.548349E+03    0.911828E-03    0.557934E+03    0.546937E+03
    0.111249E+04    0.643591E+03    0.776891E-03    0.656933E+03    0.645937E+03
    0.121620E+04    0.773012E+03    0.646820E-03    0.787944E+03    0.776947E+03
    0.135184E+04    0.960334E+03    0.520652E-03    0.973818E+03    0.962822E+03
    0.154862E+04    0.126511E+04    0.395222E-03    0.127660E+04    0.126560E+04
    0.191190E+04    0.193423E+04    0.258501E-03    0.194523E+04    0.193423E+04
