#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.01500 temp=   0.40000
    0.638873E+00    0.137096E+02    0.364707E-01   -0.649179E+01    0.119939E+02
    0.334081E+01    0.137037E+02    0.364866E-01   -0.648495E+01    0.119871E+02
    0.809926E+01    0.136739E+02    0.365661E-01   -0.644976E+01    0.119519E+02
    0.147433E+02    0.135897E+02    0.367927E-01   -0.635146E+01    0.118536E+02
    0.230330E+02    0.134115E+02    0.372814E-01   -0.614525E+01    0.116474E+02
    0.326688E+02    0.131034E+02    0.381580E-01   -0.578984E+01    0.112920E+02
    0.433023E+02    0.126369E+02    0.395667E-01   -0.526147E+01    0.107636E+02
    0.545493E+02    0.120008E+02    0.416640E-01   -0.456325E+01    0.100654E+02
    0.660033E+02    0.112008E+02    0.446398E-01   -0.372512E+01    0.922726E+01
    0.772504E+02    0.102661E+02    0.487040E-01   -0.280090E+01    0.830303E+01
    0.878839E+02    0.924742E+01    0.540691E-01   -0.185130E+01    0.735343E+01
    0.975196E+02    0.820937E+01    0.609060E-01   -0.931245E+00    0.643338E+01
    0.105809E+03    0.722836E+01    0.691720E-01   -0.938947E-01    0.559604E+01
    0.112453E+03    0.638349E+01    0.783270E-01    0.610515E+00    0.489167E+01
    0.117212E+03    0.574711E+01    0.870003E-01    0.113443E+01    0.436787E+01
    0.119914E+03    0.537420E+01    0.930372E-01    0.143963E+01    0.406282E+01
    0.120625E+03    0.527482E+01    0.947900E-01    0.152092E+01    0.398160E+01
    0.120932E+03    0.523163E+01    0.955726E-01    0.155613E+01    0.394642E+01
    0.121479E+03    0.515437E+01    0.970051E-01    0.161906E+01    0.388355E+01
    0.122256E+03    0.504404E+01    0.991268E-01    0.170900E+01    0.379371E+01
    0.123253E+03    0.490173E+01    0.102005E+00    0.182493E+01    0.367796E+01
    0.124451E+03    0.472898E+01    0.105731E+00    0.196545E+01    0.353771E+01
    0.125831E+03    0.452793E+01    0.110426E+00    0.212887E+01    0.337473E+01
    0.127371E+03    0.430140E+01    0.116241E+00    0.231315E+01    0.319119E+01
    0.129046E+03    0.405238E+01    0.123384E+00    0.251589E+01    0.298966E+01
    0.130827E+03    0.378475E+01    0.132109E+00    0.273436E+01    0.277325E+01
    0.132686E+03    0.350328E+01    0.142724E+00    0.296544E+01    0.254565E+01
    0.134592E+03    0.321376E+01    0.155581E+00    0.320569E+01    0.231125E+01
    0.136514E+03    0.292282E+01    0.171068E+00    0.345136E+01    0.207527E+01
    0.138419E+03    0.263816E+01    0.189526E+00    0.369846E+01    0.184382E+01
    0.140278E+03    0.236849E+01    0.211105E+00    0.394284E+01    0.162385E+01
    0.142060E+03    0.212291E+01    0.235526E+00    0.418018E+01    0.142269E+01
    0.143734E+03    0.190951E+01    0.261848E+00    0.440618E+01    0.124727E+01
    0.145274E+03    0.173292E+01    0.288531E+00    0.461661E+01    0.110282E+01
    0.146655E+03    0.159612E+01    0.313259E+00    0.480737E+01    0.991687E+00
    0.147853E+03    0.150780E+01    0.331609E+00    0.497463E+01    0.912715E+00
    0.148849E+03    0.143708E+01    0.347928E+00    0.511492E+01    0.861518E+00
    0.149627E+03    0.141748E+01    0.352738E+00    0.522526E+01    0.831690E+00
    0.150174E+03    0.137900E+01    0.362581E+00    0.530324E+01    0.816416E+00
    0.150480E+03    0.136142E+01    0.367264E+00    0.534715E+01    0.809983E+00
    0.150625E+03    0.136071E+01    0.367455E+00    0.536785E+01    0.807499E+00
    0.150932E+03    0.138409E+01    0.361249E+00    0.541193E+01    0.803387E+00
    0.151479E+03    0.181024E+01    0.276207E+00    0.549075E+01    0.800054E+00
    0.152256E+03    0.139149E+01    0.359327E+00    0.560349E+01    0.804276E+00
    0.153253E+03    0.137603E+01    0.363365E+00    0.574894E+01    0.825219E+00
    0.154451E+03    0.144291E+01    0.346521E+00    0.592546E+01    0.873311E+00
    0.155831E+03    0.154383E+01    0.323869E+00    0.613104E+01    0.958385E+00
    0.157371E+03    0.169053E+01    0.295765E+00    0.636318E+01    0.108742E+01
    0.159046E+03    0.189127E+01    0.264373E+00    0.661894E+01    0.126266E+01
    0.160827E+03    0.214239E+01    0.233384E+00    0.689498E+01    0.148120E+01
    0.162686E+03    0.243533E+01    0.205311E+00    0.718750E+01    0.173598E+01
    0.164592E+03    0.275922E+01    0.181211E+00    0.749230E+01    0.201784E+01
