#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   1.00000
    0.123500E+01    0.415497E+02    0.120338E-01   -0.236154E+02    0.364076E+02
    0.645811E+01    0.415258E+02    0.120407E-01   -0.235946E+02    0.363868E+02
    0.156566E+02    0.414078E+02    0.120750E-01   -0.234805E+02    0.362727E+02
    0.285002E+02    0.410786E+02    0.121718E-01   -0.231715E+02    0.359637E+02
    0.445250E+02    0.404022E+02    0.123756E-01   -0.225050E+02    0.352972E+02
    0.631518E+02    0.392433E+02    0.127410E-01   -0.213398E+02    0.341320E+02
    0.837074E+02    0.374932E+02    0.133358E-01   -0.195830E+02    0.323753E+02
    0.105449E+03    0.350991E+02    0.142454E-01   -0.171994E+02    0.299916E+02
    0.127591E+03    0.320826E+02    0.155848E-01   -0.142717E+02    0.270639E+02
    0.149332E+03    0.285414E+02    0.175184E-01   -0.109703E+02    0.237625E+02
    0.169888E+03    0.246591E+02    0.202765E-01   -0.752466E+01    0.203169E+02
    0.188515E+03    0.206832E+02    0.241743E-01   -0.409505E+01    0.168873E+02
    0.204539E+03    0.169048E+02    0.295773E-01   -0.890709E+00    0.136829E+02
    0.217383E+03    0.136321E+02    0.366781E-01    0.185191E+01    0.109407E+02
    0.226582E+03    0.111525E+02    0.448331E-01    0.391673E+01    0.887796E+01
    0.231805E+03    0.969549E+01    0.515704E-01    0.512825E+01    0.767116E+01
    0.233112E+03    0.932594E+01    0.536139E-01    0.543576E+01    0.736584E+01
    0.233419E+03    0.923891E+01    0.541189E-01    0.550820E+01    0.729402E+01
    0.233966E+03    0.908373E+01    0.550435E-01    0.563749E+01    0.716591E+01
    0.234743E+03    0.886244E+01    0.564179E-01    0.582191E+01    0.698340E+01
    0.235740E+03    0.857832E+01    0.582865E-01    0.605894E+01    0.674932E+01
    0.236938E+03    0.823574E+01    0.607110E-01    0.634529E+01    0.646739E+01
    0.238318E+03    0.784015E+01    0.637743E-01    0.667692E+01    0.614236E+01
    0.239858E+03    0.739834E+01    0.675827E-01    0.704908E+01    0.578006E+01
    0.241533E+03    0.691867E+01    0.722682E-01    0.745634E+01    0.538750E+01
    0.243314E+03    0.641097E+01    0.779913E-01    0.789264E+01    0.497312E+01
    0.245173E+03    0.588703E+01    0.849325E-01    0.835126E+01    0.454686E+01
    0.247079E+03    0.536072E+01    0.932710E-01    0.882500E+01    0.412027E+01
    0.249001E+03    0.484781E+01    0.103139E+00    0.930623E+01    0.370623E+01
