#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.01500 temp=   0.90000
    0.638873E+00    0.136382E+02    0.366618E-01   -0.651913E+01    0.119564E+02
    0.334081E+01    0.136322E+02    0.366778E-01   -0.651233E+01    0.119496E+02
    0.809926E+01    0.136024E+02    0.367581E-01   -0.647738E+01    0.119146E+02
    0.147433E+02    0.135182E+02    0.369872E-01   -0.637967E+01    0.118169E+02
    0.230330E+02    0.133406E+02    0.374795E-01   -0.617502E+01    0.116123E+02
    0.326688E+02    0.130336E+02    0.383624E-01   -0.582266E+01    0.112599E+02
    0.433023E+02    0.125690E+02    0.397804E-01   -0.529864E+01    0.107360E+02
    0.545493E+02    0.119352E+02    0.418928E-01   -0.460484E+01    0.100423E+02
    0.660033E+02    0.111394E+02    0.448856E-01   -0.376959E+01    0.920746E+01
    0.772504E+02    0.102112E+02    0.489660E-01   -0.284555E+01    0.828442E+01
    0.878839E+02    0.920200E+01    0.543360E-01   -0.189344E+01    0.733489E+01
    0.975196E+02    0.817935E+01    0.611296E-01   -0.969373E+00    0.641696E+01
    0.105809E+03    0.722245E+01    0.692286E-01   -0.127628E+00    0.558785E+01
    0.112453E+03    0.641107E+01    0.779901E-01    0.580729E+00    0.490072E+01
    0.117212E+03    0.581205E+01    0.860282E-01    0.110767E+01    0.440062E+01
    0.119914E+03    0.546824E+01    0.914372E-01    0.141465E+01    0.411576E+01
    0.120625E+03    0.537784E+01    0.929741E-01    0.149641E+01    0.404090E+01
    0.120932E+03    0.533874E+01    0.936551E-01    0.153183E+01    0.400862E+01
    0.121479E+03    0.526899E+01    0.948949E-01    0.159512E+01    0.395115E+01
    0.122256E+03    0.516985E+01    0.967146E-01    0.168559E+01    0.386956E+01
    0.123253E+03    0.504343E+01    0.991388E-01    0.180219E+01    0.376538E+01
    0.124451E+03    0.489148E+01    0.102219E+00    0.194353E+01    0.364073E+01
    0.125831E+03    0.471769E+01    0.105984E+00    0.210790E+01    0.349823E+01
    0.127371E+03    0.452559E+01    0.110483E+00    0.229324E+01    0.334112E+01
    0.129046E+03    0.431957E+01    0.115752E+00    0.249715E+01    0.317316E+01
    0.130827E+03    0.410491E+01    0.121805E+00    0.271686E+01    0.299871E+01
    0.132686E+03    0.388769E+01    0.128611E+00    0.294925E+01    0.282260E+01
    0.134592E+03    0.367417E+01    0.136085E+00    0.319085E+01    0.264989E+01
    0.136514E+03    0.347067E+01    0.144064E+00    0.343790E+01    0.248571E+01
    0.138419E+03    0.328318E+01    0.152291E+00    0.368639E+01    0.233480E+01
    0.140278E+03    0.311679E+01    0.160422E+00    0.393212E+01    0.220116E+01
    0.142060E+03    0.297512E+01    0.168060E+00    0.417078E+01    0.208764E+01
    0.143734E+03    0.285967E+01    0.174846E+00    0.439802E+01    0.199567E+01
    0.145274E+03    0.276942E+01    0.180543E+00    0.460959E+01    0.192509E+01
    0.146655E+03    0.270450E+01    0.184877E+00    0.480138E+01    0.187425E+01
    0.147853E+03    0.266689E+01    0.187485E+00    0.496952E+01    0.184032E+01
    0.148849E+03    0.263454E+01    0.189787E+00    0.511054E+01    0.181972E+01
    0.149627E+03    0.263536E+01    0.189727E+00    0.522145E+01    0.180861E+01
    0.150174E+03    0.262173E+01    0.190713E+00    0.529982E+01    0.180349E+01
    0.150480E+03    0.261512E+01    0.191196E+00    0.534396E+01    0.180161E+01
    0.150625E+03    0.261996E+01    0.190842E+00    0.536477E+01    0.180097E+01
    0.150932E+03    0.270300E+01    0.184979E+00    0.540907E+01    0.180015E+01
    0.151479E+03    0.252040E+01    0.198381E+00    0.548828E+01    0.180048E+01
    0.152256E+03    0.259788E+01    0.192464E+00    0.560158E+01    0.180500E+01
    0.153253E+03    0.260383E+01    0.192025E+00    0.574773E+01    0.181782E+01
    0.154451E+03    0.263955E+01    0.189427E+00    0.592510E+01    0.184387E+01
    0.155831E+03    0.269280E+01    0.185681E+00    0.613163E+01    0.188843E+01
    0.157371E+03    0.277020E+01    0.180492E+00    0.636482E+01    0.195660E+01
    0.159046E+03    0.287962E+01    0.173634E+00    0.662171E+01    0.205262E+01
    0.160827E+03    0.302409E+01    0.165339E+00    0.689891E+01    0.217930E+01
    0.162686E+03    0.320399E+01    0.156056E+00    0.719262E+01    0.233746E+01
