#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.06000 temp=   0.30000
    0.110754E+01    0.336588E+02    0.148550E-01   -0.186507E+02    0.296546E+02
    0.579156E+01    0.336402E+02    0.148632E-01   -0.186334E+02    0.296374E+02
    0.140407E+02    0.335492E+02    0.149035E-01   -0.185390E+02    0.295430E+02
    0.255587E+02    0.332961E+02    0.150168E-01   -0.182830E+02    0.292869E+02
    0.399295E+02    0.327669E+02    0.152593E-01   -0.177303E+02    0.287342E+02
    0.566338E+02    0.318530E+02    0.156971E-01   -0.167595E+02    0.277635E+02
    0.750679E+02    0.304760E+02    0.164064E-01   -0.152761E+02    0.262801E+02
    0.945655E+02    0.285925E+02    0.174871E-01   -0.132823E+02    0.242862E+02
    0.114422E+03    0.262174E+02    0.190713E-01   -0.109085E+02    0.219124E+02
    0.133920E+03    0.234314E+02    0.213389E-01   -0.831245E+01    0.193164E+02
    0.152354E+03    0.203763E+02    0.245383E-01   -0.561289E+01    0.166168E+02
    0.169058E+03    0.172507E+02    0.289844E-01   -0.292381E+01    0.139277E+02
    0.183429E+03    0.142840E+02    0.350043E-01   -0.427927E+00    0.114319E+02
    0.194947E+03    0.117151E+02    0.426800E-01    0.169502E+01    0.930891E+01
    0.203196E+03    0.976715E+01    0.511920E-01    0.329040E+01    0.771353E+01
    0.207880E+03    0.861917E+01    0.580102E-01    0.422607E+01    0.677786E+01
    0.209060E+03    0.832512E+01    0.600592E-01    0.446513E+01    0.653880E+01
    0.209367E+03    0.824837E+01    0.606181E-01    0.452754E+01    0.647639E+01
    0.209913E+03    0.811116E+01    0.616435E-01    0.463897E+01    0.636496E+01
    0.210691E+03    0.791528E+01    0.631689E-01    0.479799E+01    0.620594E+01
    0.211687E+03    0.766301E+01    0.652485E-01    0.500251E+01    0.600142E+01
    0.212886E+03    0.735762E+01    0.679567E-01    0.524978E+01    0.575415E+01
    0.214266E+03    0.700304E+01    0.713976E-01    0.553643E+01    0.546750E+01
    0.215806E+03    0.660422E+01    0.757092E-01    0.585846E+01    0.514546E+01
    0.217481E+03    0.616701E+01    0.810765E-01    0.621129E+01    0.479264E+01
    0.219262E+03    0.569777E+01    0.877536E-01    0.658975E+01    0.441418E+01
    0.221121E+03    0.520258E+01    0.961061E-01    0.698819E+01    0.401576E+01
    0.223027E+03    0.468898E+01    0.106633E+00    0.740045E+01    0.360353E+01
    0.224948E+03    0.416506E+01    0.120046E+00    0.782000E+01    0.318409E+01
    0.226854E+03    0.364004E+01    0.137361E+00    0.824000E+01    0.276448E+01
    0.228713E+03    0.312385E+01    0.160059E+00    0.865338E+01    0.235241E+01
    0.230494E+03    0.262829E+01    0.190238E+00    0.905304E+01    0.195675E+01
    0.232169E+03    0.216717E+01    0.230715E+00    0.943191E+01    0.158877E+01
    0.233709E+03    0.176354E+01    0.283521E+00    0.978318E+01    0.126320E+01
    0.235089E+03    0.143347E+01    0.348804E+00    0.101004E+02    0.997063E+00
    0.236287E+03    0.118964E+01    0.420294E+00    0.103775E+02    0.803643E+00
    0.237284E+03    0.106359E+01    0.470107E+00    0.106092E+02    0.684150E+00
    0.238062E+03    0.101684E+01    0.491718E+00    0.107910E+02    0.624977E+00
    0.238608E+03    0.819132E+00    0.610402E+00    0.109192E+02    0.603980E+00
    0.238915E+03    0.500357E+00    0.999287E+00    0.109913E+02    0.600088E+00
    0.239060E+03    0.816609E+00    0.612288E+00    0.110253E+02    0.600254E+00
    0.239367E+03    0.760845E+00    0.657164E+00    0.110976E+02    0.604868E+00
    0.239913E+03    0.103004E+01    0.485418E+00    0.112267E+02    0.627320E+00
    0.240691E+03    0.102751E+01    0.486614E+00    0.114110E+02    0.689339E+00
    0.241687E+03    0.116342E+01    0.429767E+00    0.116480E+02    0.814514E+00
    0.242886E+03    0.141938E+01    0.352267E+00    0.119347E+02    0.101837E+01
    0.244266E+03    0.175998E+01    0.284095E+00    0.122672E+02    0.130131E+01
    0.245806E+03    0.218080E+01    0.229273E+00    0.126408E+02    0.165092E+01
    0.247481E+03    0.266845E+01    0.187375E+00    0.130503E+02    0.205081E+01
    0.249262E+03    0.319804E+01    0.156346E+00    0.134896E+02    0.248692E+01
    0.251121E+03    0.375695E+01    0.133087E+00    0.139522E+02    0.294859E+01
    0.253027E+03    0.433400E+01    0.115367E+00    0.144309E+02    0.342709E+01
    0.254948E+03    0.491891E+01    0.101649E+00    0.149182E+02    0.391434E+01
    0.256854E+03    0.550174E+01    0.908804E-01    0.154062E+02    0.440231E+01
    0.258713E+03    0.607298E+01    0.823320E-01    0.158868E+02    0.488284E+01
    0.260494E+03    0.662393E+01    0.754838E-01    0.163517E+02    0.534773E+01
    0.262169E+03    0.714491E+01    0.699799E-01    0.167927E+02    0.578876E+01
    0.263709E+03    0.762609E+01    0.655644E-01    0.172019E+02    0.619793E+01
    0.265089E+03    0.805912E+01    0.620415E-01    0.175715E+02    0.656761E+01
    0.266287E+03    0.843663E+01    0.592654E-01    0.178947E+02    0.689074E+01
    0.267284E+03    0.875148E+01    0.571332E-01    0.181650E+02    0.716104E+01
    0.268062E+03    0.899791E+01    0.555684E-01    0.183771E+02    0.737315E+01
    0.268608E+03    0.917158E+01    0.545162E-01    0.185267E+02    0.752279E+01
    0.268915E+03    0.926909E+01    0.539427E-01    0.186109E+02    0.760698E+01
    0.269461E+03    0.944310E+01    0.529487E-01    0.187611E+02    0.775718E+01
    0.271481E+03    0.100890E+02    0.495590E-01    0.193206E+02    0.831663E+01
    0.275100E+03    0.112567E+02    0.444180E-01    0.203392E+02    0.933532E+01
    0.280292E+03    0.129566E+02    0.385905E-01    0.218402E+02    0.108363E+02
    0.287025E+03    0.152042E+02    0.328856E-01    0.238571E+02    0.128532E+02
    0.295255E+03    0.180211E+02    0.277453E-01    0.264280E+02    0.154240E+02
    0.304936E+03    0.214342E+02    0.233272E-01    0.295813E+02    0.185773E+02
    0.316020E+03    0.254763E+02    0.196261E-01    0.333592E+02    0.223553E+02
    0.328459E+03    0.301833E+02    0.165654E-01    0.378457E+02    0.268418E+02
    0.342207E+03    0.355965E+02    0.140463E-01    0.431013E+02    0.320974E+02
    0.357225E+03    0.417615E+02    0.119728E-01    0.492093E+02    0.382054E+02
    0.373482E+03    0.487272E+02    0.102612E-01    0.561443E+02    0.451404E+02
