#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.06000 temp=   0.30000
    0.110754E+01    0.337852E+02    0.147994E-01   -0.185340E+02    0.298145E+02
    0.579156E+01    0.337667E+02    0.148075E-01   -0.185140E+02    0.297946E+02
    0.140407E+02    0.336759E+02    0.148474E-01   -0.184181E+02    0.296986E+02
    0.255587E+02    0.334225E+02    0.149600E-01   -0.181626E+02    0.294431E+02
    0.399295E+02    0.328924E+02    0.152011E-01   -0.176102E+02    0.288907E+02
    0.566338E+02    0.319770E+02    0.156363E-01   -0.166473E+02    0.279278E+02
    0.750679E+02    0.305965E+02    0.163417E-01   -0.151807E+02    0.264612E+02
    0.945655E+02    0.287095E+02    0.174158E-01   -0.132001E+02    0.244806E+02
    0.114422E+03    0.263326E+02    0.189879E-01   -0.108247E+02    0.221052E+02
    0.133920E+03    0.235453E+02    0.212357E-01   -0.820473E+01    0.194852E+02
    0.152354E+03    0.204890E+02    0.244033E-01   -0.546592E+01    0.167464E+02
    0.169058E+03    0.173623E+02    0.287980E-01   -0.274643E+01    0.140269E+02
    0.183429E+03    0.143957E+02    0.347327E-01   -0.227563E+00    0.115081E+02
    0.194947E+03    0.118281E+02    0.422724E-01    0.191020E+01    0.937032E+01
    0.203196E+03    0.988206E+01    0.505967E-01    0.351377E+01    0.776674E+01
    0.207880E+03    0.873565E+01    0.572367E-01    0.445327E+01    0.682725E+01
    0.209060E+03    0.844209E+01    0.592271E-01    0.469320E+01    0.658731E+01
    0.209367E+03    0.836541E+01    0.597700E-01    0.475584E+01    0.652468E+01
    0.209913E+03    0.822847E+01    0.607646E-01    0.486766E+01    0.641285E+01
    0.210691E+03    0.803285E+01    0.622444E-01    0.502724E+01    0.625328E+01
    0.211687E+03    0.778104E+01    0.642588E-01    0.523246E+01    0.604805E+01
    0.212886E+03    0.747633E+01    0.668777E-01    0.548057E+01    0.579995E+01
    0.214266E+03    0.712270E+01    0.701981E-01    0.576817E+01    0.551235E+01
    0.215806E+03    0.672500E+01    0.743495E-01    0.609125E+01    0.518926E+01
    0.217481E+03    0.628872E+01    0.795074E-01    0.644521E+01    0.483531E+01
    0.219262E+03    0.582044E+01    0.859042E-01    0.682486E+01    0.445566E+01
    0.221121E+03    0.532674E+01    0.938661E-01    0.722452E+01    0.405600E+01
    0.223027E+03    0.481517E+01    0.103838E+00    0.763805E+01    0.364251E+01
    0.224948E+03    0.429390E+01    0.116444E+00    0.805890E+01    0.322176E+01
    0.226854E+03    0.377239E+01    0.132542E+00    0.848022E+01    0.280079E+01
    0.228713E+03    0.326095E+01    0.153329E+00    0.889492E+01    0.238727E+01
    0.230494E+03    0.277165E+01    0.180398E+00    0.929586E+01    0.198998E+01
    0.232169E+03    0.231961E+01    0.215553E+00    0.967594E+01    0.161991E+01
    0.233709E+03    0.192342E+01    0.259954E+00    0.100283E+02    0.129134E+01
    0.235089E+03    0.160194E+01    0.312122E+00    0.103465E+02    0.102089E+01
    0.236287E+03    0.136798E+01    0.365502E+00    0.106245E+02    0.821950E+00
    0.237284E+03    0.122409E+01    0.408466E+00    0.108570E+02    0.696491E+00
    0.238062E+03    0.115234E+01    0.433899E+00    0.110393E+02    0.631970E+00
    0.238608E+03    0.110590E+01    0.452120E+00    0.111680E+02    0.607020E+00
    0.238915E+03    0.107196E+01    0.466436E+00    0.112403E+02    0.600897E+00
    0.239060E+03    0.123800E+01    0.403878E+00    0.112744E+02    0.600021E+00
    0.239367E+03    0.104921E+01    0.476549E+00    0.113469E+02    0.602448E+00
    0.239913E+03    0.112993E+01    0.442504E+00    0.114764E+02    0.621172E+00
    0.240691E+03    0.117589E+01    0.425209E+00    0.116613E+02    0.678463E+00
    0.241687E+03    0.130627E+01    0.382770E+00    0.118991E+02    0.798900E+00
    0.242886E+03    0.153191E+01    0.326390E+00    0.121868E+02    0.999149E+00
    0.244266E+03    0.185411E+01    0.269671E+00    0.125203E+02    0.128025E+01
    0.245806E+03    0.226188E+01    0.221055E+00    0.128953E+02    0.162965E+01
    0.247481E+03    0.273655E+01    0.182712E+00    0.133062E+02    0.203039E+01
    0.249262E+03    0.325822E+01    0.153458E+00    0.137471E+02    0.246790E+01
    0.251121E+03    0.381181E+01    0.131171E+00    0.142114E+02    0.293120E+01
    0.253027E+03    0.438507E+01    0.114023E+00    0.146919E+02    0.341144E+01
    0.254948E+03    0.496734E+01    0.100657E+00    0.151809E+02    0.390043E+01
    0.256854E+03    0.554818E+01    0.901196E-01    0.156706E+02    0.439007E+01
    0.258713E+03    0.611803E+01    0.817256E-01    0.161527E+02    0.487215E+01
