
#   rho [fm-3]      T [MeV]      kf [fm-1]      Gap(kf) [MeV]
    2.895675E-02    1.000000E-01    9.500000E-01    2.145339E+00
    2.895675E-02    2.000000E-01    9.500000E-01    2.140820E+00
    2.895675E-02    3.000000E-01    9.500000E-01    2.139261E+00
    2.895675E-02    4.000000E-01    9.500000E-01    2.129686E+00
    2.895675E-02    5.000000E-01    9.500000E-01    2.103218E+00
    2.895675E-02    6.000000E-01    9.500000E-01    2.052189E+00
    2.895675E-02    7.000000E-01    9.500000E-01    1.969966E+00
    2.895675E-02    8.000000E-01    9.500000E-01    1.849270E+00
    2.895675E-02    9.000000E-01    9.500000E-01    1.679701E+00
    2.895675E-02    1.000000E+00    9.500000E-01    1.442604E+00
    2.895675E-02    1.100000E+00    9.500000E-01    1.093749E+00
    2.895675E-02    1.200000E+00    9.500000E-01    4.068241E-01
    2.895675E-02    1.300000E+00    9.500000E-01    3.357700E-06
    2.895675E-02    1.400000E+00    9.500000E-01    1.576115E-06
