#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.05000 temp=   0.60000
    0.103286E+01    0.297012E+02    0.168344E-01   -0.153801E+02    0.262030E+02
    0.540105E+01    0.296857E+02    0.168431E-01   -0.153617E+02    0.261846E+02
    0.130940E+02    0.296066E+02    0.168881E-01   -0.152661E+02    0.260890E+02
    0.238353E+02    0.293841E+02    0.170160E-01   -0.150068E+02    0.258297E+02
    0.372372E+02    0.289214E+02    0.172883E-01   -0.144702E+02    0.252931E+02
    0.528151E+02    0.281259E+02    0.177772E-01   -0.135563E+02    0.243792E+02
    0.700062E+02    0.269301E+02    0.185666E-01   -0.122282E+02    0.230511E+02
    0.881891E+02    0.252948E+02    0.197669E-01   -0.105317E+02    0.213546E+02
    0.106707E+03    0.232330E+02    0.215211E-01   -0.855676E+01    0.193797E+02
    0.124890E+03    0.208184E+02    0.240172E-01   -0.638557E+01    0.172085E+02
    0.142081E+03    0.181742E+02    0.275115E-01   -0.408437E+01    0.149073E+02
    0.157659E+03    0.154719E+02    0.323167E-01   -0.178107E+01    0.126040E+02
    0.171060E+03    0.129089E+02    0.387329E-01    0.372704E+00    0.104502E+02
    0.181802E+03    0.106937E+02    0.467564E-01    0.222400E+01    0.859893E+01
    0.189495E+03    0.901572E+01    0.554587E-01    0.362416E+01    0.719885E+01
    0.193863E+03    0.802826E+01    0.622800E-01    0.444515E+01    0.637808E+01
    0.194968E+03    0.777459E+01    0.643121E-01    0.465559E+01    0.616776E+01
    0.195275E+03    0.770383E+01    0.649028E-01    0.471422E+01    0.610916E+01
    0.195822E+03    0.757758E+01    0.659842E-01    0.481889E+01    0.600457E+01
    0.196600E+03    0.739716E+01    0.675935E-01    0.496826E+01    0.585533E+01
    0.197596E+03    0.716514E+01    0.697823E-01    0.516034E+01    0.566348E+01
    0.198794E+03    0.688446E+01    0.726273E-01    0.539254E+01    0.543165E+01
    0.200174E+03    0.655899E+01    0.762313E-01    0.566168E+01    0.516314E+01
    0.201714E+03    0.619340E+01    0.807311E-01    0.596398E+01    0.486189E+01
    0.203389E+03    0.579331E+01    0.863064E-01    0.629512E+01    0.453258E+01
    0.205170E+03    0.536519E+01    0.931933E-01    0.665019E+01    0.418070E+01
    0.207029E+03    0.491658E+01    0.101697E+00    0.702381E+01    0.381265E+01
    0.208935E+03    0.445662E+01    0.112193E+00    0.741019E+01    0.343592E+01
    0.210857E+03    0.399607E+01    0.125123E+00    0.780321E+01    0.305935E+01
    0.212763E+03    0.354742E+01    0.140947E+00    0.819654E+01    0.269319E+01
    0.214621E+03    0.312534E+01    0.159982E+00    0.858370E+01    0.234908E+01
    0.216403E+03    0.274391E+01    0.182222E+00    0.895815E+01    0.203925E+01
    0.218077E+03    0.242335E+01    0.206326E+00    0.931335E+01    0.177491E+01
    0.219617E+03    0.215318E+01    0.232214E+00    0.964284E+01    0.156399E+01
    0.220998E+03    0.195326E+01    0.255982E+00    0.994046E+01    0.140890E+01
    0.222196E+03    0.181634E+01    0.275279E+00    0.102005E+02    0.130571E+01
    0.223192E+03    0.173020E+01    0.288985E+00    0.104180E+02    0.124519E+01
    0.223970E+03    0.181164E+01    0.275994E+00    0.105886E+02    0.121521E+01
    0.224517E+03    0.157211E+01    0.318044E+00    0.107090E+02    0.120360E+01
    0.224824E+03    0.187393E+01    0.266818E+00    0.107767E+02    0.120059E+01
    0.224968E+03    0.741718E+01    0.674111E-01    0.108086E+02    0.120006E+01
    0.225275E+03    0.151840E+01    0.329294E+00    0.108764E+02    0.120079E+01
    0.225822E+03    0.175679E+01    0.284610E+00    0.109976E+02    0.120846E+01
