#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   0.20000
    0.123500E+01    0.416852E+02    0.119947E-01   -0.234755E+02    0.368052E+02
    0.645811E+01    0.416613E+02    0.120016E-01   -0.234569E+02    0.367866E+02
    0.156566E+02    0.415431E+02    0.120357E-01   -0.233478E+02    0.366775E+02
    0.285002E+02    0.412135E+02    0.121320E-01   -0.230433E+02    0.363730E+02
    0.445250E+02    0.405366E+02    0.123345E-01   -0.223684E+02    0.356981E+02
    0.631518E+02    0.393807E+02    0.126966E-01   -0.211843E+02    0.345139E+02
    0.837074E+02    0.376368E+02    0.132849E-01   -0.194018E+02    0.327315E+02
    0.105449E+03    0.352522E+02    0.141835E-01   -0.169698E+02    0.302994E+02
    0.127591E+03    0.322481E+02    0.155048E-01   -0.139775E+02    0.273072E+02
    0.149332E+03    0.287203E+02    0.174093E-01   -0.106349E+02    0.239646E+02
    0.169888E+03    0.248496E+02    0.201211E-01   -0.717237E+01    0.205020E+02
    0.188515E+03    0.208807E+02    0.239455E-01   -0.373969E+01    0.170694E+02
    0.204539E+03    0.171058E+02    0.292299E-01   -0.527757E+00    0.138574E+02
    0.217383E+03    0.138337E+02    0.361436E-01    0.222707E+01    0.111026E+02
    0.226582E+03    0.113496E+02    0.440544E-01    0.430340E+01    0.902627E+01
    0.231805E+03    0.988431E+01    0.505852E-01    0.552041E+01    0.780926E+01
    0.233112E+03    0.951135E+01    0.525688E-01    0.582905E+01    0.750062E+01
    0.233419E+03    0.942341E+01    0.530593E-01    0.590174E+01    0.742793E+01
    0.233966E+03    0.926634E+01    0.539588E-01    0.603147E+01    0.729820E+01
    0.234743E+03    0.904214E+01    0.552966E-01    0.621649E+01    0.711317E+01
    0.235740E+03    0.875365E+01    0.571191E-01    0.645426E+01    0.687541E+01
    0.236938E+03    0.840455E+01    0.594916E-01    0.674143E+01    0.658823E+01
    0.238318E+03    0.799952E+01    0.625037E-01    0.707394E+01    0.625572E+01
    0.239858E+03    0.754396E+01    0.662781E-01    0.744698E+01    0.588269E+01
    0.241533E+03    0.704426E+01    0.709798E-01    0.785504E+01    0.547463E+01
    0.243314E+03    0.650752E+01    0.768342E-01    0.829196E+01    0.503771E+01
    0.245173E+03    0.594250E+01    0.841397E-01    0.875099E+01    0.457867E+01
    0.247079E+03    0.535730E+01    0.933306E-01    0.922491E+01    0.410476E+01
    0.249001E+03    0.476058E+01    0.105029E+00    0.970608E+01    0.362359E+01
    0.250906E+03    0.416232E+01    0.120125E+00    0.101866E+02    0.314302E+01
    0.252765E+03    0.357294E+01    0.139941E+00    0.106586E+02    0.267107E+01
    0.254547E+03    0.300309E+01    0.166495E+00    0.111139E+02    0.221579E+01
    0.256221E+03    0.246428E+01    0.202899E+00    0.115448E+02    0.178536E+01
    0.257761E+03    0.197000E+01    0.253808E+00    0.119435E+02    0.138886E+01
    0.259142E+03    0.153942E+01    0.324797E+00    0.123030E+02    0.103886E+01
    0.260340E+03    0.119836E+01    0.417238E+00    0.126166E+02    0.754588E+00
    0.261336E+03    0.969829E+00    0.515555E+00    0.128785E+02    0.556778E+00
    0.262114E+03    0.855211E+00    0.584651E+00    0.130838E+02    0.449159E+00
    0.262661E+03    0.749415E+00    0.667187E+00    0.132285E+02    0.408498E+00
    0.262968E+03    0.794692E+00    0.629175E+00    0.133098E+02    0.400328E+00
    0.263112E+03    0.552555E+00    0.904887E+00    0.133481E+02    0.400284E+00
    0.263419E+03    0.736755E+00    0.678652E+00    0.134296E+02    0.408292E+00
    0.263966E+03    0.819379E+00    0.610218E+00    0.135751E+02    0.448983E+00
    0.264743E+03    0.942720E+00    0.530380E+00    0.137826E+02    0.557950E+00
    0.265740E+03    0.116597E+01    0.428827E+00    0.140494E+02    0.760234E+00
    0.266938E+03    0.150713E+01    0.331757E+00    0.143718E+02    0.105354E+01
    0.268318E+03    0.194551E+01    0.257002E+00    0.147452E+02    0.141796E+01
    0.269858E+03    0.245305E+01    0.203828E+00    0.151646E+02    0.183529E+01
    0.271533E+03    0.301246E+01    0.165977E+00    0.156238E+02    0.229417E+01
    0.273314E+03    0.361163E+01    0.138442E+00    0.161162E+02    0.278650E+01
    0.275173E+03    0.424018E+01    0.117920E+00    0.166343E+02    0.330468E+01
    0.277079E+03    0.488785E+01    0.102294E+00    0.171704E+02    0.384070E+01
    0.279001E+03    0.554386E+01    0.901899E-01    0.177158E+02    0.438609E+01
