#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   0.40000
    0.719171E+00    0.165227E+02    0.302614E-01   -0.836074E+01    0.148238E+02
    0.376071E+01    0.165150E+02    0.302755E-01   -0.835101E+01    0.148140E+02
    0.911723E+01    0.164760E+02    0.303472E-01   -0.830467E+01    0.147677E+02
    0.165964E+02    0.163660E+02    0.305511E-01   -0.817881E+01    0.146418E+02
    0.259280E+02    0.161404E+02    0.309781E-01   -0.792198E+01    0.143850E+02
    0.367748E+02    0.157558E+02    0.317344E-01   -0.748383E+01    0.139468E+02
    0.487449E+02    0.151746E+02    0.329498E-01   -0.682822E+01    0.132912E+02
    0.614055E+02    0.143816E+02    0.347665E-01   -0.595417E+01    0.124172E+02
    0.742991E+02    0.133870E+02    0.373497E-01   -0.489817E+01    0.113612E+02
    0.869598E+02    0.122252E+02    0.408991E-01   -0.372100E+01    0.101840E+02
    0.989298E+02    0.109580E+02    0.456287E-01   -0.250104E+01    0.896406E+01
    0.109777E+03    0.966452E+01    0.517356E-01   -0.131632E+01    0.777934E+01
    0.119108E+03    0.844208E+01    0.592271E-01   -0.236591E+00    0.669961E+01
    0.126587E+03    0.738669E+01    0.676893E-01    0.670156E+00    0.579287E+01
    0.131944E+03    0.658829E+01    0.758923E-01    0.134438E+01    0.511867E+01
    0.134985E+03    0.611990E+01    0.817007E-01    0.173665E+01    0.472644E+01
    0.135777E+03    0.599630E+01    0.833848E-01    0.183981E+01    0.462330E+01
    0.136084E+03    0.594815E+01    0.840598E-01    0.187993E+01    0.458318E+01
    0.136631E+03    0.586219E+01    0.852924E-01    0.195159E+01    0.451154E+01
    0.137408E+03    0.573945E+01    0.871164E-01    0.205391E+01    0.440925E+01
    0.138405E+03    0.558098E+01    0.895899E-01    0.218560E+01    0.427761E+01
    0.139603E+03    0.538918E+01    0.927785E-01    0.234497E+01    0.411833E+01
