#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.70000
    0.947423E+00    0.253886E+02    0.196938E-01   -0.132988E+02    0.227941E+02
    0.495429E+01    0.253749E+02    0.197045E-01   -0.132854E+02    0.227808E+02
    0.120109E+02    0.253075E+02    0.197570E-01   -0.132089E+02    0.227042E+02
    0.218638E+02    0.251205E+02    0.199041E-01   -0.129891E+02    0.224845E+02
    0.341570E+02    0.247362E+02    0.202133E-01   -0.125350E+02    0.220304E+02
    0.484465E+02    0.240757E+02    0.207678E-01   -0.117749E+02    0.212703E+02
    0.642156E+02    0.230750E+02    0.216685E-01   -0.106749E+02    0.201703E+02
    0.808945E+02    0.217067E+02    0.230344E-01   -0.923891E+01    0.187343E+02
    0.978803E+02    0.199844E+02    0.250195E-01   -0.751247E+01    0.170079E+02
    0.114559E+03    0.179676E+02    0.278279E-01   -0.557084E+01    0.150662E+02
    0.130328E+03    0.157611E+02    0.317236E-01   -0.351863E+01    0.130140E+02
    0.144618E+03    0.135080E+02    0.370151E-01   -0.149826E+01    0.109937E+02
    0.156911E+03    0.113749E+02    0.439563E-01    0.355510E+00    0.913992E+01
    0.166764E+03    0.953302E+01    0.524493E-01    0.192328E+01    0.757241E+01
    0.173820E+03    0.814262E+01    0.614053E-01    0.309348E+01    0.640328E+01
    0.177827E+03    0.732772E+01    0.682341E-01    0.377729E+01    0.572134E+01
    0.178847E+03    0.711766E+01    0.702478E-01    0.395356E+01    0.554587E+01
    0.179154E+03    0.705431E+01    0.708787E-01    0.400679E+01    0.549292E+01
    0.179701E+03    0.694118E+01    0.720338E-01    0.410185E+01    0.539840E+01
    0.180479E+03    0.677968E+01    0.737498E-01    0.423754E+01    0.526360E+01
    0.181475E+03    0.657226E+01    0.760773E-01    0.441211E+01    0.509041E+01
    0.182673E+03    0.632184E+01    0.790908E-01    0.462330E+01    0.488135E+01
    0.184053E+03    0.603223E+01    0.828881E-01    0.486828E+01    0.463958E+01
    0.185593E+03    0.570818E+01    0.875936E-01    0.514376E+01    0.436904E+01
    0.187268E+03    0.535546E+01    0.933627E-01    0.544589E+01    0.407447E+01
    0.189049E+03    0.498108E+01    0.100380E+00    0.577031E+01    0.376165E+01
    0.190908E+03    0.459344E+01    0.108851E+00    0.611215E+01    0.343754E+01
    0.192814E+03    0.420210E+01    0.118988E+00    0.646611E+01    0.311033E+01
    0.194736E+03    0.381844E+01    0.130944E+00    0.682649E+01    0.278947E+01
    0.196642E+03    0.345450E+01    0.144739E+00    0.718739E+01    0.248530E+01
    0.198500E+03    0.312255E+01    0.160125E+00    0.754275E+01    0.220834E+01
    0.200282E+03    0.283371E+01    0.176447E+00    0.788644E+01    0.196812E+01
    0.201956E+03    0.259641E+01    0.192573E+00    0.821238E+01    0.177161E+01
    0.203496E+03    0.241432E+01    0.207098E+00    0.851464E+01    0.162186E+01
    0.204877E+03    0.228579E+01    0.218743E+00    0.878761E+01    0.151729E+01
