
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    9.821783E-01    0.000000E+00    1.747863E+00
    9.821783E-01    4.000000E-01    1.434927E+00
    9.821783E-01    6.000000E-01    9.027804E-01
    9.821783E-01    8.000000E-01    2.346534E-06
    9.821783E-01    9.000000E-01    1.221475E-06
    9.821783E-01    1.000000E+00    8.439249E-07
