
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    6.665105E-01    0.000000E+00    2.186637E+00
    6.665105E-01    2.000000E-01    2.022278E+00
    6.665105E-01    4.000000E-01    1.975000E+00
    6.665105E-01    6.000000E-01    1.608255E+00
    6.665105E-01    7.000000E-01    1.314026E+00
    6.665105E-01    8.000000E-01    1.104589E+00
    6.665105E-01    9.000000E-01    2.274852E-05
    6.665105E-01    1.000000E+00    2.089936E-06
