#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.06000 temp=   0.20000
    0.110754E+01    0.339383E+02    0.147326E-01   -0.178176E+02    0.301659E+02
    0.579156E+01    0.339197E+02    0.147407E-01   -0.177998E+02    0.301481E+02
    0.140407E+02    0.338267E+02    0.147812E-01   -0.177090E+02    0.300573E+02
    0.255587E+02    0.335671E+02    0.148955E-01   -0.174630E+02    0.298113E+02
    0.399295E+02    0.330315E+02    0.151371E-01   -0.169403E+02    0.292886E+02
    0.566338E+02    0.321092E+02    0.155719E-01   -0.160354E+02    0.283837E+02
    0.750679E+02    0.307158E+02    0.162783E-01   -0.146562E+02    0.270045E+02
    0.945655E+02    0.288121E+02    0.173538E-01   -0.127709E+02    0.251192E+02
    0.114422E+03    0.264163E+02    0.189277E-01   -0.104369E+02    0.227852E+02
    0.133920E+03    0.236067E+02    0.211804E-01   -0.777480E+01    0.201231E+02
    0.152354E+03    0.205290E+02    0.243557E-01   -0.491821E+01    0.172665E+02
    0.169058E+03    0.173832E+02    0.287633E-01   -0.206659E+01    0.144149E+02
    0.183429E+03    0.144008E+02    0.347203E-01    0.566683E+00    0.117816E+02
    0.194947E+03    0.118199E+02    0.423017E-01    0.279229E+01    0.955600E+01
    0.203196E+03    0.986267E+01    0.506962E-01    0.445034E+01    0.789796E+01
    0.207880E+03    0.871005E+01    0.574050E-01    0.541679E+01    0.693151E+01
    0.209060E+03    0.841460E+01    0.594206E-01    0.566315E+01    0.668514E+01
    0.209367E+03    0.833738E+01    0.599708E-01    0.572744E+01    0.662086E+01
    0.209913E+03    0.819964E+01    0.609783E-01    0.584218E+01    0.650611E+01
    0.210691E+03    0.800287E+01    0.624776E-01    0.600587E+01    0.634243E+01
    0.211687E+03    0.774976E+01    0.645182E-01    0.621627E+01    0.613202E+01
    0.212886E+03    0.744314E+01    0.671759E-01    0.647050E+01    0.587779E+01
    0.214266E+03    0.708654E+01    0.705563E-01    0.676502E+01    0.558327E+01
    0.215806E+03    0.668506E+01    0.747937E-01    0.709568E+01    0.525262E+01
    0.217481E+03    0.624547E+01    0.800580E-01    0.745772E+01    0.489057E+01
