
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    1.333021E+00    0.000000E+00    3.338589E-01
    1.333021E+00    2.000000E-01    5.907585E-07
    1.333021E+00    4.000000E-01    3.263169E-07
    1.333021E+00    6.000000E-01    2.520474E-07
    1.333021E+00    7.000000E-01    2.288608E-07
    1.333021E+00    8.000000E-01    2.133866E-07
    1.333021E+00    9.000000E-01    2.007601E-07
    1.333021E+00    1.000000E+00    1.998681E-07
