#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   1.00000
    0.719171E+00    0.166865E+02    0.299643E-01   -0.841066E+01    0.148330E+02
    0.376071E+01    0.166790E+02    0.299778E-01   -0.840100E+01    0.148233E+02
    0.911723E+01    0.166406E+02    0.300471E-01   -0.835304E+01    0.147753E+02
    0.165964E+02    0.165308E+02    0.302465E-01   -0.822025E+01    0.146425E+02
    0.259280E+02    0.163040E+02    0.306673E-01   -0.794446E+01    0.143667E+02
    0.367748E+02    0.159184E+02    0.314101E-01   -0.747342E+01    0.138957E+02
    0.487449E+02    0.153349E+02    0.326055E-01   -0.677722E+01    0.131995E+02
    0.614055E+02    0.145394E+02    0.343894E-01   -0.586570E+01    0.122881E+02
    0.742991E+02    0.135426E+02    0.369206E-01   -0.478639E+01    0.112090E+02
    0.869598E+02    0.123780E+02    0.403942E-01   -0.360368E+01    0.100268E+02
    0.989298E+02    0.111092E+02    0.450076E-01   -0.239891E+01    0.882379E+01
    0.109777E+03    0.981519E+01    0.509415E-01   -0.124355E+01    0.767302E+01
    0.119108E+03    0.859799E+01    0.581531E-01   -0.197298E+00    0.663726E+01
    0.126587E+03    0.755849E+01    0.661508E-01    0.676568E+00    0.578256E+01
    0.131944E+03    0.678324E+01    0.737111E-01    0.132555E+01    0.515946E+01
    0.134985E+03    0.633534E+01    0.789223E-01    0.170285E+01    0.480438E+01
    0.135777E+03    0.621856E+01    0.804044E-01    0.180200E+01    0.471220E+01
    0.136084E+03    0.617316E+01    0.809958E-01    0.184055E+01    0.467650E+01
    0.136631E+03    0.609219E+01    0.820723E-01    0.190940E+01    0.461296E+01
    0.137408E+03    0.597737E+01    0.836489E-01    0.200767E+01    0.452274E+01
    0.138405E+03    0.583018E+01    0.857607E-01    0.213412E+01    0.440754E+01
    0.139603E+03    0.565341E+01    0.884421E-01    0.228712E+01    0.426963E+01
    0.140983E+03    0.545037E+01    0.917370E-01    0.246468E+01    0.411180E+01
    0.142523E+03    0.522592E+01    0.956770E-01    0.266445E+01    0.393739E+01
    0.144198E+03    0.498416E+01    0.100318E+00    0.288376E+01    0.375030E+01
    0.145979E+03    0.473049E+01    0.105697E+00    0.311955E+01    0.355497E+01
    0.147838E+03    0.447172E+01    0.111814E+00    0.336841E+01    0.335627E+01
    0.149744E+03    0.421535E+01    0.118614E+00    0.362662E+01    0.315936E+01
    0.151665E+03    0.396908E+01    0.125974E+00    0.389018E+01    0.296942E+01
    0.153571E+03    0.373974E+01    0.133699E+00    0.415492E+01    0.279137E+01
    0.155430E+03    0.353244E+01    0.141545E+00    0.441657E+01    0.262943E+01
    0.157212E+03    0.334979E+01    0.149263E+00    0.467079E+01    0.248692E+01
    0.158886E+03    0.318985E+01    0.156747E+00    0.491312E+01    0.236592E+01
