
#   rho [fm-3]      T [MeV]      kf [fm-1]      Gap(kf) [MeV]
    1.729215E-02    1.000000E-04    8.000000E-01    2.934438E+00
    1.729215E-02    1.001000E-01    8.000000E-01    2.934438E+00
    1.729215E-02    2.001000E-01    8.000000E-01    2.934437E+00
    1.729215E-02    3.001000E-01    8.000000E-01    2.934302E+00
    1.729215E-02    4.001000E-01    8.000000E-01    2.932631E+00
    1.729215E-02    5.001000E-01    8.000000E-01    2.925612E+00
    1.729215E-02    6.001000E-01    8.000000E-01    2.908249E+00
    1.729215E-02    7.001000E-01    8.000000E-01    2.875846E+00
    1.729215E-02    8.001000E-01    8.000000E-01    2.824345E+00
    1.729215E-02    9.001000E-01    8.000000E-01    2.750015E+00
    1.729215E-02    1.000100E+00    8.000000E-01    2.648941E+00
    1.729215E-02    1.100100E+00    8.000000E-01    2.516371E+00
    1.729215E-02    1.200100E+00    8.000000E-01    2.345760E+00
    1.729215E-02    1.300100E+00    8.000000E-01    2.126977E+00
    1.729215E-02    1.400100E+00    8.000000E-01    1.842085E+00
    1.729215E-02    1.500100E+00    8.000000E-01    1.451885E+00
    1.729215E-02    1.600100E+00    8.000000E-01    8.163374E-01
    1.729215E-02    1.700100E+00    8.000000E-01    5.843215E-06
    1.729215E-02    1.800100E+00    8.000000E-01    2.189874E-06
    1.729215E-02    1.900100E+00    8.000000E-01    1.362237E-06
