#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.03000 temp=   0.80000
    0.846253E+00    0.210323E+02    0.237729E-01   -0.111279E+02    0.191188E+02
    0.442525E+01    0.210214E+02    0.237853E-01   -0.111164E+02    0.191073E+02
    0.107283E+02    0.209666E+02    0.238474E-01   -0.110566E+02    0.190476E+02
    0.195291E+02    0.208137E+02    0.240226E-01   -0.108866E+02    0.188775E+02
    0.305096E+02    0.205005E+02    0.243897E-01   -0.105261E+02    0.185170E+02
    0.432731E+02    0.199657E+02    0.250430E-01   -0.991109E+01    0.179021E+02
    0.573584E+02    0.191620E+02    0.260933E-01   -0.901317E+01    0.170041E+02
    0.722562E+02    0.180686E+02    0.276724E-01   -0.784197E+01    0.158329E+02
    0.874282E+02    0.166964E+02    0.299466E-01   -0.642320E+01    0.144142E+02
    0.102326E+03    0.150941E+02    0.331255E-01   -0.481907E+01    0.128100E+02
    0.116411E+03    0.133455E+02    0.374657E-01   -0.313037E+01    0.111213E+02
    0.129175E+03    0.115642E+02    0.432370E-01   -0.147638E+01    0.946748E+01
    0.140155E+03    0.987988E+01    0.506079E-01    0.324592E-01    0.795927E+01
    0.148956E+03    0.842835E+01    0.593236E-01    0.129935E+01    0.669474E+01
    0.155259E+03    0.733583E+01    0.681586E-01    0.224059E+01    0.575907E+01
    0.158838E+03    0.669865E+01    0.746419E-01    0.278809E+01    0.521849E+01
    0.159757E+03    0.653343E+01    0.765294E-01    0.293016E+01    0.507895E+01
    0.160064E+03    0.647818E+01    0.771822E-01    0.297778E+01    0.503226E+01
    0.160610E+03    0.637961E+01    0.783747E-01    0.306281E+01    0.494902E+01
    0.161388E+03    0.623890E+01    0.801423E-01    0.318418E+01    0.483047E+01
    0.162384E+03    0.605855E+01    0.825279E-01    0.334032E+01    0.467852E+01
    0.163583E+03    0.584115E+01    0.855996E-01    0.352918E+01    0.449567E+01
    0.164963E+03    0.559040E+01    0.894390E-01    0.374824E+01    0.428515E+01
    0.166503E+03    0.531100E+01    0.941442E-01    0.399450E+01    0.405093E+01
    0.168178E+03    0.500857E+01    0.998289E-01    0.426450E+01    0.379783E+01
    0.169959E+03    0.468971E+01    0.106616E+00    0.455436E+01    0.353156E+01
    0.171818E+03    0.436216E+01    0.114622E+00    0.485979E+01    0.325872E+01
    0.173724E+03    0.403475E+01    0.123923E+00    0.517617E+01    0.298678E+01
    0.175645E+03    0.371712E+01    0.134513E+00    0.549853E+01    0.272380E+01
    0.177551E+03    0.341918E+01    0.146234E+00    0.582168E+01    0.247800E+01
    0.179410E+03    0.315018E+01    0.158721E+00    0.614025E+01    0.225708E+01
    0.181191E+03    0.291806E+01    0.171347E+00    0.644875E+01    0.206730E+01
    0.182866E+03    0.272754E+01    0.183315E+00    0.674168E+01    0.191266E+01
    0.184406E+03    0.258025E+01    0.193780E+00    0.701366E+01    0.179421E+01
    0.185786E+03    0.247501E+01    0.202020E+00    0.725953E+01    0.170994E+01
    0.186984E+03    0.240589E+01    0.207823E+00    0.747454E+01    0.165518E+01
    0.187981E+03    0.235732E+01    0.212105E+00    0.765445E+01    0.162352E+01
    0.188759E+03    0.235569E+01    0.212252E+00    0.779566E+01    0.160794E+01
    0.189305E+03    0.232736E+01    0.214836E+00    0.789531E+01    0.160191E+01
    0.189612E+03    0.239492E+01    0.208775E+00    0.795137E+01    0.160033E+01
    0.189757E+03    0.273149E+01    0.183050E+00    0.797778E+01    0.160004E+01
    0.190064E+03    0.218680E+01    0.228645E+00    0.803399E+01    0.160039E+01
    0.190610E+03    0.231106E+01    0.216351E+00    0.813441E+01    0.160428E+01
    0.191388E+03    0.230440E+01    0.216976E+00    0.827781E+01    0.161711E+01
    0.192384E+03    0.234817E+01    0.212932E+00    0.846243E+01    0.164604E+01
    0.193583E+03    0.240897E+01    0.207558E+00    0.868594E+01    0.169938E+01
    0.194963E+03    0.250280E+01    0.199776E+00    0.894547E+01    0.178545E+01
    0.196503E+03    0.264134E+01    0.189298E+00    0.923759E+01    0.191138E+01
    0.198178E+03    0.283228E+01    0.176536E+00    0.955832E+01    0.208178E+01
    0.199959E+03    0.307967E+01    0.162355E+00    0.990308E+01    0.229781E+01
    0.201818E+03    0.337465E+01    0.148163E+00    0.102667E+02    0.255680E+01
    0.203724E+03    0.371297E+01    0.134663E+00    0.106437E+02    0.285260E+01
    0.205645E+03    0.408396E+01    0.122430E+00    0.110280E+02    0.317656E+01
    0.207551E+03    0.447569E+01    0.111715E+00    0.114133E+02    0.351865E+01
    0.209410E+03    0.487614E+01    0.102540E+00    0.117933E+02    0.386847E+01
    0.211191E+03    0.527346E+01    0.948144E-01    0.121612E+02    0.421587E+01
    0.212866E+03    0.565678E+01    0.883895E-01    0.125105E+02    0.455147E+01
    0.214406E+03    0.601641E+01    0.831060E-01    0.128349E+02    0.486669E+01
    0.215786E+03    0.634361E+01    0.788195E-01    0.131282E+02    0.515393E+01
    0.216984E+03    0.663084E+01    0.754052E-01    0.133847E+02    0.540647E+01
    0.217981E+03    0.687171E+01    0.727620E-01    0.135994E+02    0.561856E+01
    0.218759E+03    0.706097E+01    0.708118E-01    0.137679E+02    0.578544E+01
    0.219305E+03    0.719473E+01    0.694953E-01    0.138869E+02    0.590338E+01
    0.219612E+03    0.726993E+01    0.687765E-01    0.139538E+02    0.596980E+01
    0.220059E+03    0.737966E+01    0.677538E-01    0.140515E+02    0.606675E+01
    0.221654E+03    0.777425E+01    0.643149E-01    0.144025E+02    0.641579E+01
    0.224513E+03    0.848973E+01    0.588947E-01    0.150402E+02    0.705130E+01
    0.228615E+03    0.953462E+01    0.524404E-01    0.159759E+02    0.798570E+01
    0.233933E+03    0.109192E+02    0.457909E-01    0.172279E+02    0.923716E+01
    0.240434E+03    0.126563E+02    0.395061E-01    0.188211E+02    0.108302E+02
    0.248081E+03    0.147607E+02    0.338736E-01    0.207877E+02    0.127967E+02
