#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.05000 temp=   0.20000
    0.103286E+01    0.297238E+02    0.168215E-01   -0.153812E+02    0.262633E+02
    0.540105E+01    0.297080E+02    0.168305E-01   -0.153662E+02    0.262483E+02
    0.130940E+02    0.296284E+02    0.168757E-01   -0.152801E+02    0.261622E+02
    0.238353E+02    0.294054E+02    0.170037E-01   -0.150381E+02    0.259202E+02
    0.372372E+02    0.289424E+02    0.172757E-01   -0.145274E+02    0.254095E+02
    0.528151E+02    0.281457E+02    0.177647E-01   -0.136499E+02    0.245320E+02
    0.700062E+02    0.269478E+02    0.185544E-01   -0.123574E+02    0.232395E+02
    0.881891E+02    0.253100E+02    0.197550E-01   -0.106709E+02    0.215530E+02
    0.106707E+03    0.232456E+02    0.215094E-01   -0.867140E+01    0.195535E+02
    0.124890E+03    0.208277E+02    0.240064E-01   -0.645082E+01    0.173329E+02
    0.142081E+03    0.181799E+02    0.275028E-01   -0.409226E+01    0.149743E+02
    0.157659E+03    0.154742E+02    0.323118E-01   -0.174376E+01    0.126258E+02
    0.171060E+03    0.129076E+02    0.387368E-01    0.434141E+00    0.104479E+02
    0.181802E+03    0.106885E+02    0.467791E-01    0.229294E+01    0.858914E+01
    0.189495E+03    0.900706E+01    0.555120E-01    0.369286E+01    0.718922E+01
    0.193863E+03    0.801686E+01    0.623686E-01    0.451245E+01    0.636963E+01
    0.194968E+03    0.776243E+01    0.644128E-01    0.472251E+01    0.615958E+01
    0.195275E+03    0.769154E+01    0.650065E-01    0.478103E+01    0.610105E+01
    0.195822E+03    0.756476E+01    0.660960E-01    0.488552E+01    0.599656E+01
    0.196600E+03    0.738358E+01    0.677179E-01    0.503463E+01    0.584745E+01
    0.197596E+03    0.715003E+01    0.699298E-01    0.522638E+01    0.565570E+01
    0.198794E+03    0.686718E+01    0.728101E-01    0.545820E+01    0.542389E+01
    0.200174E+03    0.653905E+01    0.764637E-01    0.572690E+01    0.515519E+01
    0.201714E+03    0.617071E+01    0.810280E-01    0.602873E+01    0.485335E+01
    0.203389E+03    0.576713E+01    0.866983E-01    0.635937E+01    0.452272E+01
    0.205170E+03    0.533298E+01    0.937562E-01    0.671396E+01    0.416813E+01
    0.207029E+03    0.487451E+01    0.102574E+00    0.708716E+01    0.379492E+01
    0.208935E+03    0.439862E+01    0.113672E+00    0.747323E+01    0.340886E+01
    0.210857E+03    0.391320E+01    0.127773E+00    0.786607E+01    0.301602E+01
    0.212763E+03    0.342606E+01    0.145940E+00    0.825934E+01    0.262276E+01
    0.214621E+03    0.294570E+01    0.169739E+00    0.864652E+01    0.223563E+01
    0.216403E+03    0.248073E+01    0.201554E+00    0.902101E+01    0.186142E+01
    0.218077E+03    0.204122E+01    0.244951E+00    0.937623E+01    0.150747E+01
    0.219617E+03    0.163986E+01    0.304904E+00    0.970575E+01    0.118291E+01
    0.220998E+03    0.129550E+01    0.385950E+00    0.100034E+02    0.900652E+00
    0.222196E+03    0.102865E+01    0.486072E+00    0.102636E+02    0.677323E+00
    0.223192E+03    0.839136E+00    0.595851E+00    0.104811E+02    0.525768E+00
    0.223970E+03    0.727770E+00    0.687031E+00    0.106518E+02    0.443231E+00
    0.224517E+03    0.740270E+00    0.675429E+00    0.107723E+02    0.410002E+00
    0.224824E+03    0.123888E+01    0.403590E+00    0.108400E+02    0.401476E+00
    0.224968E+03   -0.110241E+02   -0.453551E-01    0.108719E+02    0.400087E+00
    0.225275E+03    0.938854E+00    0.532564E+00    0.109398E+02    0.402771E+00
    0.225822E+03    0.674321E+00    0.741486E+00    0.110611E+02    0.426341E+00
    0.226600E+03    0.820522E+00    0.609368E+00    0.112342E+02    0.498327E+00
    0.227596E+03    0.973667E+00    0.513523E+00    0.114569E+02    0.643623E+00
    0.228794E+03    0.123449E+01    0.405024E+00    0.117264E+02    0.869453E+00
    0.230174E+03    0.158516E+01    0.315425E+00    0.120390E+02    0.116406E+01
    0.231714E+03    0.200354E+01    0.249558E+00    0.123905E+02    0.151001E+01
    0.233389E+03    0.246955E+01    0.202466E+00    0.127759E+02    0.189412E+01
    0.235170E+03    0.296998E+01    0.168351E+00    0.131896E+02    0.230759E+01
    0.237029E+03    0.349532E+01    0.143048E+00    0.136254E+02    0.274333E+01
    0.238935E+03    0.403677E+01    0.123861E+00    0.140765E+02    0.319438E+01
    0.240857E+03    0.458559E+01    0.109037E+00    0.145356E+02    0.365354E+01
    0.242763E+03    0.513269E+01    0.974149E-01    0.149955E+02    0.411339E+01
    0.244621E+03    0.566870E+01    0.882036E-01    0.154484E+02    0.456633E+01
    0.246403E+03    0.618484E+01    0.808428E-01    0.158867E+02    0.500461E+01
    0.248077E+03    0.667414E+01    0.749161E-01    0.163026E+02    0.542050E+01
    0.249617E+03    0.712706E+01    0.701551E-01    0.166885E+02    0.580640E+01
    0.250998E+03    0.753389E+01    0.663668E-01    0.170372E+02    0.615507E+01
    0.252196E+03    0.788838E+01    0.633843E-01    0.173419E+02    0.645985E+01
    0.253192E+03    0.818451E+01    0.610910E-01    0.175969E+02    0.671480E+01
    0.253970E+03    0.841644E+01    0.594075E-01    0.177969E+02    0.691486E+01
    0.254517E+03    0.857978E+01    0.582765E-01    0.179381E+02    0.705602E+01
    0.254824E+03    0.867152E+01    0.576600E-01    0.180175E+02    0.713544E+01
    0.255341E+03    0.882640E+01    0.566483E-01    0.181518E+02    0.726975E+01
    0.257240E+03    0.939674E+01    0.532099E-01    0.186478E+02    0.776573E+01
    0.260641E+03    0.104283E+02    0.479466E-01    0.195505E+02    0.866846E+01
