#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   0.60000
    0.123500E+01    0.416976E+02    0.119911E-01   -0.239010E+02    0.367573E+02
    0.645811E+01    0.416737E+02    0.119980E-01   -0.238814E+02    0.367377E+02
    0.156566E+02    0.415557E+02    0.120320E-01   -0.237696E+02    0.366258E+02
    0.285002E+02    0.412261E+02    0.121282E-01   -0.234640E+02    0.363202E+02
    0.445250E+02    0.405478E+02    0.123311E-01   -0.227972E+02    0.356534E+02
    0.631518E+02    0.393877E+02    0.126943E-01   -0.216250E+02    0.344813E+02
    0.837074E+02    0.376379E+02    0.132845E-01   -0.198677E+02    0.327239E+02
    0.105449E+03    0.352447E+02    0.141865E-01   -0.174794E+02    0.303357E+02
    0.127591E+03    0.322314E+02    0.155128E-01   -0.145410E+02    0.273972E+02
    0.149332E+03    0.286952E+02    0.174245E-01   -0.112169E+02    0.240732E+02
    0.169888E+03    0.248192E+02    0.201457E-01   -0.773818E+01    0.205944E+02
    0.188515E+03    0.208502E+02    0.239806E-01   -0.427813E+01    0.171344E+02
    0.204539E+03    0.170793E+02    0.292752E-01   -0.104873E+01    0.139050E+02
    0.217383E+03    0.138135E+02    0.361964E-01    0.171169E+01    0.111445E+02
    0.226582E+03    0.113363E+02    0.441062E-01    0.378730E+01    0.906893E+01
    0.231805E+03    0.987606E+01    0.506275E-01    0.500430E+01    0.785196E+01
    0.233112E+03    0.950455E+01    0.526064E-01    0.531313E+01    0.754315E+01
    0.233419E+03    0.941697E+01    0.530956E-01    0.538587E+01    0.747042E+01
    0.233966E+03    0.926053E+01    0.539926E-01    0.551571E+01    0.734059E+01
    0.234743E+03    0.903732E+01    0.553261E-01    0.570091E+01    0.715541E+01
    0.235740E+03    0.875016E+01    0.571418E-01    0.593896E+01    0.691741E+01
    0.236938E+03    0.840284E+01    0.595037E-01    0.622654E+01    0.662990E+01
    0.238318E+03    0.800011E+01    0.624992E-01    0.655964E+01    0.629694E+01
    0.239858E+03    0.754752E+01    0.662469E-01    0.693350E+01    0.592334E+01
    0.241533E+03    0.705168E+01    0.709051E-01    0.734272E+01    0.551464E+01
    0.243314E+03    0.652026E+01    0.766841E-01    0.778118E+01    0.507720E+01
    0.245173E+03    0.596233E+01    0.838598E-01    0.824215E+01    0.461830E+01
    0.247079E+03    0.538800E+01    0.927987E-01    0.871837E+01    0.414624E+01
    0.249001E+03    0.480901E+01    0.103971E+00    0.920216E+01    0.367066E+01
    0.250906E+03    0.423930E+01    0.117944E+00    0.968557E+01    0.320297E+01
    0.252765E+03    0.369551E+01    0.135299E+00    0.101605E+02    0.275669E+01
    0.254547E+03    0.319679E+01    0.156407E+00    0.106190E+02    0.234739E+01
    0.256221E+03    0.276296E+01    0.180966E+00    0.110529E+02    0.199124E+01
    0.257761E+03    0.240687E+01    0.207738E+00    0.114545E+02    0.170181E+01
    0.259142E+03    0.214613E+01    0.232977E+00    0.118167E+02    0.148616E+01
    0.260340E+03    0.196950E+01    0.253871E+00    0.121327E+02    0.134201E+01
    0.261336E+03    0.186729E+01    0.267768E+00    0.123966E+02    0.125810E+01
    0.262114E+03    0.183744E+01    0.272117E+00    0.126035E+02    0.121769E+01
    0.262661E+03    0.173074E+01    0.288893E+00    0.127493E+02    0.120317E+01
    0.262968E+03    0.208024E+01    0.240357E+00    0.128313E+02    0.120017E+01
    0.263112E+03    0.125237E+01    0.399244E+00    0.128699E+02    0.120005E+01
    0.263419E+03    0.178692E+01    0.279811E+00    0.129521E+02    0.120255E+01
    0.263966E+03    0.175232E+01    0.285336E+00    0.130987E+02    0.121629E+01
    0.264743E+03    0.182937E+01    0.273318E+00    0.133079E+02    0.125613E+01
    0.265740E+03    0.191984E+01    0.260438E+00    0.135767E+02    0.134085E+01
    0.266938E+03    0.208325E+01    0.240010E+00    0.139016E+02    0.148925E+01
    0.268318E+03    0.235768E+01    0.212073E+00    0.142780E+02    0.171513E+01
    0.269858E+03    0.271381E+01    0.184243E+00    0.147006E+02    0.202316E+01
    0.271533E+03    0.316913E+01    0.157772E+00    0.151632E+02    0.240779E+01
    0.273314E+03    0.370180E+01    0.135069E+00    0.156591E+02    0.285582E+01
    0.275173E+03    0.429059E+01    0.116534E+00    0.161809E+02    0.335081E+01
    0.277079E+03    0.491571E+01    0.101715E+00    0.167204E+02    0.387652E+01
    0.279001E+03    0.555931E+01    0.899393E-01    0.172692E+02    0.441858E+01
    0.280906E+03    0.620622E+01    0.805644E-01    0.178183E+02    0.496458E+01
    0.282765E+03    0.684324E+01    0.730649E-01    0.183586E+02    0.550349E+01
    0.284547E+03    0.745808E+01    0.670414E-01    0.188808E+02    0.602513E+01
    0.286221E+03    0.803942E+01    0.621936E-01    0.193759E+02    0.651988E+01
    0.287761E+03    0.857687E+01    0.582963E-01    0.198347E+02    0.697860E+01
    0.289142E+03    0.906080E+01    0.551828E-01    0.202489E+02    0.739275E+01
    0.290340E+03    0.948243E+01    0.527291E-01    0.206107E+02    0.775450E+01
    0.291336E+03    0.983421E+01    0.508429E-01    0.209131E+02    0.805690E+01
    0.292114E+03    0.101097E+02    0.494576E-01    0.211503E+02    0.829406E+01
    0.292661E+03    0.103037E+02    0.485261E-01    0.213175E+02    0.846130E+01
    0.292968E+03    0.104127E+02    0.480182E-01    0.214116E+02    0.855536E+01
    0.293562E+03    0.106244E+02    0.470616E-01    0.215943E+02    0.873808E+01
    0.295789E+03    0.114201E+02    0.437825E-01    0.222831E+02    0.942683E+01
    0.299778E+03    0.128592E+02    0.388828E-01    0.235356E+02    0.106794E+02
    0.305503E+03    0.149553E+02    0.334329E-01    0.253747E+02    0.125185E+02
    0.312925E+03    0.177294E+02    0.282018E-01    0.278308E+02    0.149746E+02
    0.321999E+03    0.212085E+02    0.235755E-01    0.309436E+02    0.180874E+02
    0.332672E+03    0.254247E+02    0.196659E-01    0.347764E+02    0.219202E+02
    0.344892E+03    0.304167E+02    0.164383E-01    0.393911E+02    0.265349E+02
    0.358606E+03    0.362279E+02    0.138015E-01    0.448539E+02    0.319976E+02
    0.373763E+03    0.429076E+02    0.116530E-01    0.512590E+02    0.384027E+02
    0.390320E+03    0.505083E+02    0.989936E-02    0.586435E+02    0.457873E+02
    0.408242E+03    0.590897E+02    0.846171E-02    0.670438E+02    0.541875E+02
    0.427505E+03    0.687176E+02    0.727616E-02    0.764914E+02    0.636352E+02
    0.448095E+03    0.794669E+02    0.629193E-02    0.870161E+02    0.741599E+02
    0.470017E+03    0.914229E+02    0.546909E-02    0.986728E+02    0.858166E+02
    0.493289E+03    0.104684E+03    0.477630E-02    0.111556E+03    0.986996E+02
    0.517951E+03    0.119363E+03    0.418890E-02    0.125795E+03    0.112938E+03
    0.544063E+03    0.135593E+03    0.368752E-02    0.141546E+03    0.128690E+03
    0.571711E+03    0.153525E+03    0.325679E-02    0.158983E+03    0.146127E+03
    0.601008E+03    0.173343E+03    0.288445E-02    0.178268E+03    0.165412E+03
    0.632104E+03    0.195257E+03    0.256072E-02    0.199585E+03    0.186729E+03
    0.665189E+03    0.219517E+03    0.227773E-02    0.223124E+03    0.210268E+03
    0.700506E+03    0.246422E+03    0.202904E-02    0.249050E+03    0.236194E+03
    0.738363E+03    0.276354E+03    0.180928E-02    0.278243E+03    0.265387E+03
    0.779154E+03    0.309802E+03    0.161393E-02    0.311255E+03    0.298399E+03
    0.823388E+03    0.347469E+03    0.143898E-02    0.349325E+03    0.336468E+03
    0.871732E+03    0.390426E+03    0.128065E-02    0.393782E+03    0.380926E+03
    0.925076E+03    0.440269E+03    0.113567E-02    0.446552E+03    0.433696E+03
    0.984645E+03    0.499390E+03    0.100122E-02    0.509415E+03    0.496559E+03
    0.105218E+04    0.571387E+03    0.875064E-03    0.585916E+03    0.573060E+03
