
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    9.821783E-01    0.000000E-01    1.747858E+00
    9.821783E-01    4.000000E-01    1.434921E+00
    9.821783E-01    6.000000E-01    9.027701E-01
    9.821783E-01    8.000000E-01    2.344874E-06
    9.821783E-01    9.000000E-01    1.220405E-06
    9.821783E-01    1.000000E+00    8.430451E-07
    9.821783E-01    1.200000E+00    5.582043E-07
