#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.05000 temp=   0.40000
    0.103286E+01    0.297058E+02    0.168317E-01   -0.153655E+02    0.261925E+02
    0.540105E+01    0.296902E+02    0.168405E-01   -0.153470E+02    0.261740E+02
    0.130940E+02    0.296112E+02    0.168855E-01   -0.152512E+02    0.260782E+02
    0.238353E+02    0.293887E+02    0.170134E-01   -0.149913E+02    0.258184E+02
    0.372372E+02    0.289260E+02    0.172855E-01   -0.144536E+02    0.252806E+02
    0.528151E+02    0.281305E+02    0.177743E-01   -0.135382E+02    0.243652E+02
    0.700062E+02    0.269346E+02    0.185635E-01   -0.122092E+02    0.230362E+02
    0.881891E+02    0.252992E+02    0.197635E-01   -0.105133E+02    0.213403E+02
    0.106707E+03    0.232372E+02    0.215172E-01   -0.854076E+01    0.193678E+02
    0.124890E+03    0.208223E+02    0.240128E-01   -0.637301E+01    0.172000E+02
    0.142081E+03    0.181775E+02    0.275066E-01   -0.407533E+01    0.149023E+02
    0.157659E+03    0.154743E+02    0.323116E-01   -0.177512E+01    0.126021E+02
    0.171060E+03    0.129103E+02    0.387288E-01    0.376444E+00    0.104506E+02
    0.181802E+03    0.106939E+02    0.467556E-01    0.222635E+01    0.860066E+01
    0.189495E+03    0.901452E+01    0.554661E-01    0.362574E+01    0.720127E+01
    0.193863E+03    0.802563E+01    0.623004E-01    0.444632E+01    0.638070E+01
    0.194968E+03    0.777143E+01    0.643382E-01    0.465665E+01    0.617036E+01
    0.195275E+03    0.770051E+01    0.649308E-01    0.471525E+01    0.611176E+01
    0.195822E+03    0.757394E+01    0.660158E-01    0.481988E+01    0.600714E+01
    0.196600E+03    0.739301E+01    0.676315E-01    0.496917E+01    0.585784E+01
    0.197596E+03    0.716019E+01    0.698305E-01    0.516116E+01    0.566587E+01
    0.198794E+03    0.687836E+01    0.726917E-01    0.539324E+01    0.543379E+01
    0.200174E+03    0.655128E+01    0.763210E-01    0.566224E+01    0.516480E+01
    0.201714E+03    0.618349E+01    0.808604E-01    0.596440E+01    0.486267E+01
    0.203389E+03    0.578023E+01    0.865018E-01    0.629536E+01    0.453176E+01
    0.205170E+03    0.534713E+01    0.935082E-01    0.665026E+01    0.417700E+01
    0.207029E+03    0.489045E+01    0.102240E+00    0.702369E+01    0.380389E+01
    0.208935E+03    0.441770E+01    0.113181E+00    0.740987E+01    0.341847E+01
    0.210857E+03    0.393707E+01    0.126998E+00    0.780269E+01    0.302747E+01
    0.212763E+03    0.345849E+01    0.144572E+00    0.819581E+01    0.263853E+01
    0.214621E+03    0.299347E+01    0.167030E+00    0.858278E+01    0.226072E+01
    0.216403E+03    0.255599E+01    0.195619E+00    0.895704E+01    0.190519E+01
    0.218077E+03    0.216502E+01    0.230945E+00    0.931205E+01    0.158519E+01
    0.219617E+03    0.182809E+01    0.273510E+00    0.964138E+01    0.131467E+01
    0.220998E+03    0.156485E+01    0.319520E+00    0.993887E+01    0.110449E+01
    0.222196E+03    0.137764E+01    0.362941E+00    0.101988E+02    0.958041E+00
    0.223192E+03    0.125813E+01    0.397414E+00    0.104162E+02    0.869112E+00
    0.223970E+03    0.130349E+01    0.383587E+00    0.105867E+02    0.823913E+00
    0.224517E+03    0.109104E+01    0.458277E+00    0.107070E+02    0.805991E+00
    0.224824E+03    0.131023E+01    0.381613E+00    0.107747E+02    0.801141E+00
    0.224968E+03    0.338818E+01    0.147572E+00    0.108065E+02    0.800175E+00
    0.225275E+03    0.100854E+01    0.495765E+00    0.108744E+02    0.800933E+00
    0.225822E+03    0.125792E+01    0.397483E+00    0.109954E+02    0.811786E+00
    0.226600E+03    0.126476E+01    0.395332E+00    0.111683E+02    0.847958E+00
    0.227596E+03    0.132855E+01    0.376349E+00    0.113907E+02    0.928221E+00
    0.228794E+03    0.150745E+01    0.331686E+00    0.116598E+02    0.107002E+01
    0.230174E+03    0.177151E+01    0.282245E+00    0.119719E+02    0.128363E+01
    0.231714E+03    0.210603E+01    0.237413E+00    0.123227E+02    0.156855E+01
    0.233389E+03    0.252476E+01    0.198038E+00    0.127074E+02    0.191491E+01
    0.235170E+03    0.299750E+01    0.166806E+00    0.131204E+02    0.230830E+01
    0.237029E+03    0.351060E+01    0.142426E+00    0.135555E+02    0.273441E+01
    0.238935E+03    0.404664E+01    0.123559E+00    0.140058E+02    0.318105E+01
    0.240857E+03    0.459354E+01    0.108848E+00    0.144643E+02    0.363813E+01
    0.242763E+03    0.514035E+01    0.972697E-01    0.149237E+02    0.409694E+01
    0.244621E+03    0.567711E+01    0.880729E-01    0.153763E+02    0.454935E+01
    0.246403E+03    0.619480E+01    0.807129E-01    0.158144E+02    0.498742E+01
    0.248077E+03    0.668473E+01    0.747974E-01    0.162303E+02    0.540334E+01
    0.249617E+03    0.713774E+01    0.700501E-01    0.166164E+02    0.578943E+01
    0.250998E+03    0.754574E+01    0.662625E-01    0.169654E+02    0.613843E+01
    0.252196E+03    0.790118E+01    0.632816E-01    0.172706E+02    0.644362E+01
    0.253192E+03    0.819776E+01    0.609923E-01    0.175260E+02    0.669899E+01
    0.253970E+03    0.843000E+01    0.593120E-01    0.177265E+02    0.689945E+01
    0.254517E+03    0.859350E+01    0.581835E-01    0.178679E+02    0.704092E+01
    0.254824E+03    0.868547E+01    0.575674E-01    0.179475E+02    0.712053E+01
    0.255341E+03    0.884067E+01    0.565568E-01    0.180822E+02    0.725518E+01
    0.257240E+03    0.941228E+01    0.531221E-01    0.185796E+02    0.775263E+01
    0.260641E+03    0.104456E+02    0.478672E-01    0.194860E+02    0.865903E+01
    0.265522E+03    0.119491E+02    0.418442E-01    0.208231E+02    0.999610E+01
    0.271850E+03    0.139366E+02    0.358768E-01    0.226232E+02    0.117962E+02
    0.279586E+03    0.164255E+02    0.304404E-01    0.249259E+02    0.140989E+02
    0.288686E+03    0.194378E+02    0.257231E-01    0.277568E+02    0.169298E+02
    0.299105E+03    0.230007E+02    0.217385E-01    0.311214E+02    0.202943E+02
    0.310797E+03    0.271463E+02    0.184187E-01    0.350610E+02    0.242340E+02
    0.323719E+03    0.319092E+02    0.156694E-01    0.396472E+02    0.288202E+02
    0.337836E+03    0.373282E+02    0.133947E-01    0.449409E+02    0.341139E+02
    0.353116E+03    0.434469E+02    0.115083E-01    0.510201E+02    0.401931E+02
    0.369539E+03    0.503142E+02    0.993756E-02    0.578356E+02    0.470085E+02
    0.387094E+03    0.579865E+02    0.862269E-02    0.654489E+02    0.546219E+02
    0.405784E+03    0.665269E+02    0.751576E-02    0.738957E+02    0.630687E+02
    0.425626E+03    0.760088E+02    0.657819E-02    0.832455E+02    0.724184E+02
    0.446652E+03    0.865192E+02    0.577906E-02    0.935715E+02    0.827445E+02
    0.468915E+03    0.981600E+02    0.509372E-02    0.104978E+03    0.941509E+02
    0.492487E+03    0.111053E+03    0.450233E-02    0.117598E+03    0.106771E+03
    0.517465E+03    0.125350E+03    0.398884E-02    0.131574E+03    0.120747E+03
    0.543977E+03    0.141233E+03    0.354026E-02    0.147108E+03    0.136281E+03
    0.572185E+03    0.158930E+03    0.314603E-02    0.164451E+03    0.153624E+03
    0.602296E+03    0.178725E+03    0.279760E-02    0.183895E+03    0.173068E+03
    0.634572E+03    0.200961E+03    0.248804E-02    0.205810E+03    0.194983E+03
    0.669350E+03    0.226067E+03    0.221173E-02    0.230464E+03    0.219637E+03
    0.707063E+03    0.254579E+03    0.196402E-02    0.258526E+03    0.247699E+03
    0.748280E+03    0.287187E+03    0.174103E-02    0.290520E+03    0.279693E+03
    0.793761E+03    0.324821E+03    0.153931E-02    0.327840E+03    0.317013E+03
    0.844549E+03    0.368888E+03    0.135542E-02    0.371608E+03    0.360781E+03
    0.902128E+03    0.421592E+03    0.118598E-02    0.425216E+03    0.414389E+03
    0.968702E+03    0.486602E+03    0.102753E-02    0.491422E+03    0.480595E+03
    0.104775E+04    0.570254E+03    0.876802E-03    0.577707E+03    0.566880E+03
    0.114524E+04    0.683868E+03    0.731136E-03    0.695168E+03    0.684341E+03
    0.127273E+04    0.849366E+03    0.588674E-03    0.862668E+03    0.851841E+03
    0.145770E+04    0.111963E+04    0.446577E-03    0.113173E+04    0.112090E+04
    0.179917E+04    0.171178E+04    0.292094E-03    0.172261E+04    0.171178E+04
