#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.04000 temp=   0.60000
    0.947423E+00    0.252872E+02    0.197728E-01   -0.131829E+02    0.224047E+02
    0.495429E+01    0.252733E+02    0.197838E-01   -0.131672E+02    0.223890E+02
    0.120109E+02    0.252054E+02    0.198370E-01   -0.130848E+02    0.223066E+02
    0.218638E+02    0.250179E+02    0.199857E-01   -0.128546E+02    0.220764E+02
    0.341570E+02    0.246336E+02    0.202975E-01   -0.123873E+02    0.216091E+02
    0.484465E+02    0.239728E+02    0.208570E-01   -0.116183E+02    0.208401E+02
    0.642156E+02    0.229698E+02    0.217677E-01   -0.105151E+02    0.197368E+02
    0.808945E+02    0.215985E+02    0.231497E-01   -0.907807E+01    0.182998E+02
    0.978803E+02    0.198733E+02    0.251594E-01   -0.735748E+01    0.165793E+02
    0.114559E+03    0.178518E+02    0.280083E-01   -0.542756E+01    0.146493E+02
    0.130328E+03    0.156389E+02    0.319715E-01   -0.339741E+01    0.126192E+02
    0.144618E+03    0.133777E+02    0.373756E-01   -0.141066E+01    0.106324E+02
    0.156911E+03    0.112351E+02    0.445033E-01    0.398692E+00    0.882308E+01
    0.166764E+03    0.938235E+01    0.532915E-01    0.192049E+01    0.730135E+01
    0.173820E+03    0.798048E+01    0.626528E-01    0.305399E+01    0.616821E+01
    0.177827E+03    0.715657E+01    0.698659E-01    0.371598E+01    0.550693E+01
    0.178847E+03    0.694397E+01    0.720049E-01    0.388664E+01    0.533660E+01
    0.179154E+03    0.687968E+01    0.726778E-01    0.393818E+01    0.528517E+01
    0.179701E+03    0.676506E+01    0.739092E-01    0.403022E+01    0.519336E+01
    0.180479E+03    0.660121E+01    0.757437E-01    0.416163E+01    0.506234E+01
    0.181475E+03    0.639060E+01    0.782399E-01    0.433071E+01    0.489388E+01
    0.182673E+03    0.613583E+01    0.814886E-01    0.453530E+01    0.469027E+01
    0.184053E+03    0.584055E+01    0.856084E-01    0.477271E+01    0.445442E+01
    0.185593E+03    0.550927E+01    0.907561E-01    0.503979E+01    0.418984E+01
    0.187268E+03    0.514726E+01    0.971391E-01    0.533290E+01    0.390080E+01
    0.189049E+03    0.476096E+01    0.105021E+00    0.564789E+01    0.359243E+01
    0.190908E+03    0.435823E+01    0.114726E+00    0.598015E+01    0.327095E+01
    0.192814E+03    0.394850E+01    0.126630E+00    0.632464E+01    0.294385E+01
    0.194736E+03    0.354298E+01    0.141124E+00    0.667592E+01    0.262005E+01
    0.196642E+03    0.315431E+01    0.158513E+00    0.702827E+01    0.230986E+01
    0.198500E+03    0.279472E+01    0.178909E+00    0.737579E+01    0.202446E+01
    0.200282E+03    0.248285E+01    0.201382E+00    0.771244E+01    0.177474E+01
    0.201956E+03    0.222673E+01    0.224544E+00    0.803221E+01    0.156952E+01
    0.203496E+03    0.202489E+01    0.246927E+00    0.832918E+01    0.141355E+01
    0.204877E+03    0.188285E+01    0.265555E+00    0.859774E+01    0.130627E+01
    0.206075E+03    0.181375E+01    0.275672E+00    0.883263E+01    0.124177E+01
    0.207071E+03    0.183374E+01    0.272666E+00    0.902922E+01    0.121028E+01
    0.207849E+03    0.146955E+01    0.340240E+00    0.918355E+01    0.120041E+01
    0.208396E+03    0.153177E+01    0.326420E+00    0.929246E+01    0.120139E+01
    0.208703E+03    0.170627E+01    0.293038E+00    0.935373E+01    0.120483E+01
    0.208847E+03    0.178181E+01    0.280614E+00    0.938260E+01    0.120718E+01
    0.209154E+03    0.180256E+01    0.277383E+00    0.944404E+01    0.121369E+01
    0.209701E+03    0.171446E+01    0.291637E+00    0.955380E+01    0.123047E+01
    0.210479E+03    0.182247E+01    0.274353E+00    0.971055E+01    0.126564E+01
    0.211475E+03    0.188988E+01    0.264567E+00    0.991235E+01    0.132964E+01
    0.212673E+03    0.200144E+01    0.249820E+00    0.101566E+02    0.143348E+01
    0.214053E+03    0.218051E+01    0.229305E+00    0.104402E+02    0.158658E+01
    0.215593E+03    0.241728E+01    0.206844E+00    0.107593E+02    0.179447E+01
    0.217268E+03    0.272260E+01    0.183648E+00    0.111095E+02    0.205747E+01
    0.219049E+03    0.309633E+01    0.161482E+00    0.114860E+02    0.237065E+01
    0.220908E+03    0.351116E+01    0.142403E+00    0.118831E+02    0.272517E+01
    0.222814E+03    0.396395E+01    0.126137E+00    0.122950E+02    0.311014E+01
    0.224736E+03    0.443685E+01    0.112693E+00    0.127153E+02    0.351426E+01
    0.226642E+03    0.491767E+01    0.101674E+00    0.131371E+02    0.392682E+01
    0.228500E+03    0.539505E+01    0.926775E-01    0.135534E+02    0.433797E+01
    0.230282E+03    0.585844E+01    0.853469E-01    0.139569E+02    0.473871E+01
    0.231956E+03    0.629851E+01    0.793838E-01    0.143405E+02    0.512075E+01
    0.233496E+03    0.670667E+01    0.745527E-01    0.146969E+02    0.547636E+01
    0.234877E+03    0.707490E+01    0.706723E-01    0.150194E+02    0.579842E+01
    0.236075E+03    0.739636E+01    0.676009E-01    0.153017E+02    0.608041E+01
    0.237071E+03    0.766483E+01    0.652330E-01    0.155380E+02    0.631660E+01
    0.237849E+03    0.787530E+01    0.634897E-01    0.157236E+02    0.650210E+01
    0.238396E+03    0.802356E+01    0.623165E-01    0.158546E+02    0.663306E+01
    0.238703E+03    0.810696E+01    0.616754E-01    0.159283E+02    0.670676E+01
    0.239188E+03    0.823891E+01    0.606876E-01    0.160452E+02    0.682359E+01
    0.240948E+03    0.871993E+01    0.573399E-01    0.164721E+02    0.725037E+01
    0.244100E+03    0.958989E+01    0.521383E-01    0.172486E+02    0.802687E+01
    0.248624E+03    0.108571E+02    0.460530E-01    0.183898E+02    0.916801E+01
