#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.03000 temp=   0.80000
    0.846253E+00    0.209108E+02    0.239111E-01   -0.111965E+02    0.188681E+02
    0.442525E+01    0.208994E+02    0.239241E-01   -0.111850E+02    0.188566E+02
    0.107283E+02    0.208442E+02    0.239875E-01   -0.111239E+02    0.187954E+02
    0.195291E+02    0.206914E+02    0.241647E-01   -0.109490E+02    0.186206E+02
    0.305096E+02    0.203788E+02    0.245352E-01   -0.105788E+02    0.182503E+02
    0.432731E+02    0.198447E+02    0.251957E-01   -0.994902E+01    0.176206E+02
    0.573584E+02    0.190412E+02    0.262589E-01   -0.904121E+01    0.167128E+02
    0.722562E+02    0.179466E+02    0.278604E-01   -0.786264E+01    0.155342E+02
    0.874282E+02    0.165724E+02    0.301707E-01   -0.643368E+01    0.141052E+02
    0.102326E+03    0.149685E+02    0.334034E-01   -0.482219E+01    0.124937E+02
    0.116411E+03    0.132200E+02    0.378215E-01   -0.313886E+01    0.108104E+02
    0.129175E+03    0.114399E+02    0.437068E-01   -0.149986E+01    0.917160E+01
    0.140155E+03    0.975712E+01    0.512447E-01   -0.131399E-01    0.768572E+01
    0.148956E+03    0.830537E+01    0.602020E-01    0.123000E+01    0.644565E+01
    0.155259E+03    0.721170E+01    0.693317E-01    0.215211E+01    0.553058E+01
    0.158838E+03    0.657380E+01    0.760595E-01    0.268794E+01    0.500328E+01
    0.159757E+03    0.640868E+01    0.780192E-01    0.282690E+01    0.486742E+01
    0.160064E+03    0.635330E+01    0.786993E-01    0.287346E+01    0.482199E+01
    0.160610E+03    0.625451E+01    0.799423E-01    0.295659E+01    0.474102E+01
    0.161388E+03    0.611396E+01    0.817801E-01    0.307523E+01    0.462580E+01
    0.162384E+03    0.593336E+01    0.842693E-01    0.322781E+01    0.447826E+01
    0.163583E+03    0.571594E+01    0.874747E-01    0.341231E+01    0.430095E+01
    0.164963E+03    0.546541E+01    0.914844E-01    0.362622E+01    0.409717E+01
    0.166503E+03    0.518640E+01    0.964061E-01    0.386660E+01    0.387095E+01
    0.168178E+03    0.488464E+01    0.102362E+00    0.413006E+01    0.362717E+01
    0.169959E+03    0.456698E+01    0.109481E+00    0.441281E+01    0.337158E+01
    0.171818E+03    0.424139E+01    0.117886E+00    0.471069E+01    0.311081E+01
    0.173724E+03    0.391689E+01    0.127652E+00    0.501919E+01    0.285227E+01
    0.175645E+03    0.360322E+01    0.138765E+00    0.533347E+01    0.260392E+01
    0.177551E+03    0.331066E+01    0.151027E+00    0.564850E+01    0.237371E+01
    0.179410E+03    0.304889E+01    0.163994E+00    0.595908E+01    0.216886E+01
    0.181191E+03    0.282420E+01    0.177041E+00    0.625992E+01    0.199508E+01
    0.182866E+03    0.264056E+01    0.189354E+00    0.654571E+01    0.185574E+01
    0.184406E+03    0.250068E+01    0.199946E+00    0.681117E+01    0.175132E+01
    0.185786E+03    0.240740E+01    0.207693E+00    0.705125E+01    0.167937E+01
    0.186984E+03    0.236594E+01    0.211332E+00    0.726126E+01    0.163492E+01
    0.187981E+03    0.230995E+01    0.216455E+00    0.743704E+01    0.161144E+01
    0.188759E+03    0.231541E+01    0.215945E+00    0.757504E+01    0.160194E+01
    0.189305E+03   -0.562569E+01   -0.888780E-01    0.767243E+01    0.160000E+01
    0.189612E+03    0.209807E+01    0.238314E+00    0.772722E+01    0.160065E+01
    0.189757E+03    0.210744E+01    0.237254E+00    0.775304E+01    0.160138E+01
    0.190064E+03    0.220762E+01    0.226488E+00    0.780799E+01    0.160388E+01
    0.190610E+03    0.231187E+01    0.216276E+00    0.790616E+01    0.161145E+01
    0.191388E+03    0.226121E+01    0.221121E+00    0.804638E+01    0.162916E+01
    0.192384E+03    0.231969E+01    0.215546E+00    0.822696E+01    0.166376E+01
    0.193583E+03    0.240240E+01    0.208125E+00    0.844567E+01    0.172294E+01
    0.194963E+03    0.250565E+01    0.199549E+00    0.869976E+01    0.181442E+01
    0.196503E+03    0.264995E+01    0.188683E+00    0.898595E+01    0.194471E+01
    0.198178E+03    0.284853E+01    0.175529E+00    0.930041E+01    0.211798E+01
    0.199959E+03    0.311092E+01    0.160724E+00    0.963873E+01    0.233513E+01
    0.201818E+03    0.341451E+01    0.146434E+00    0.999590E+01    0.259348E+01
    0.203724E+03    0.375919E+01    0.133007E+00    0.103664E+02    0.288712E+01
    0.205645E+03    0.413718E+01    0.120855E+00    0.107444E+02    0.320773E+01
    0.207551E+03    0.453272E+01    0.110309E+00    0.111237E+02    0.354567E+01
    0.209410E+03    0.493667E+01    0.101283E+00    0.114979E+02    0.389092E+01
    0.211191E+03    0.533593E+01    0.937044E-01    0.118604E+02    0.423367E+01
    0.212866E+03    0.572062E+01    0.874031E-01    0.122048E+02    0.456474E+01
    0.214406E+03    0.608098E+01    0.822236E-01    0.125248E+02    0.487577E+01
    0.215786E+03    0.640854E+01    0.780209E-01    0.128142E+02    0.515926E+01
    0.216984E+03    0.669588E+01    0.746727E-01    0.130674E+02    0.540859E+01
    0.217981E+03    0.693672E+01    0.720802E-01    0.132795E+02    0.561805E+01
    0.218759E+03    0.712598E+01    0.701657E-01    0.134460E+02    0.578291E+01
    0.219305E+03    0.725956E+01    0.688747E-01    0.135635E+02    0.589945E+01
    0.219612E+03    0.733478E+01    0.681683E-01    0.136297E+02    0.596509E+01
    0.220059E+03    0.744436E+01    0.671649E-01    0.137262E+02    0.606093E+01
    0.221654E+03    0.783845E+01    0.637882E-01    0.140733E+02    0.640606E+01
    0.224513E+03    0.855288E+01    0.584598E-01    0.147043E+02    0.703493E+01
