#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   1.00000
    0.719171E+00    0.161316E+02    0.309951E-01   -0.810226E+01    0.141015E+02
    0.376071E+01    0.161237E+02    0.310102E-01   -0.809316E+01    0.140924E+02
    0.911723E+01    0.160842E+02    0.310864E-01   -0.805121E+01    0.140504E+02
    0.165964E+02    0.159737E+02    0.313015E-01   -0.793779E+01    0.139370E+02
    0.259280E+02    0.157476E+02    0.317508E-01   -0.770272E+01    0.137019E+02
    0.367748E+02    0.153604E+02    0.325513E-01   -0.729733E+01    0.132965E+02
    0.487449E+02    0.147751E+02    0.338407E-01   -0.668270E+01    0.126820E+02
    0.614055E+02    0.139770E+02    0.357730E-01   -0.584945E+01    0.118488E+02
    0.742991E+02    0.129749E+02    0.385360E-01   -0.482331E+01    0.108229E+02
    0.869598E+02    0.118049E+02    0.423553E-01   -0.366602E+01    0.966642E+01
    0.989298E+02    0.105307E+02    0.474804E-01   -0.245913E+01    0.846189E+01
    0.109777E+03    0.923659E+01    0.541325E-01   -0.128173E+01    0.729094E+01
    0.119108E+03    0.802310E+01    0.623200E-01   -0.207598E+00    0.623185E+01
    0.126587E+03    0.699356E+01    0.714943E-01    0.695193E+00    0.535699E+01
    0.131944E+03    0.623540E+01    0.801873E-01    0.136567E+01    0.472447E+01
    0.134985E+03    0.580240E+01    0.861712E-01    0.175567E+01    0.436713E+01
    0.135777E+03    0.568981E+01    0.878764E-01    0.185828E+01    0.427478E+01
    0.136084E+03    0.564618E+01    0.885555E-01    0.189820E+01    0.423906E+01
    0.136631E+03    0.556872E+01    0.897872E-01    0.196951E+01    0.417556E+01
    0.137408E+03    0.545871E+01    0.915967E-01    0.207135E+01    0.408558E+01
    0.138405E+03    0.531821E+01    0.940166E-01    0.220246E+01    0.397106E+01
    0.139603E+03    0.515050E+01    0.970780E-01    0.236119E+01    0.383456E+01
    0.140983E+03    0.495914E+01    0.100824E+00    0.254549E+01    0.367930E+01
    0.142523E+03    0.474860E+01    0.105294E+00    0.275294E+01    0.350916E+01
    0.144198E+03    0.452436E+01    0.110513E+00    0.298074E+01    0.332867E+01
    0.145979E+03    0.429274E+01    0.116476E+00    0.322567E+01    0.314294E+01
    0.147838E+03    0.406057E+01    0.123135E+00    0.348418E+01    0.295752E+01
    0.149744E+03    0.383495E+01    0.130380E+00    0.375237E+01    0.277812E+01
    0.151665E+03    0.362283E+01    0.138014E+00    0.402606E+01    0.261032E+01
    0.153571E+03    0.343056E+01    0.145749E+00    0.430084E+01    0.245910E+01
    0.155430E+03    0.326340E+01    0.153214E+00    0.457219E+01    0.232839E+01
    0.157212E+03    0.312482E+01    0.160009E+00    0.483547E+01    0.222077E+01
    0.158886E+03    0.301592E+01    0.165787E+00    0.508598E+01    0.213710E+01
    0.160426E+03    0.293644E+01    0.170274E+00    0.531904E+01    0.207651E+01
    0.161806E+03    0.288859E+01    0.173095E+00    0.553016E+01    0.203653E+01
    0.163005E+03    0.287171E+01    0.174112E+00    0.571512E+01    0.201343E+01
    0.164001E+03    0.283328E+01    0.176474E+00    0.587014E+01    0.200277E+01
    0.164779E+03    0.404277E+01    0.123678E+00    0.599199E+01    0.200001E+01
    0.165326E+03    0.282077E+01    0.177257E+00    0.607806E+01    0.200104E+01
    0.165632E+03    0.283033E+01    0.176658E+00    0.612651E+01    0.200270E+01
    0.165777E+03    0.282333E+01    0.177096E+00    0.614935E+01    0.200376E+01
    0.166084E+03    0.280918E+01    0.177988E+00    0.619797E+01    0.200658E+01
    0.166631E+03    0.282514E+01    0.176982E+00    0.628488E+01    0.201359E+01
    0.167408E+03    0.285196E+01    0.175318E+00    0.640913E+01    0.202793E+01
    0.168405E+03    0.288001E+01    0.173611E+00    0.656933E+01    0.205389E+01
    0.169603E+03    0.292540E+01    0.170917E+00    0.676364E+01    0.209646E+01
    0.170983E+03    0.300191E+01    0.166561E+00    0.698975E+01    0.216092E+01
    0.172523E+03    0.310917E+01    0.160815E+00    0.724491E+01    0.225219E+01
    0.174198E+03    0.325174E+01    0.153764E+00    0.752587E+01    0.237417E+01
    0.175979E+03    0.343262E+01    0.145661E+00    0.782889E+01    0.252913E+01
    0.177838E+03    0.365102E+01    0.136948E+00    0.814970E+01    0.271725E+01
    0.179744E+03    0.390353E+01    0.128089E+00    0.848358E+01    0.293636E+01
    0.181665E+03    0.418519E+01    0.119469E+00    0.882530E+01    0.318206E+01
    0.183571E+03    0.448863E+01    0.111393E+00    0.916935E+01    0.344812E+01
    0.185430E+03    0.480488E+01    0.104061E+00    0.950988E+01    0.372694E+01
    0.187212E+03    0.512434E+01    0.975736E-01    0.984089E+01    0.401019E+01
    0.188886E+03    0.543739E+01    0.919559E-01    0.101563E+02    0.428932E+01
    0.190426E+03    0.573508E+01    0.871827E-01    0.104500E+02    0.455594E+01
    0.191806E+03    0.600890E+01    0.832099E-01    0.107163E+02    0.480224E+01
    0.193005E+03    0.625138E+01    0.799823E-01    0.109497E+02    0.502114E+01
    0.194001E+03    0.645612E+01    0.774459E-01    0.111454E+02    0.520651E+01
    0.194779E+03    0.661781E+01    0.755537E-01    0.112993E+02    0.535326E+01
    0.195326E+03    0.673229E+01    0.742689E-01    0.114079E+02    0.545742E+01
    0.195632E+03    0.679686E+01    0.735634E-01    0.114691E+02    0.551623E+01
    0.196031E+03    0.688107E+01    0.726631E-01    0.115488E+02    0.559291E+01
    0.197420E+03    0.717736E+01    0.696635E-01    0.118283E+02    0.586355E+01
    0.199909E+03    0.771782E+01    0.647851E-01    0.123364E+02    0.635973E+01
    0.203480E+03    0.851219E+01    0.587393E-01    0.130816E+02    0.709435E+01
    0.208110E+03    0.956984E+01    0.522475E-01    0.140755E+02    0.808131E+01
    0.213770E+03    0.108994E+02    0.458742E-01    0.153320E+02    0.933452E+01
    0.220429E+03    0.125101E+02    0.399676E-01    0.168689E+02    0.108701E+02
    0.228052E+03    0.144139E+02    0.346887E-01    0.187083E+02    0.127092E+02
    0.236607E+03    0.166255E+02    0.300742E-01    0.208796E+02    0.148804E+02
    0.246062E+03    0.191624E+02    0.260928E-01    0.234201E+02    0.174209E+02
    0.256391E+03    0.220459E+02    0.226800E-01    0.263646E+02    0.203655E+02
    0.267572E+03    0.252986E+02    0.197640E-01    0.297143E+02    0.237152E+02
    0.279588E+03    0.289481E+02    0.172723E-01    0.334730E+02    0.274738E+02
    0.292433E+03    0.330258E+02    0.151397E-01    0.376827E+02    0.316835E+02
    0.306108E+03    0.375675E+02    0.133094E-01    0.423493E+02    0.363501E+02
    0.320626E+03    0.426151E+02    0.117329E-01    0.474810E+02    0.414818E+02
    0.336011E+03    0.482177E+02    0.103696E-01    0.531464E+02    0.471472E+02
    0.352301E+03    0.544334E+02    0.918554E-02    0.593823E+02    0.533831E+02
    0.369548E+03    0.613313E+02    0.815245E-02    0.662660E+02    0.602669E+02
    0.387825E+03    0.689945E+02    0.724695E-02    0.738674E+02    0.678682E+02
    0.407223E+03    0.775247E+02    0.644956E-02    0.822895E+02    0.762903E+02
    0.427863E+03    0.870468E+02    0.574404E-02    0.916614E+02    0.856622E+02
    0.449895E+03    0.977166E+02    0.511684E-02    0.102149E+03    0.961502E+02
    0.473511E+03    0.109731E+03    0.455659E-02    0.113959E+03    0.107960E+03
    0.498958E+03    0.123343E+03    0.405373E-02    0.127346E+03    0.121347E+03
    0.526553E+03    0.138882E+03    0.360017E-02    0.142642E+03    0.136642E+03
    0.556711E+03    0.156788E+03    0.318901E-02    0.160288E+03    0.154289E+03
    0.589989E+03    0.177663E+03    0.281432E-02    0.180880E+03    0.174881E+03
    0.627150E+03    0.202355E+03    0.247091E-02    0.205253E+03    0.199254E+03
    0.669280E+03    0.232111E+03    0.215414E-02    0.234646E+03    0.228646E+03
    0.717992E+03    0.268851E+03    0.185977E-02    0.270996E+03    0.264997E+03
    0.775832E+03    0.315725E+03    0.158366E-02    0.317449E+03    0.311450E+03
    0.847164E+03    0.378397E+03    0.132136E-02    0.379631E+03    0.373632E+03
    0.940450E+03    0.468494E+03    0.106725E-02    0.469025E+03    0.463026E+03
    0.107579E+04    0.615728E+03    0.812047E-03    0.615091E+03    0.609091E+03
    0.132564E+04    0.939530E+03    0.532181E-03    0.936903E+03    0.930903E+03
