#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.03000 temp=   1.00000
    0.846253E+00    0.210173E+02    0.237899E-01   -0.111369E+02    0.191086E+02
    0.442525E+01    0.210064E+02    0.238023E-01   -0.111254E+02    0.190970E+02
    0.107283E+02    0.209517E+02    0.238644E-01   -0.110656E+02    0.190373E+02
    0.195291E+02    0.207989E+02    0.240397E-01   -0.108957E+02    0.188674E+02
    0.305096E+02    0.204859E+02    0.244070E-01   -0.105356E+02    0.185073E+02
    0.432731E+02    0.199514E+02    0.250609E-01   -0.992129E+01    0.178930E+02
    0.573584E+02    0.191483E+02    0.261119E-01   -0.902414E+01    0.169958E+02
    0.722562E+02    0.180559E+02    0.276918E-01   -0.785356E+01    0.158252E+02
    0.874282E+02    0.166851E+02    0.299669E-01   -0.643528E+01    0.144070E+02
    0.102326E+03    0.150846E+02    0.331464E-01   -0.483132E+01    0.128031E+02
    0.116411E+03    0.133388E+02    0.374848E-01   -0.314220E+01    0.111142E+02
    0.129175E+03    0.115620E+02    0.432451E-01   -0.148723E+01    0.946037E+01
    0.140155E+03    0.988609E+01    0.505761E-01    0.228739E-01    0.795440E+01
    0.148956E+03    0.844928E+01    0.591767E-01    0.129100E+01    0.669745E+01
    0.155259E+03    0.737721E+01    0.677763E-01    0.223322E+01    0.577551E+01
    0.158838E+03    0.675814E+01    0.739848E-01    0.278130E+01    0.524851E+01
    0.159757E+03    0.659860E+01    0.757736E-01    0.292353E+01    0.511339E+01
    0.160064E+03    0.654533E+01    0.763903E-01    0.297120E+01    0.506828E+01
    0.160610E+03    0.645048E+01    0.775136E-01    0.305632E+01    0.498797E+01
    0.161388E+03    0.631537E+01    0.791719E-01    0.317782E+01    0.487390E+01
    0.162384E+03    0.614276E+01    0.813966E-01    0.333413E+01    0.472821E+01
    0.163583E+03    0.593557E+01    0.842378E-01    0.352319E+01    0.455376E+01
    0.164963E+03    0.569796E+01    0.877507E-01    0.374249E+01    0.435419E+01
    0.166503E+03    0.543508E+01    0.919949E-01    0.398901E+01    0.413391E+01
    0.168178E+03    0.515300E+01    0.970309E-01    0.425930E+01    0.389821E+01
    0.169959E+03    0.485870E+01    0.102908E+00    0.454947E+01    0.365314E+01
    0.171818E+03    0.456003E+01    0.109648E+00    0.485524E+01    0.340545E+01
    0.173724E+03    0.426559E+01    0.117217E+00    0.517195E+01    0.316237E+01
    0.175645E+03    0.398423E+01    0.125495E+00    0.549465E+01    0.293127E+01
    0.177551E+03    0.372448E+01    0.134247E+00    0.581814E+01    0.271911E+01
    0.179410E+03    0.349366E+01    0.143116E+00    0.613705E+01    0.253183E+01
    0.181191E+03    0.329752E+01    0.151629E+00    0.644586E+01    0.237374E+01
    0.182866E+03    0.313877E+01    0.159298E+00    0.673910E+01    0.224702E+01
    0.184406E+03    0.301752E+01    0.165699E+00    0.701135E+01    0.215139E+01
    0.185786E+03    0.293187E+01    0.170540E+00    0.725747E+01    0.208430E+01
    0.186984E+03    0.287630E+01    0.173834E+00    0.747269E+01    0.204132E+01
    0.187981E+03    0.283807E+01    0.176176E+00    0.765278E+01    0.201692E+01
    0.188759E+03    0.284155E+01    0.175960E+00    0.779413E+01    0.200525E+01
    0.189305E+03    0.282525E+01    0.176976E+00    0.789388E+01    0.200101E+01
    0.189612E+03    0.296703E+01    0.168519E+00    0.795000E+01    0.200008E+01
    0.189757E+03    0.206988E+01    0.241560E+00    0.797643E+01    0.200000E+01
    0.190064E+03    0.270956E+01    0.184532E+00    0.803270E+01    0.200062E+01
    0.190610E+03    0.279164E+01    0.179106E+00    0.813321E+01    0.200435E+01
    0.191388E+03    0.278995E+01    0.179214E+00    0.827675E+01    0.201549E+01
    0.192384E+03    0.282592E+01    0.176933E+00    0.846155E+01    0.203984E+01
    0.193583E+03    0.287586E+01    0.173861E+00    0.868528E+01    0.208416E+01
    0.194963E+03    0.295287E+01    0.169327E+00    0.894505E+01    0.215548E+01
    0.196503E+03    0.306705E+01    0.163023E+00    0.923745E+01    0.226017E+01
    0.198178E+03    0.322604E+01    0.154989E+00    0.955847E+01    0.240304E+01
    0.199959E+03    0.343526E+01    0.145549E+00    0.990354E+01    0.258648E+01
    0.201818E+03    0.368850E+01    0.135556E+00    0.102675E+02    0.280989E+01
    0.203724E+03    0.398444E+01    0.125488E+00    0.106449E+02    0.306962E+01
    0.205645E+03    0.431499E+01    0.115875E+00    0.110295E+02    0.335936E+01
    0.207551E+03    0.467033E+01    0.107059E+00    0.114151E+02    0.367081E+01
    0.209410E+03    0.503955E+01    0.992152E-01    0.117954E+02    0.399452E+01
    0.211191E+03    0.541111E+01    0.924026E-01    0.121636E+02    0.432063E+01
    0.212866E+03    0.577389E+01    0.865967E-01    0.125133E+02    0.463943E+01
    0.214406E+03    0.611749E+01    0.817328E-01    0.128379E+02    0.494178E+01
    0.215786E+03    0.643248E+01    0.777305E-01    0.131314E+02    0.521937E+01
    0.216984E+03    0.671060E+01    0.745090E-01    0.133882E+02    0.546485E+01
    0.217981E+03    0.694484E+01    0.719959E-01    0.136031E+02    0.567190E+01
