#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.03000 temp=   0.90000
    0.846253E+00    0.209084E+02    0.239138E-01   -0.112068E+02    0.188706E+02
    0.442525E+01    0.208971E+02    0.239268E-01   -0.111953E+02    0.188592E+02
    0.107283E+02    0.208419E+02    0.239901E-01   -0.111342E+02    0.187981E+02
    0.195291E+02    0.206891E+02    0.241673E-01   -0.109594E+02    0.186233E+02
    0.305096E+02    0.203767E+02    0.245379E-01   -0.105895E+02    0.182534E+02
    0.432731E+02    0.198426E+02    0.251983E-01   -0.996015E+01    0.176240E+02
    0.573584E+02    0.190394E+02    0.262614E-01   -0.905269E+01    0.167166E+02
    0.722562E+02    0.179453E+02    0.278625E-01   -0.787442E+01    0.155383E+02
    0.874282E+02    0.165718E+02    0.301718E-01   -0.644582E+01    0.141097E+02
    0.102326E+03    0.149689E+02    0.334027E-01   -0.483441E+01    0.124983E+02
    0.116411E+03    0.132217E+02    0.378167E-01   -0.315058E+01    0.108146E+02
    0.129175E+03    0.114437E+02    0.436922E-01   -0.151064E+01    0.917521E+01
    0.140155E+03    0.976474E+01    0.512046E-01   -0.227433E-01    0.768963E+01
    0.148956E+03    0.831985E+01    0.600972E-01    0.122152E+01    0.645241E+01
    0.155259E+03    0.723599E+01    0.690991E-01    0.214449E+01    0.554341E+01
    0.158838E+03    0.660689E+01    0.756786E-01    0.268084E+01    0.502246E+01
    0.159757E+03    0.644456E+01    0.775848E-01    0.281993E+01    0.488871E+01
    0.160064E+03    0.639017E+01    0.782452E-01    0.286654E+01    0.484403E+01
    0.160610E+03    0.629320E+01    0.794508E-01    0.294975E+01    0.476448E+01
    0.161388E+03    0.615543E+01    0.812291E-01    0.306850E+01    0.465142E+01
    0.162384E+03    0.597866E+01    0.836308E-01    0.322124E+01    0.450692E+01
    0.163583E+03    0.576641E+01    0.867091E-01    0.340591E+01    0.433373E+01
    0.164963E+03    0.552253E+01    0.905382E-01    0.362003E+01    0.413534E+01
    0.166503E+03    0.525194E+01    0.952030E-01    0.386064E+01    0.391605E+01
    0.168178E+03    0.496065E+01    0.100793E+00    0.412436E+01    0.368097E+01
    0.169959E+03    0.465574E+01    0.107394E+00    0.440738E+01    0.343604E+01
    0.171818E+03    0.434525E+01    0.115068E+00    0.470556E+01    0.318798E+01
    0.173724E+03    0.403809E+01    0.123821E+00    0.501435E+01    0.294409E+01
    0.175645E+03    0.374359E+01    0.133562E+00    0.532893E+01    0.271191E+01
    0.177551E+03    0.347123E+01    0.144041E+00    0.564426E+01    0.249870E+01
    0.179410E+03    0.322967E+01    0.154814E+00    0.595514E+01    0.231078E+01
    0.181191E+03    0.302405E+01    0.165341E+00    0.625626E+01    0.215279E+01
    0.182866E+03    0.285718E+01    0.174998E+00    0.654232E+01    0.202713E+01
    0.184406E+03    0.273092E+01    0.183089E+00    0.680802E+01    0.193365E+01
    0.185786E+03    0.264738E+01    0.188866E+00    0.704831E+01    0.186963E+01
    0.186984E+03    0.261025E+01    0.191552E+00    0.725852E+01    0.183033E+01
    0.187981E+03    0.255838E+01    0.195436E+00    0.743445E+01    0.180974E+01
    0.188759E+03    0.257748E+01    0.193988E+00    0.757257E+01    0.180154E+01
    0.189305E+03    0.296430E+01    0.168674E+00    0.767004E+01    0.180001E+01
    0.189612E+03    0.237410E+01    0.210606E+00    0.772489E+01    0.180069E+01
    0.189757E+03    0.237680E+01    0.210367E+00    0.775073E+01    0.180140E+01
    0.190064E+03    0.245970E+01    0.203277E+00    0.780573E+01    0.180372E+01
    0.190610E+03    0.255587E+01    0.195628E+00    0.790398E+01    0.181066E+01
