#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.06000 temp=   0.20000
    0.110754E+01    0.336599E+02    0.148545E-01   -0.186483E+02    0.296536E+02
    0.579156E+01    0.336413E+02    0.148627E-01   -0.186311E+02    0.296363E+02
    0.140407E+02    0.335503E+02    0.149030E-01   -0.185366E+02    0.295419E+02
    0.255587E+02    0.332972E+02    0.150163E-01   -0.182805E+02    0.292858E+02
    0.399295E+02    0.327679E+02    0.152588E-01   -0.177277E+02    0.287330E+02
    0.566338E+02    0.318541E+02    0.156966E-01   -0.167568E+02    0.277621E+02
    0.750679E+02    0.304770E+02    0.164058E-01   -0.152732E+02    0.262785E+02
    0.945655E+02    0.285934E+02    0.174865E-01   -0.132792E+02    0.242845E+02
    0.114422E+03    0.262183E+02    0.190707E-01   -0.109055E+02    0.219107E+02
    0.133920E+03    0.234322E+02    0.213382E-01   -0.830980E+01    0.193151E+02
    0.152354E+03    0.203769E+02    0.245376E-01   -0.561067E+01    0.166159E+02
    0.169058E+03    0.172511E+02    0.289836E-01   -0.292200E+01    0.139273E+02
    0.183429E+03    0.142842E+02    0.350038E-01   -0.426474E+00    0.114317E+02
    0.194947E+03    0.117150E+02    0.426803E-01    0.169618E+01    0.930908E+01
    0.203196E+03    0.976674E+01    0.511941E-01    0.329136E+01    0.771390E+01
    0.207880E+03    0.861859E+01    0.580141E-01    0.422693E+01    0.677834E+01
    0.209060E+03    0.832442E+01    0.600642E-01    0.446595E+01    0.653931E+01
    0.209367E+03    0.824767E+01    0.606232E-01    0.452836E+01    0.647691E+01
    0.209913E+03    0.811047E+01    0.616487E-01    0.463977E+01    0.636549E+01
    0.210691E+03    0.791465E+01    0.631740E-01    0.479878E+01    0.620649E+01
    0.211687E+03    0.766243E+01    0.652534E-01    0.500327E+01    0.600199E+01
    0.212886E+03    0.735690E+01    0.679634E-01    0.525052E+01    0.575475E+01
    0.214266E+03    0.700187E+01    0.714095E-01    0.553714E+01    0.546813E+01
    0.215806E+03    0.660260E+01    0.757277E-01    0.585913E+01    0.514613E+01
    0.217481E+03    0.616544E+01    0.810973E-01    0.621192E+01    0.479334E+01
    0.219262E+03    0.569632E+01    0.877759E-01    0.659034E+01    0.441492E+01
    0.221121E+03    0.520083E+01    0.961385E-01    0.698873E+01    0.401653E+01
    0.223027E+03    0.468656E+01    0.106688E+00    0.740095E+01    0.360432E+01
    0.224948E+03    0.416166E+01    0.120144E+00    0.782046E+01    0.318481E+01
    0.226854E+03    0.363498E+01    0.137552E+00    0.824041E+01    0.276486E+01
    0.228713E+03    0.311548E+01    0.160489E+00    0.865375E+01    0.235155E+01
    0.230494E+03    0.261236E+01    0.191398E+00    0.905337E+01    0.195212E+01
    0.232169E+03    0.213609E+01    0.234073E+00    0.943220E+01    0.157427E+01
    0.233709E+03    0.170015E+01    0.294092E+00    0.978344E+01    0.122727E+01
    0.235089E+03    0.132252E+01    0.378066E+00    0.101006E+02    0.924511E+00
    0.236287E+03    0.102445E+01    0.488066E+00    0.103777E+02    0.684471E+00
    0.237284E+03    0.840023E+00    0.595222E+00    0.106094E+02    0.522783E+00
    0.238062E+03    0.765350E+00    0.653296E+00    0.107912E+02    0.437488E+00
    0.238608E+03    0.584635E+00    0.855234E+00    0.109194E+02    0.406128E+00
    0.238915E+03    0.356591E+00    0.140217E+01    0.109915E+02    0.400158E+00
    0.239060E+03    0.582887E+00    0.857799E+00    0.110255E+02    0.400340E+00
    0.239367E+03    0.540633E+00    0.924841E+00    0.110977E+02    0.407101E+00
    0.239913E+03    0.771402E+00    0.648171E+00    0.112268E+02    0.440092E+00
    0.240691E+03    0.813391E+00    0.614711E+00    0.114111E+02    0.528652E+00
    0.241687E+03    0.100706E+01    0.496493E+00    0.116481E+02    0.696671E+00
    0.242886E+03    0.131428E+01    0.380437E+00    0.119348E+02    0.947508E+00
    0.244266E+03    0.170276E+01    0.293641E+00    0.122672E+02    0.126655E+01
    0.245806E+03    0.215536E+01    0.231979E+00    0.126408E+02    0.163646E+01
    0.247481E+03    0.265551E+01    0.188288E+00    0.130502E+02    0.204510E+01
    0.249262E+03    0.319080E+01    0.156701E+00    0.134895E+02    0.248426E+01
    0.251121E+03    0.375201E+01    0.133262E+00    0.139521E+02    0.294681E+01
    0.253027E+03    0.433004E+01    0.115472E+00    0.144308E+02    0.342550E+01
    0.254948E+03    0.491557E+01    0.101718E+00    0.149180E+02    0.391277E+01
    0.256854E+03    0.549874E+01    0.909300E-01    0.154060E+02    0.440071E+01
    0.258713E+03    0.606972E+01    0.823761E-01    0.158865E+02    0.488121E+01
    0.260494E+03    0.662079E+01    0.755197E-01    0.163513E+02    0.534605E+01
    0.262169E+03    0.714242E+01    0.700043E-01    0.167923E+02    0.578705E+01
    0.263709E+03    0.762346E+01    0.655870E-01    0.172015E+02    0.619619E+01
    0.265089E+03    0.805643E+01    0.620623E-01    0.175711E+02    0.656584E+01
    0.266287E+03    0.843420E+01    0.592825E-01    0.178942E+02    0.688896E+01
    0.267284E+03    0.874913E+01    0.571486E-01    0.181645E+02    0.715924E+01
    0.268062E+03    0.899548E+01    0.555835E-01    0.183766E+02    0.737133E+01
    0.268608E+03    0.916908E+01    0.545311E-01    0.185262E+02    0.752097E+01
    0.268915E+03    0.926657E+01    0.539574E-01    0.186104E+02    0.760514E+01
    0.269461E+03    0.944059E+01    0.529628E-01    0.187606E+02    0.775534E+01
    0.271481E+03    0.100867E+02    0.495703E-01    0.193200E+02    0.831475E+01
    0.275100E+03    0.112545E+02    0.444267E-01    0.203387E+02    0.933339E+01
    0.280292E+03    0.129544E+02    0.385968E-01    0.218395E+02    0.108343E+02
    0.287025E+03    0.152022E+02    0.328900E-01    0.238564E+02    0.128511E+02
    0.295255E+03    0.180191E+02    0.277483E-01    0.264273E+02    0.154220E+02
    0.304936E+03    0.214323E+02    0.233293E-01    0.295805E+02    0.185753E+02
    0.316020E+03    0.254745E+02    0.196275E-01    0.333585E+02    0.223532E+02
    0.328459E+03    0.301816E+02    0.165664E-01    0.378450E+02    0.268397E+02
    0.342207E+03    0.355949E+02    0.140470E-01    0.431007E+02    0.320954E+02
    0.357225E+03    0.417598E+02    0.119732E-01    0.492088E+02    0.382036E+02
    0.373482E+03    0.487256E+02    0.102616E-01    0.561440E+02    0.451387E+02
    0.390953E+03    0.565480E+02    0.884205E-02    0.639357E+02    0.529304E+02
    0.409630E+03    0.652905E+02    0.765808E-02    0.726170E+02    0.616118E+02
    0.429514E+03    0.750240E+02    0.666454E-02    0.822329E+02    0.712277E+02
    0.450623E+03    0.858318E+02    0.582535E-02    0.928563E+02    0.818510E+02
    0.472992E+03    0.978113E+02    0.511188E-02    0.104590E+03    0.935852E+02
    0.496677E+03    0.111078E+03    0.450135E-02    0.117557E+03    0.106552E+03
    0.521755E+03    0.125769E+03    0.397554E-02    0.131896E+03    0.120891E+03
    0.548329E+03    0.142050E+03    0.351989E-02    0.147779E+03    0.136774E+03
    0.576534E+03    0.160123E+03    0.312260E-02    0.165413E+03    0.154408E+03
    0.606544E+03    0.180233E+03    0.277418E-02    0.185040E+03    0.174035E+03
    0.638578E+03    0.202675E+03    0.246700E-02    0.206993E+03    0.195988E+03
    0.672916E+03    0.227810E+03    0.219481E-02    0.231468E+03    0.220463E+03
    0.709915E+03    0.256081E+03    0.195251E-02    0.259110E+03    0.248105E+03
    0.750038E+03    0.288049E+03    0.173582E-02    0.290494E+03    0.279489E+03
    0.793887E+03    0.324451E+03    0.154107E-02    0.326697E+03    0.315692E+03
    0.842273E+03    0.366389E+03    0.136467E-02    0.369114E+03    0.358109E+03
    0.896305E+03    0.415579E+03    0.120314E-02    0.419792E+03    0.408787E+03
    0.957562E+03    0.474749E+03    0.105319E-02    0.480849E+03    0.469844E+03
    0.102839E+04    0.548339E+03    0.911844E-03    0.557934E+03    0.546929E+03
    0.111249E+04    0.643580E+03    0.776904E-03    0.656935E+03    0.645930E+03
    0.121620E+04    0.773003E+03    0.646828E-03    0.787946E+03    0.776941E+03
    0.135184E+04    0.960326E+03    0.520657E-03    0.973819E+03    0.962814E+03
    0.154862E+04    0.126510E+04    0.395225E-03    0.127660E+04    0.126559E+04
    0.191190E+04    0.193422E+04    0.258502E-03    0.194523E+04    0.193422E+04
