#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   0.80000
    0.719171E+00    0.160551E+02    0.311428E-01   -0.860165E+01    0.148691E+02
    0.376071E+01    0.160476E+02    0.311573E-01   -0.858921E+01    0.148567E+02
    0.911723E+01    0.160087E+02    0.312329E-01   -0.853248E+01    0.147999E+02
    0.165964E+02    0.158992E+02    0.314481E-01   -0.838057E+01    0.146480E+02
    0.259280E+02    0.156749E+02    0.318981E-01   -0.807542E+01    0.143429E+02
    0.367748E+02    0.152900E+02    0.327012E-01   -0.756116E+01    0.138286E+02
    0.487449E+02    0.147074E+02    0.339965E-01   -0.679107E+01    0.130585E+02
    0.614055E+02    0.139122E+02    0.359396E-01   -0.576461E+01    0.120321E+02
    0.742991E+02    0.129156E+02    0.387129E-01   -0.454215E+01    0.108096E+02
    0.869598E+02    0.117545E+02    0.425370E-01   -0.323352E+01    0.950110E+01
    0.989298E+02    0.104916E+02    0.476570E-01   -0.194588E+01    0.821391E+01
    0.109777E+03    0.920861E+01    0.542970E-01   -0.748900E+00    0.701853E+01
    0.119108E+03    0.799864E+01    0.625106E-01    0.312536E+00    0.596189E+01
    0.126587E+03    0.696263E+01    0.718120E-01    0.118900E+01    0.509626E+01
    0.131944E+03    0.619005E+01    0.807749E-01    0.183447E+01    0.446789E+01
    0.134985E+03    0.574296E+01    0.870632E-01    0.220826E+01    0.411031E+01
    0.135777E+03    0.562627E+01    0.888689E-01    0.230641E+01    0.401748E+01
    0.136084E+03    0.558083E+01    0.895923E-01    0.234457E+01    0.398153E+01
    0.136631E+03    0.549981E+01    0.909122E-01    0.241270E+01    0.391754E+01
    0.137408E+03    0.538497E+01    0.928509E-01    0.250995E+01    0.382670E+01
    0.138405E+03    0.523748E+01    0.954658E-01    0.263504E+01    0.371075E+01
    0.139603E+03    0.506071E+01    0.988004E-01    0.278632E+01    0.357204E+01
    0.140983E+03    0.485732E+01    0.102937E+00    0.296177E+01    0.341351E+01
    0.142523E+03    0.463238E+01    0.107936E+00    0.315903E+01    0.323877E+01
    0.144198E+03    0.439085E+01    0.113873E+00    0.337538E+01    0.305205E+01
    0.145979E+03    0.413876E+01    0.120809E+00    0.360780E+01    0.285823E+01
    0.147838E+03    0.388300E+01    0.128766E+00    0.385294E+01    0.266275E+01
    0.149744E+03    0.363110E+01    0.137699E+00    0.410718E+01    0.247144E+01
    0.151665E+03    0.339082E+01    0.147457E+00    0.436665E+01    0.229024E+01
    0.153571E+03    0.316963E+01    0.157747E+00    0.462729E+01    0.212473E+01
    0.155430E+03    0.297397E+01    0.168125E+00    0.488490E+01    0.197971E+01
    0.157212E+03    0.280858E+01    0.178026E+00    0.513510E+01    0.185861E+01
    0.158886E+03    0.267554E+01    0.186878E+00    0.537344E+01    0.176315E+01
    0.160426E+03    0.257445E+01    0.194216E+00    0.559541E+01    0.169300E+01
    0.161806E+03    0.250752E+01    0.199400E+00    0.579665E+01    0.164591E+01
    0.163005E+03    0.247767E+01    0.201803E+00    0.597309E+01    0.161801E+01
    0.164001E+03    0.243110E+01    0.205668E+00    0.612104E+01    0.160446E+01
    0.164779E+03    0.260351E+01    0.192048E+00    0.623736E+01    0.160019E+01
    0.165326E+03    0.242074E+01    0.206548E+00    0.631955E+01    0.160057E+01
    0.165632E+03    0.243993E+01    0.204924E+00    0.636583E+01    0.160202E+01
    0.165777E+03    0.243256E+01    0.205544E+00    0.638764E+01    0.160301E+01
    0.166084E+03    0.241201E+01    0.207296E+00    0.643408E+01    0.160578E+01
