
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    9.612745E-01    0.000000E+00    2.173429E+00
    9.612745E-01    4.000000E-01    1.990665E+00
    9.612745E-01    6.000000E-01    1.674890E+00
    9.612745E-01    8.000000E-01    1.034148E+00
    9.612745E-01    1.000000E+00    2.593251E-06
    9.612745E-01    1.100000E+00    1.336003E-06
