
#   rho [fm-3]      T [MeV]      kf [fm-1]      Gap(kf) [MeV]
    2.462105E-02    1.000000E-04    9.000000E-01    2.926374E+00
    2.462105E-02    1.001000E-01    9.000000E-01    2.926374E+00
    2.462105E-02    2.001000E-01    9.000000E-01    2.926373E+00
    2.462105E-02    3.001000E-01    9.000000E-01    2.926233E+00
    2.462105E-02    4.001000E-01    9.000000E-01    2.924528E+00
    2.462105E-02    5.001000E-01    9.000000E-01    2.917425E+00
    2.462105E-02    6.001000E-01    9.000000E-01    2.899956E+00
    2.462105E-02    7.001000E-01    9.000000E-01    2.867497E+00
    2.462105E-02    8.001000E-01    9.000000E-01    2.816088E+00
    2.462105E-02    9.001000E-01    9.000000E-01    2.742126E+00
    2.462105E-02    1.000100E+00    9.000000E-01    2.641857E+00
    2.462105E-02    1.100100E+00    9.000000E-01    2.510752E+00
    2.462105E-02    1.200100E+00    9.000000E-01    2.342600E+00
    2.462105E-02    1.300100E+00    9.000000E-01    2.127838E+00
    2.462105E-02    1.400100E+00    9.000000E-01    1.849687E+00
    2.462105E-02    1.500100E+00    9.000000E-01    1.472155E+00
    2.462105E-02    1.600100E+00    9.000000E-01    8.744194E-01
    2.462105E-02    1.700100E+00    9.000000E-01    6.772445E-06
    2.462105E-02    1.800100E+00    9.000000E-01    2.309002E-06
    2.462105E-02    1.900100E+00    9.000000E-01    1.418860E-06
