#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.03000 temp=   1.10000
    0.846253E+00    0.209035E+02    0.239195E-01   -0.112305E+02    0.188763E+02
    0.442525E+01    0.208922E+02    0.239324E-01   -0.112190E+02    0.188648E+02
    0.107283E+02    0.208371E+02    0.239957E-01   -0.111579E+02    0.188037E+02
    0.195291E+02    0.206844E+02    0.241728E-01   -0.109835E+02    0.186293E+02
    0.305096E+02    0.203721E+02    0.245433E-01   -0.106143E+02    0.182600E+02
    0.432731E+02    0.198384E+02    0.252037E-01   -0.998593E+01    0.176317E+02
    0.573584E+02    0.190359E+02    0.262661E-01   -0.907932E+01    0.167251E+02
    0.722562E+02    0.179432E+02    0.278658E-01   -0.790176E+01    0.155476E+02
    0.874282E+02    0.165716E+02    0.301721E-01   -0.647398E+01    0.141198E+02
    0.102326E+03    0.149714E+02    0.333970E-01   -0.486281E+01    0.125089E+02
    0.116411E+03    0.132284E+02    0.377974E-01   -0.317787E+01    0.108248E+02
    0.129175E+03    0.114576E+02    0.436390E-01   -0.153574E+01    0.918588E+01
    0.140155E+03    0.979161E+01    0.510641E-01   -0.451224E-01    0.770507E+01
    0.148956E+03    0.836837E+01    0.597488E-01    0.120174E+01    0.648097E+01
    0.155259E+03    0.731257E+01    0.683754E-01    0.212674E+01    0.559264E+01
    0.158838E+03    0.670676E+01    0.745517E-01    0.266428E+01    0.509023E+01
    0.159757E+03    0.655151E+01    0.763183E-01    0.280369E+01    0.496224E+01
    0.160064E+03    0.649961E+01    0.769277E-01    0.285040E+01    0.491960E+01
    0.160610E+03    0.640718E+01    0.780375E-01    0.293380E+01    0.484379E+01
    0.161388E+03    0.627621E+01    0.796659E-01    0.305282E+01    0.473634E+01
    0.162384E+03    0.610871E+01    0.818504E-01    0.320590E+01    0.459955E+01
    0.163583E+03    0.590856E+01    0.846230E-01    0.339099E+01    0.443644E+01
    0.164963E+03    0.567985E+01    0.880305E-01    0.360560E+01    0.425080E+01
    0.166503E+03    0.542786E+01    0.921173E-01    0.384676E+01    0.404720E+01
    0.168178E+03    0.515886E+01    0.969207E-01    0.411107E+01    0.383097E+01
    0.169959E+03    0.487998E+01    0.102459E+00    0.439474E+01    0.360808E+01
    0.171818E+03    0.459908E+01    0.108717E+00    0.469358E+01    0.338505E+01
    0.173724E+03    0.432443E+01    0.115622E+00    0.500307E+01    0.316861E+01
    0.175645E+03    0.406443E+01    0.123019E+00    0.531836E+01    0.296538E+01
    0.177551E+03    0.382688E+01    0.130655E+00    0.563439E+01    0.278134E+01
    0.179410E+03    0.361875E+01    0.138169E+00    0.594596E+01    0.262130E+01
    0.181191E+03    0.344376E+01    0.145190E+00    0.624774E+01    0.248846E+01
    0.182866E+03    0.330330E+01    0.151364E+00    0.653441E+01    0.238404E+01
    0.184406E+03    0.319809E+01    0.156343E+00    0.680068E+01    0.230716E+01
    0.185786E+03    0.312889E+01    0.159801E+00    0.704148E+01    0.225505E+01
    0.186984E+03    0.309654E+01    0.161471E+00    0.725212E+01    0.222343E+01
    0.187981E+03    0.305414E+01    0.163712E+00    0.742843E+01    0.220715E+01
    0.188759E+03    0.309914E+01    0.161335E+00    0.756683E+01    0.220094E+01
    0.189305E+03    0.306749E+01    0.163000E+00    0.766450E+01    0.220005E+01
    0.189612E+03    0.291979E+01    0.171245E+00    0.771946E+01    0.220082E+01
    0.189757E+03    0.291539E+01    0.171504E+00    0.774535E+01    0.220150E+01
    0.190064E+03    0.296521E+01    0.168622E+00    0.780047E+01    0.220362E+01
    0.190610E+03    0.303972E+01    0.164489E+00    0.789892E+01    0.220970E+01
    0.191388E+03    0.300958E+01    0.166136E+00    0.803955E+01    0.222344E+01
    0.192384E+03    0.305423E+01    0.163707E+00    0.822066E+01    0.224985E+01
    0.193583E+03    0.311336E+01    0.160598E+00    0.843999E+01    0.229475E+01
    0.194963E+03    0.318970E+01    0.156754E+00    0.869479E+01    0.236426E+01
    0.196503E+03    0.329793E+01    0.151610E+00    0.898178E+01    0.246401E+01
    0.198178E+03    0.344870E+01    0.144982E+00    0.929710E+01    0.259843E+01
    0.199959E+03    0.365307E+01    0.136871E+00    0.963632E+01    0.276994E+01
    0.201818E+03    0.389554E+01    0.128352E+00    0.999444E+01    0.297847E+01
    0.203724E+03    0.417760E+01    0.119686E+00    0.103659E+02    0.322126E+01
    0.205645E+03    0.449575E+01    0.111216E+00    0.107449E+02    0.349306E+01
    0.207551E+03    0.483679E+01    0.103374E+00    0.111251E+02    0.378665E+01
    0.209410E+03    0.519371E+01    0.962703E-01    0.115002E+02    0.409345E+01
    0.211191E+03    0.555347E+01    0.900338E-01    0.118636E+02    0.440420E+01
    0.212866E+03    0.590638E+01    0.846542E-01    0.122089E+02    0.470952E+01
    0.214406E+03    0.624161E+01    0.801075E-01    0.125296E+02    0.500042E+01
    0.215786E+03    0.654976E+01    0.763387E-01    0.128197E+02    0.526855E+01
    0.216984E+03    0.682246E+01    0.732873E-01    0.130736E+02    0.550644E+01
    0.217981E+03    0.705255E+01    0.708964E-01    0.132861E+02    0.570760E+01
    0.218759E+03    0.723421E+01    0.691160E-01    0.134530E+02    0.586669E+01
    0.219305E+03    0.736290E+01    0.679081E-01    0.135708E+02    0.597952E+01
    0.219612E+03    0.743549E+01    0.672451E-01    0.136371E+02    0.604320E+01
    0.220059E+03    0.754142E+01    0.663005E-01    0.137339E+02    0.613632E+01
    0.221654E+03    0.792402E+01    0.630993E-01    0.140817E+02    0.647308E+01
    0.224513E+03    0.862286E+01    0.579854E-01    0.147141E+02    0.709120E+01
    0.228615E+03    0.965132E+01    0.518064E-01    0.156430E+02    0.800836E+01
    0.233933E+03    0.110226E+02    0.453613E-01    0.168880E+02    0.924638E+01
    0.240434E+03    0.127496E+02    0.392169E-01    0.184761E+02    0.108315E+02
    0.248081E+03    0.148452E+02    0.336809E-01    0.204415E+02    0.127960E+02
    0.256837E+03    0.173267E+02    0.288573E-01    0.228263E+02    0.151805E+02
    0.266663E+03    0.202160E+02    0.247329E-01    0.256743E+02    0.180286E+02
    0.277523E+03    0.235383E+02    0.212420E-01    0.290056E+02    0.213599E+02
    0.289387E+03    0.273222E+02    0.183002E-01    0.328337E+02    0.251879E+02
    0.302228E+03    0.315984E+02    0.158236E-01    0.372122E+02    0.295664E+02
    0.316029E+03    0.364030E+02    0.137351E-01    0.421386E+02    0.344928E+02
    0.330782E+03    0.417763E+02    0.119685E-01    0.476152E+02    0.399694E+02
    0.346489E+03    0.477640E+02    0.104681E-01    0.536989E+02    0.460531E+02
    0.363164E+03    0.544194E+02    0.918790E-02    0.604111E+02    0.527653E+02
    0.380835E+03    0.618052E+02    0.808993E-02    0.678199E+02    0.601741E+02
    0.399544E+03    0.699952E+02    0.714335E-02    0.759836E+02    0.683378E+02
    0.419354E+03    0.790786E+02    0.632282E-02    0.849820E+02    0.773362E+02
    0.440345E+03    0.891638E+02    0.560766E-02    0.949281E+02    0.872824E+02
    0.462626E+03    0.100383E+03    0.498091E-02    0.105958E+03    0.983118E+02
    0.486331E+03    0.112901E+03    0.442865E-02    0.118241E+03    0.110595E+03
    0.511636E+03    0.126923E+03    0.393940E-02    0.131990E+03    0.124344E+03
    0.538761E+03    0.142707E+03    0.350367E-02    0.147484E+03    0.139838E+03
    0.567988E+03    0.160587E+03    0.311358E-02    0.165080E+03    0.157434E+03
    0.599682E+03    0.180992E+03    0.276255E-02    0.185229E+03    0.177583E+03
    0.634321E+03    0.204490E+03    0.244511E-02    0.208517E+03    0.200872E+03
    0.672542E+03    0.231838E+03    0.215668E-02    0.235602E+03    0.227956E+03
    0.715224E+03    0.264086E+03    0.189332E-02    0.267618E+03    0.259972E+03
    0.763612E+03    0.302737E+03    0.165160E-02    0.305961E+03    0.298315E+03
    0.819561E+03    0.350083E+03    0.142823E-02    0.353316E+03    0.345670E+03
    0.885993E+03    0.409967E+03    0.121961E-02    0.413926E+03    0.406280E+03
    0.967922E+03    0.489658E+03    0.102112E-02    0.495097E+03    0.487451E+03
    0.107507E+04    0.605040E+03    0.826391E-03    0.613904E+03    0.606258E+03
    0.123051E+04    0.796456E+03    0.627781E-03    0.807969E+03    0.800323E+03
    0.151748E+04    0.121764E+04    0.410629E-03    0.122595E+04    0.121831E+04
