#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.16000 temp=   0.02000
    0.159733E+01    0.732280E+02    0.682799E-02   -0.425388E+02    0.640498E+02
    0.835280E+01    0.731833E+02    0.683216E-02   -0.424955E+02    0.640064E+02
    0.202500E+02    0.729644E+02    0.685266E-02   -0.422586E+02    0.637695E+02
    0.368617E+02    0.723411E+02    0.691170E-02   -0.416001E+02    0.631111E+02
    0.575878E+02    0.710563E+02    0.703667E-02   -0.402686E+02    0.617796E+02
    0.816794E+02    0.688520E+02    0.726195E-02   -0.380481E+02    0.595591E+02
    0.108266E+03    0.655351E+02    0.762950E-02   -0.348215E+02    0.563324E+02
    0.136386E+03    0.610137E+02    0.819488E-02   -0.305435E+02    0.520545E+02
    0.165023E+03    0.553344E+02    0.903598E-02   -0.252954E+02    0.468064E+02
    0.193144E+03    0.486961E+02    0.102678E-01   -0.193223E+02    0.408332E+02
    0.219730E+03    0.414448E+02    0.120642E-01   -0.129655E+02    0.344765E+02
    0.243821E+03    0.340465E+02    0.146858E-01   -0.654374E+01    0.280547E+02
    0.264548E+03    0.270423E+02    0.184896E-01   -0.550189E+00    0.220611E+02
    0.281159E+03    0.209851E+02    0.238264E-01    0.448813E+01    0.170228E+02
    0.293056E+03    0.163950E+02    0.304971E-01    0.827290E+01    0.132380E+02
    0.299812E+03    0.136921E+02    0.365173E-01    0.104954E+02    0.110156E+02
    0.301481E+03    0.130125E+02    0.384245E-01    0.110535E+02    0.104574E+02
    0.301788E+03    0.128873E+02    0.387980E-01    0.111565E+02    0.103544E+02
    0.302335E+03    0.126637E+02    0.394830E-01    0.113404E+02    0.101706E+02
    0.303113E+03    0.123447E+02    0.405031E-01    0.116026E+02    0.990836E+01
    0.304109E+03    0.119343E+02    0.418961E-01    0.119396E+02    0.957136E+01
    0.305307E+03    0.114383E+02    0.437126E-01    0.123466E+02    0.916432E+01
    0.306688E+03    0.108650E+02    0.460193E-01    0.128179E+02    0.869307E+01
    0.308228E+03    0.102202E+02    0.489225E-01    0.133464E+02    0.816457E+01
    0.309902E+03    0.951573E+01    0.525446E-01    0.139241E+02    0.758681E+01
    0.311684E+03    0.876066E+01    0.570733E-01    0.145422E+02    0.696873E+01
    0.313542E+03    0.796646E+01    0.627632E-01    0.151909E+02    0.632009E+01
    0.315448E+03    0.714560E+01    0.699732E-01    0.158596E+02    0.565132E+01
    0.317370E+03    0.630948E+01    0.792458E-01    0.165376E+02    0.497337E+01
    0.319276E+03    0.547596E+01    0.913082E-01    0.172134E+02    0.429755E+01
    0.321135E+03    0.465388E+01    0.107437E+00    0.178757E+02    0.363530E+01
    0.322916E+03    0.385885E+01    0.129572E+00    0.185130E+02    0.299792E+01
    0.324591E+03    0.310501E+01    0.161030E+00    0.191146E+02    0.239631E+01
    0.326131E+03    0.240563E+01    0.207846E+00    0.196702E+02    0.184080E+01
    0.327511E+03    0.177331E+01    0.281958E+00    0.201699E+02    0.134102E+01
    0.328709E+03    0.122000E+01    0.409836E+00    0.206052E+02    0.905775E+00
