
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    7.629641E-01    0.000000E+00    2.174682E+00
    7.629641E-01    1.000000E-01    2.194419E+00
    7.629641E-01    2.000000E-01    2.155758E+00
    7.629641E-01    3.000000E-01    2.084938E+00
    7.629641E-01    4.000000E-01    1.976243E+00
    7.629641E-01    6.000000E-01    1.653565E+00
    7.629641E-01    8.000000E-01    9.785564E-01
    7.629641E-01    1.000000E+00    2.448710E-06
    7.629641E-01    1.100000E+00    1.363218E-06
