#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.08000 temp=   0.20000
    0.123500E+01    0.417041E+02    0.119892E-01   -0.238916E+02    0.367548E+02
    0.645811E+01    0.416802E+02    0.119961E-01   -0.238720E+02    0.367352E+02
    0.156566E+02    0.415622E+02    0.120302E-01   -0.237602E+02    0.366234E+02
    0.285002E+02    0.412324E+02    0.121264E-01   -0.234547E+02    0.363179E+02
    0.445250E+02    0.405541E+02    0.123292E-01   -0.227880E+02    0.356512E+02
    0.631518E+02    0.393941E+02    0.126923E-01   -0.216157E+02    0.344789E+02
    0.837074E+02    0.376438E+02    0.132824E-01   -0.198583E+02    0.327215E+02
    0.105449E+03    0.352506E+02    0.141841E-01   -0.174703E+02    0.303335E+02
    0.127591E+03    0.322369E+02    0.155102E-01   -0.145323E+02    0.273954E+02
    0.149332E+03    0.287001E+02    0.174215E-01   -0.112091E+02    0.240722E+02
    0.169888E+03    0.248234E+02    0.201423E-01   -0.773148E+01    0.205946E+02
    0.188515E+03    0.208534E+02    0.239769E-01   -0.427263E+01    0.171358E+02
    0.204539E+03    0.170811E+02    0.292722E-01   -0.104432E+01    0.139075E+02
    0.217383E+03    0.138136E+02    0.361961E-01    0.171522E+01    0.111480E+02
    0.226582E+03    0.113345E+02    0.441131E-01    0.379019E+01    0.907298E+01
    0.231805E+03    0.987243E+01    0.506461E-01    0.500682E+01    0.785635E+01
    0.233112E+03    0.950054E+01    0.526286E-01    0.531556E+01    0.754761E+01
    0.233419E+03    0.941288E+01    0.531187E-01    0.538828E+01    0.747489E+01
    0.233966E+03    0.925630E+01    0.540173E-01    0.551808E+01    0.734509E+01
    0.234743E+03    0.903274E+01    0.553542E-01    0.570323E+01    0.715994E+01
    0.235740E+03    0.874488E+01    0.571763E-01    0.594120E+01    0.692197E+01
    0.236938E+03    0.839654E+01    0.595483E-01    0.622870E+01    0.663447E+01
    0.238318E+03    0.799286E+01    0.625558E-01    0.656170E+01    0.630147E+01
    0.239858E+03    0.753894E+01    0.663223E-01    0.693545E+01    0.592772E+01
    0.241533E+03    0.703971E+01    0.710257E-01    0.734455E+01    0.551862E+01
    0.243314E+03    0.650349E+01    0.768818E-01    0.778288E+01    0.508029E+01
    0.245173E+03    0.594075E+01    0.841644E-01    0.824372E+01    0.461945E+01
    0.247079E+03    0.535820E+01    0.933149E-01    0.871980E+01    0.414337E+01
    0.249001E+03    0.476369E+01    0.104961E+00    0.920344E+01    0.365973E+01
    0.250906E+03    0.416740E+01    0.119979E+00    0.968672E+01    0.317646E+01
    0.252765E+03    0.357991E+01    0.139668E+00    0.101615E+02    0.270163E+01
    0.254547E+03    0.301184E+01    0.166011E+00    0.106198E+02    0.224340E+01
    0.256221E+03    0.247463E+01    0.202051E+00    0.110536E+02    0.181002E+01
    0.257761E+03    0.198158E+01    0.252324E+00    0.114551E+02    0.141052E+01
    0.259142E+03    0.155140E+01    0.322289E+00    0.118172E+02    0.105725E+01
    0.260340E+03    0.120838E+01    0.413779E+00    0.121331E+02    0.769018E+00
    0.261336E+03    0.974365E+00    0.513155E+00    0.123970E+02    0.566588E+00
    0.262114E+03    0.862416E+00    0.579766E+00    0.126038E+02    0.454562E+00
    0.262661E+03    0.755440E+00    0.661866E+00    0.127495E+02    0.410701E+00
    0.262968E+03    0.955042E+00    0.523537E+00    0.128315E+02    0.400835E+00
    0.263112E+03    0.332637E+00    0.150314E+01    0.128701E+02    0.400040E+00
    0.263419E+03    0.788290E+00    0.634285E+00    0.129522E+02    0.406586E+00
    0.263966E+03    0.801143E+00    0.624108E+00    0.130988E+02    0.445230E+00
    0.264743E+03    0.933888E+00    0.535396E+00    0.133079E+02    0.552662E+00
    0.265740E+03    0.115651E+01    0.432335E+00    0.135767E+02    0.754972E+00
    0.266938E+03    0.149727E+01    0.333941E+00    0.139015E+02    0.104994E+01
    0.268318E+03    0.193512E+01    0.258382E+00    0.142778E+02    0.141699E+01
    0.269858E+03    0.244220E+01    0.204734E+00    0.147002E+02    0.183738E+01
    0.271533E+03    0.300135E+01    0.166592E+00    0.151627E+02    0.229953E+01
    0.273314E+03    0.360023E+01    0.138880E+00    0.156584E+02    0.279526E+01
    0.275173E+03    0.422843E+01    0.118247E+00    0.161800E+02    0.331686E+01
    0.277079E+03    0.487554E+01    0.102553E+00    0.167194E+02    0.385625E+01
    0.279001E+03    0.553043E+01    0.904088E-01    0.172680E+02    0.440487E+01
    0.280906E+03    0.618207E+01    0.808791E-01    0.178170E+02    0.495382E+01
    0.282765E+03    0.682358E+01    0.732754E-01    0.183572E+02    0.549399E+01
    0.284547E+03    0.744139E+01    0.671918E-01    0.188793E+02    0.601612E+01
    0.286221E+03    0.802318E+01    0.623194E-01    0.193742E+02    0.651101E+01
    0.287761E+03    0.856205E+01    0.583973E-01    0.198329E+02    0.696975E+01
    0.289142E+03    0.904621E+01    0.552718E-01    0.202470E+02    0.738387E+01
