#     k [MeV]       Xi [MeV]       1/2/Xi [MeV-1]     e(k) [MeV]     Xi_qp [MeV]


# rho=   0.02000 temp=   0.20000
    0.719171E+00    0.161842E+02    0.308943E-01   -0.806652E+01    0.141105E+02
    0.376071E+01    0.161763E+02    0.309094E-01   -0.805734E+01    0.141013E+02
    0.911723E+01    0.161365E+02    0.309856E-01   -0.801536E+01    0.140594E+02
    0.165964E+02    0.160255E+02    0.312002E-01   -0.790207E+01    0.139461E+02
    0.259280E+02    0.157983E+02    0.316491E-01   -0.766690E+01    0.137109E+02
    0.367748E+02    0.154091E+02    0.324485E-01   -0.726076E+01    0.133048E+02
    0.487449E+02    0.148216E+02    0.337345E-01   -0.664423E+01    0.126882E+02
    0.614055E+02    0.140207E+02    0.356616E-01   -0.580825E+01    0.118523E+02
    0.742991E+02    0.130135E+02    0.384215E-01   -0.477988E+01    0.108239E+02
    0.869598E+02    0.118372E+02    0.422397E-01   -0.362242E+01    0.966642E+01
    0.989298E+02    0.105516E+02    0.473860E-01   -0.241786E+01    0.846186E+01
    0.109777E+03    0.924057E+01    0.541092E-01   -0.124460E+01    0.728860E+01
    0.119108E+03    0.799822E+01    0.625139E-01   -0.175409E+00    0.621941E+01
    0.126587E+03    0.692497E+01    0.722025E-01    0.722591E+00    0.532141E+01
    0.131944E+03    0.611392E+01    0.817806E-01    0.138921E+01    0.465479E+01
    0.134985E+03    0.563784E+01    0.886865E-01    0.177687E+01    0.426712E+01
    0.135777E+03    0.551180E+01    0.907145E-01    0.187886E+01    0.416513E+01
    0.136084E+03    0.546270E+01    0.915298E-01    0.191854E+01    0.412546E+01
    0.136631E+03    0.537514E+01    0.930208E-01    0.198942E+01    0.405458E+01
    0.137408E+03    0.524960E+01    0.952454E-01    0.209063E+01    0.395337E+01
    0.138405E+03    0.508768E+01    0.982766E-01    0.222094E+01    0.382306E+01
    0.139603E+03    0.489112E+01    0.102226E+00    0.237868E+01    0.366531E+01
    0.140983E+03    0.466243E+01    0.107240E+00    0.256185E+01    0.348215E+01
    0.142523E+03    0.440429E+01    0.113526E+00    0.276801E+01    0.327599E+01
    0.144198E+03    0.412011E+01    0.121356E+00    0.299439E+01    0.304961E+01
    0.145979E+03    0.381385E+01    0.131101E+00    0.323779E+01    0.280621E+01
    0.147838E+03    0.348999E+01    0.143267E+00    0.349468E+01    0.254933E+01
    0.149744E+03    0.315339E+01    0.158560E+00    0.376120E+01    0.228285E+01
    0.151665E+03    0.280938E+01    0.177975E+00    0.403318E+01    0.201100E+01
    0.153571E+03    0.246410E+01    0.202914E+00    0.430626E+01    0.173832E+01
    0.155430E+03    0.212470E+01    0.235328E+00    0.457595E+01    0.146995E+01
    0.157212E+03    0.180032E+01    0.277729E+00    0.483764E+01    0.121216E+01
    0.158886E+03    0.150306E+01    0.332655E+00    0.508667E+01    0.973434E+00
    0.160426E+03    0.124765E+01    0.400753E+00    0.531838E+01    0.765228E+00
