
#   kf [fm-1]       T [MeV]       Gap(kf) [MeV]
    1.333021E+00    0.000000E+00    3.823491E-02
    1.333021E+00    1.000000E-01    2.190702E-07
    1.333021E+00    2.000000E-01    2.297838E-07
    1.333021E+00    3.000000E-01    1.983280E-07
    1.333021E+00    4.000000E-01    1.934599E-07
    1.333021E+00    5.000000E-01    2.221113E-07
    1.333021E+00    7.000000E-01    1.473941E-07
